SrcEntity	TgtEntity	Score
http://snomed.info/id/367734001	http://purl.org/sig/ont/fma/fma18889	1.0
http://snomed.info/id/18552003	http://purl.org/sig/ont/fma/fma13280	1.0
http://snomed.info/id/360487004	http://purl.org/sig/ont/fma/fma86254	1.0
http://snomed.info/id/63401003	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/48987003	http://purl.org/sig/ont/fma/fma321471	1.0
http://snomed.info/id/51842002	http://purl.org/sig/ont/fma/fma80177	1.0
http://snomed.info/id/67937003	http://purl.org/sig/ont/fma/fma82594	1.0
http://snomed.info/id/31065004	http://purl.org/sig/ont/fma/fma61823	1.0
http://snomed.info/id/274060004	http://purl.org/sig/ont/fma/fma70484	1.0
http://snomed.info/id/244824003	http://purl.org/sig/ont/fma/fma32558	1.0
http://snomed.info/id/245353004	http://purl.org/sig/ont/fma/fma71817	1.0
http://snomed.info/id/282031000	http://purl.org/sig/ont/fma/fma16615	1.0
http://snomed.info/id/368971007	http://purl.org/sig/ont/fma/fma77705	1.0
http://snomed.info/id/77335001	http://purl.org/sig/ont/fma/fma50176	1.0
http://snomed.info/id/62794008	http://purl.org/sig/ont/fma/fma44947	1.0
http://snomed.info/id/304928001	http://purl.org/sig/ont/fma/fma64020	1.0
http://snomed.info/id/54714005	http://purl.org/sig/ont/fma/fma323281	1.0
http://snomed.info/id/279413002	http://purl.org/sig/ont/fma/fma32558	1.0
http://snomed.info/id/24528003	http://purl.org/sig/ont/fma/fma9155	1.0
http://snomed.info/id/29333002	http://purl.org/sig/ont/fma/fma67601	1.0
http://snomed.info/id/280295009	http://purl.org/sig/ont/fma/fma6228	1.0
http://snomed.info/id/368482006	http://purl.org/sig/ont/fma/fma22953	1.0
http://snomed.info/id/17232002	http://purl.org/sig/ont/fma/fma70506	1.0
http://snomed.info/id/86419007	http://purl.org/sig/ont/fma/fma9619	1.0
http://snomed.info/id/51307005	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/65930000	http://purl.org/sig/ont/fma/fma46751	1.0
http://snomed.info/id/279813005	http://purl.org/sig/ont/fma/fma276755	1.0
http://snomed.info/id/245928007	http://purl.org/sig/ont/fma/fma44580	1.0
http://snomed.info/id/73769004	http://purl.org/sig/ont/fma/fma50185	1.0
http://snomed.info/id/12437000	http://purl.org/sig/ont/fma/fma82485	1.0
http://snomed.info/id/245351002	http://purl.org/sig/ont/fma/fma71786	1.0
http://snomed.info/id/16357002	http://purl.org/sig/ont/fma/fma63814	1.0
http://snomed.info/id/74063004	http://purl.org/sig/ont/fma/fma16126	1.0
http://snomed.info/id/60592002	http://purl.org/sig/ont/fma/fma54643	1.0
http://snomed.info/id/5366008	http://purl.org/sig/ont/fma/fma274528	1.0
http://snomed.info/id/314732008	http://purl.org/sig/ont/fma/fma66193	1.0
http://snomed.info/id/41776006	http://purl.org/sig/ont/fma/fma82472	1.0
http://snomed.info/id/280534006	http://purl.org/sig/ont/fma/fma74941	1.0
http://snomed.info/id/35809003	http://purl.org/sig/ont/fma/fma44819	1.0
http://snomed.info/id/58317009	http://purl.org/sig/ont/fma/fma21520	1.0
http://snomed.info/id/281385007	http://purl.org/sig/ont/fma/fma82472	1.0
http://snomed.info/id/88442005	http://purl.org/sig/ont/fma/fma83930	1.0
http://snomed.info/id/41442003	http://purl.org/sig/ont/fma/fma45860	1.0
http://snomed.info/id/60028002	http://purl.org/sig/ont/fma/fma63814	1.0
http://snomed.info/id/39197003	http://purl.org/sig/ont/fma/fma58617	1.0
http://snomed.info/id/426884007	http://purl.org/sig/ont/fma/fma284641	1.0
http://snomed.info/id/30308002	http://purl.org/sig/ont/fma/fma64990	1.0
http://snomed.info/id/60778005	http://purl.org/sig/ont/fma/fma82472	1.0
http://snomed.info/id/302668004	http://purl.org/sig/ont/fma/fma63814	1.0
http://snomed.info/id/56738007	http://purl.org/sig/ont/fma/fma69805	1.0
http://snomed.info/id/58280001	http://purl.org/sig/ont/fma/fma12516	1.0
http://snomed.info/id/30518006	http://purl.org/sig/ont/fma/fma33302	1.0
http://snomed.info/id/23591007	http://purl.org/sig/ont/fma/fma63814	1.0
http://snomed.info/id/245155004	http://purl.org/sig/ont/fma/fma39410	1.0
http://snomed.info/id/33060004	http://purl.org/sig/ont/fma/fma83143	1.0
http://snomed.info/id/263442003	http://purl.org/sig/ont/fma/fma37626	1.0
http://snomed.info/id/61538008	http://purl.org/sig/ont/fma/fma83840	1.0
http://snomed.info/id/24279008	http://purl.org/sig/ont/fma/fma8707	1.0
http://snomed.info/id/79460007	http://purl.org/sig/ont/fma/fma256176	1.0
http://snomed.info/id/73913000	http://purl.org/sig/ont/fma/fma23914	1.0
http://snomed.info/id/397439002	http://purl.org/sig/ont/fma/fma15396	1.0
http://snomed.info/id/52586000	http://purl.org/sig/ont/fma/fma66316	1.0
http://snomed.info/id/23074001	http://purl.org/sig/ont/fma/fma70505	1.0
http://snomed.info/id/37720009	http://purl.org/sig/ont/fma/fma6228	1.0
http://snomed.info/id/70116008	http://purl.org/sig/ont/fma/fma51892	1.0
http://snomed.info/id/35925009	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/64424004	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/71469005	http://purl.org/sig/ont/fma/fma86188	1.0
http://snomed.info/id/280028008	http://purl.org/sig/ont/fma/fma32821	1.0
http://snomed.info/id/58471003	http://purl.org/sig/ont/fma/fma82472	1.0
http://snomed.info/id/76752008	http://purl.org/sig/ont/fma/fma49443	1.0
http://snomed.info/id/38085006	http://purl.org/sig/ont/fma/fma14065	1.0
http://snomed.info/id/70957002	http://purl.org/sig/ont/fma/fma85353	1.0
http://snomed.info/id/78748003	http://purl.org/sig/ont/fma/fma84357	1.0
http://snomed.info/id/31657003	http://purl.org/sig/ont/fma/fma61138	1.0
http://snomed.info/id/67046006	http://purl.org/sig/ont/fma/fma82472	1.0
http://snomed.info/id/71030005	http://purl.org/sig/ont/fma/fma49589	1.0
http://snomed.info/id/73930003	http://purl.org/sig/ont/fma/fma9619	1.0
http://snomed.info/id/69692000	http://purl.org/sig/ont/fma/fma67611	1.0
http://snomed.info/id/8821006	http://purl.org/sig/ont/fma/fma43901	1.0
http://snomed.info/id/19015001	http://purl.org/sig/ont/fma/fma83465	1.0
http://snomed.info/id/278790007	http://purl.org/sig/ont/fma/fma78573	1.0
http://snomed.info/id/21577005	http://purl.org/sig/ont/fma/fma57807	1.0
http://snomed.info/id/82221002	http://purl.org/sig/ont/fma/fma67165	1.0
http://snomed.info/id/246011001	http://purl.org/sig/ont/fma/fma50185	1.0
http://snomed.info/id/72747001	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/279800004	http://purl.org/sig/ont/fma/fma66170	1.0
http://snomed.info/id/88370006	http://purl.org/sig/ont/fma/fma46012	1.0
http://snomed.info/id/422646002	http://purl.org/sig/ont/fma/fma71906	1.0
http://snomed.info/id/361655004	http://purl.org/sig/ont/fma/fma12536	1.0
http://snomed.info/id/367985004	http://purl.org/sig/ont/fma/fma7577	1.0
http://snomed.info/id/186120009	http://purl.org/sig/ont/fma/fma8755	1.0
http://snomed.info/id/245531000	http://purl.org/sig/ont/fma/fma67135	1.0
http://snomed.info/id/181087006	http://purl.org/sig/ont/fma/fma44793	1.0
http://snomed.info/id/29627003	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/63572008	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/56884009	http://purl.org/sig/ont/fma/fma274520	1.0
http://snomed.info/id/27284009	http://purl.org/sig/ont/fma/fma22966	1.0
http://snomed.info/id/89546000	http://purl.org/sig/ont/fma/fma67135	1.0
http://snomed.info/id/74676009	http://purl.org/sig/ont/fma/fma64989	1.0
http://snomed.info/id/73903008	http://purl.org/sig/ont/fma/fma9914	1.0
http://snomed.info/id/23848006	http://purl.org/sig/ont/fma/fma8716	1.0
http://snomed.info/id/64395006	http://purl.org/sig/ont/fma/fma49688	1.0
http://snomed.info/id/37424004	http://purl.org/sig/ont/fma/fma55588	1.0
http://snomed.info/id/9736006	http://purl.org/sig/ont/fma/fma67135	1.0
http://snomed.info/id/52618001	http://purl.org/sig/ont/fma/fma74629	1.0
http://snomed.info/id/23492003	http://purl.org/sig/ont/fma/fma7146	1.0
http://snomed.info/id/245297003	http://purl.org/sig/ont/fma/fma71817	1.0
http://snomed.info/id/28347008	http://purl.org/sig/ont/fma/fma67135	1.0
http://snomed.info/id/116353002	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/85803001	http://purl.org/sig/ont/fma/fma54241	1.0
http://snomed.info/id/51309008	http://purl.org/sig/ont/fma/fma9152	1.0
http://snomed.info/id/245357003	http://purl.org/sig/ont/fma/fma66193	1.0
http://snomed.info/id/53603007	http://purl.org/sig/ont/fma/fma50723	1.0
http://snomed.info/id/280188009	http://purl.org/sig/ont/fma/fma52610	1.0
http://snomed.info/id/81623005	http://purl.org/sig/ont/fma/fma15860	1.0
http://snomed.info/id/260540009	http://purl.org/sig/ont/fma/fma67135	1.0
http://snomed.info/id/263434004	http://purl.org/sig/ont/fma/fma37580	1.0
http://snomed.info/id/20188000	http://purl.org/sig/ont/fma/fma77959	1.0
http://snomed.info/id/42972002	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/33813008	http://purl.org/sig/ont/fma/fma9150	1.0
http://snomed.info/id/35039007	http://purl.org/sig/ont/fma/fma55672	1.0
http://snomed.info/id/91030001	http://purl.org/sig/ont/fma/fma322264	1.0
http://snomed.info/id/153622002	http://purl.org/sig/ont/fma/fma51728	1.0
http://snomed.info/id/69912002	http://purl.org/sig/ont/fma/fma67745	1.0
http://snomed.info/id/427580000	http://purl.org/sig/ont/fma/fma284641	1.0
http://snomed.info/id/25375006	http://purl.org/sig/ont/fma/fma6188	1.0
http://snomed.info/id/78394002	http://purl.org/sig/ont/fma/fma321458	1.0
http://snomed.info/id/12656001	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/74932000	http://purl.org/sig/ont/fma/fma13194	1.0
http://snomed.info/id/91731005	http://purl.org/sig/ont/fma/fma70399	1.0
http://snomed.info/id/36582005	http://purl.org/sig/ont/fma/fma5905	1.0
http://snomed.info/id/313302006	http://purl.org/sig/ont/fma/fma78562	1.0
http://snomed.info/id/47985009	http://purl.org/sig/ont/fma/fma277610	1.0
http://snomed.info/id/90776001	http://purl.org/sig/ont/fma/fma15396	1.0
http://snomed.info/id/37285002	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/20963009	http://purl.org/sig/ont/fma/fma82472	1.0
http://snomed.info/id/321667001	http://purl.org/sig/ont/fma/fma67135	1.0
http://snomed.info/id/414722000	http://purl.org/sig/ont/fma/fma50080	1.0
http://snomed.info/id/68915008	http://purl.org/sig/ont/fma/fma61213	1.0
http://snomed.info/id/41026000	http://purl.org/sig/ont/fma/fma302155	1.0
http://snomed.info/id/56734009	http://purl.org/sig/ont/fma/fma86140	1.0
http://snomed.info/id/40659005	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/272657006	http://purl.org/sig/ont/fma/fma82482	1.0
http://snomed.info/id/60039004	http://purl.org/sig/ont/fma/fma14502	1.0
http://snomed.info/id/12527008	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/79869003	http://purl.org/sig/ont/fma/fma5910	1.0
http://snomed.info/id/305098004	http://purl.org/sig/ont/fma/fma44125	1.0
http://snomed.info/id/5780004	http://purl.org/sig/ont/fma/fma82472	1.0
http://snomed.info/id/46584009	http://purl.org/sig/ont/fma/fma63814	1.0
http://snomed.info/id/74548007	http://purl.org/sig/ont/fma/fma274528	1.0
http://snomed.info/id/58159000	http://purl.org/sig/ont/fma/fma22859	1.0
http://snomed.info/id/52181001	http://purl.org/sig/ont/fma/fma321023	1.0
http://snomed.info/id/54728004	http://purl.org/sig/ont/fma/fma62466	1.0
http://snomed.info/id/8012006	http://purl.org/sig/ont/fma/fma50031	1.0
http://snomed.info/id/368722007	http://purl.org/sig/ont/fma/fma71493	1.0
http://snomed.info/id/281227003	http://purl.org/sig/ont/fma/fma71786	1.0
http://snomed.info/id/61122006	http://purl.org/sig/ont/fma/fma75735	1.0
http://snomed.info/id/81745001	http://purl.org/sig/ont/fma/fma55672	1.0
http://snomed.info/id/28074003	http://purl.org/sig/ont/fma/fma279764	1.0
http://snomed.info/id/80867000	http://purl.org/sig/ont/fma/fma66193	1.0
http://snomed.info/id/288486003	http://purl.org/sig/ont/fma/fma6028	1.0
http://snomed.info/id/15672000	http://purl.org/sig/ont/fma/fma70505	1.0
http://snomed.info/id/90981002	http://purl.org/sig/ont/fma/fma83465	1.0
http://snomed.info/id/2484000	http://purl.org/sig/ont/fma/fma322264	1.0
http://snomed.info/id/280511002	http://purl.org/sig/ont/fma/fma5910	1.0
http://snomed.info/id/3743007	http://purl.org/sig/ont/fma/fma70345	1.0
http://snomed.info/id/78480002	http://purl.org/sig/ont/fma/fma268161	1.0
http://snomed.info/id/264198001	http://purl.org/sig/ont/fma/fma5866	1.0
http://snomed.info/id/280409008	http://purl.org/sig/ont/fma/fma277749	1.0
http://snomed.info/id/123861005	http://purl.org/sig/ont/fma/fma70779	1.0
http://snomed.info/id/72720006	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/33770006	http://purl.org/sig/ont/fma/fma12771	1.0
http://snomed.info/id/42321004	http://purl.org/sig/ont/fma/fma63814	1.0
http://snomed.info/id/181188003	http://purl.org/sig/ont/fma/fma82472	1.0
http://snomed.info/id/38242008	http://purl.org/sig/ont/fma/fma78590	1.0
http://snomed.info/id/305021001	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/44557006	http://purl.org/sig/ont/fma/fma6797	1.0
http://snomed.info/id/295366003	http://purl.org/sig/ont/fma/fma63814	1.0
http://snomed.info/id/48624009	http://purl.org/sig/ont/fma/fma50031	1.0
http://snomed.info/id/47467005	http://purl.org/sig/ont/fma/fma46335	1.0
http://snomed.info/id/35120000	http://purl.org/sig/ont/fma/fma13290	1.0
http://snomed.info/id/55601007	http://purl.org/sig/ont/fma/fma70506	1.0
http://snomed.info/id/42472007	http://purl.org/sig/ont/fma/fma71817	1.0
http://snomed.info/id/282116006	http://purl.org/sig/ont/fma/fma16615	1.0
http://snomed.info/id/57131003	http://purl.org/sig/ont/fma/fma82472	1.0
http://snomed.info/id/274329007	http://purl.org/sig/ont/fma/fma70484	1.0
http://snomed.info/id/30518006	http://purl.org/sig/ont/fma/fma321023	1.0
http://snomed.info/id/41801008	http://purl.org/sig/ont/fma/fma66464	1.0
http://snomed.info/id/84206009	http://purl.org/sig/ont/fma/fma82485	1.0
http://snomed.info/id/368452000	http://purl.org/sig/ont/fma/fma321446	1.0
http://snomed.info/id/81230007	http://purl.org/sig/ont/fma/fma279764	1.0
http://snomed.info/id/80867000	http://purl.org/sig/ont/fma/fma71817	1.0
http://snomed.info/id/62551000	http://purl.org/sig/ont/fma/fma13894	1.0
http://snomed.info/id/36441008	http://purl.org/sig/ont/fma/fma322265	1.0
http://snomed.info/id/32332001	http://purl.org/sig/ont/fma/fma20570	1.0
http://snomed.info/id/82509000	http://purl.org/sig/ont/fma/fma51244	1.0
http://snomed.info/id/23538004	http://purl.org/sig/ont/fma/fma82485	1.0
http://snomed.info/id/49090002	http://purl.org/sig/ont/fma/fma321458	1.0
http://snomed.info/id/41948009	http://purl.org/sig/ont/fma/fma82472	1.0
http://snomed.info/id/315003	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/38703007	http://purl.org/sig/ont/fma/fma49443	1.0
http://snomed.info/id/6623004	http://purl.org/sig/ont/fma/fma49445	1.0
http://snomed.info/id/66051006	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/368248003	http://purl.org/sig/ont/fma/fma42297	1.0
http://snomed.info/id/45592007	http://purl.org/sig/ont/fma/fma256693	1.0
http://snomed.info/id/48762002	http://purl.org/sig/ont/fma/fma22472	1.0
http://snomed.info/id/67240005	http://purl.org/sig/ont/fma/fma37368	1.0
http://snomed.info/id/245102005	http://purl.org/sig/ont/fma/fma63221	1.0
http://snomed.info/id/18447006	http://purl.org/sig/ont/fma/fma16080	1.0
http://snomed.info/id/314724000	http://purl.org/sig/ont/fma/fma64989	1.0
http://snomed.info/id/12620004	http://purl.org/sig/ont/fma/fma67135	1.0
http://snomed.info/id/181729002	http://purl.org/sig/ont/fma/fma37456	1.0
http://snomed.info/id/20360001	http://purl.org/sig/ont/fma/fma70505	1.0
http://snomed.info/id/78904004	http://purl.org/sig/ont/fma/fma67135	1.0
http://snomed.info/id/33487007	http://purl.org/sig/ont/fma/fma44947	1.0
http://snomed.info/id/34292001	http://purl.org/sig/ont/fma/fma63819	1.0
http://snomed.info/id/244724009	http://purl.org/sig/ont/fma/fma9617	1.0
http://snomed.info/id/369307008	http://purl.org/sig/ont/fma/fma50436	1.0
http://snomed.info/id/67082001	http://purl.org/sig/ont/fma/fma66313	1.0
http://snomed.info/id/33598006	http://purl.org/sig/ont/fma/fma75431	1.0
http://snomed.info/id/244605003	http://purl.org/sig/ont/fma/fma265178	1.0
http://snomed.info/id/43719000	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/6110005	http://purl.org/sig/ont/fma/fma67135	1.0
http://snomed.info/id/76582004	http://purl.org/sig/ont/fma/fma82485	1.0
http://snomed.info/id/279969002	http://purl.org/sig/ont/fma/fma64989	1.0
http://snomed.info/id/245300008	http://purl.org/sig/ont/fma/fma71817	1.0
http://snomed.info/id/2334006	http://purl.org/sig/ont/fma/fma86140	1.0
http://snomed.info/id/102298001	http://purl.org/sig/ont/fma/fma78568	1.0
http://snomed.info/id/32743007	http://purl.org/sig/ont/fma/fma63814	1.0
http://snomed.info/id/3134008	http://purl.org/sig/ont/fma/fma33820	1.0
http://snomed.info/id/86197001	http://purl.org/sig/ont/fma/fma9141	1.0
http://snomed.info/id/71754005	http://purl.org/sig/ont/fma/fma49992	1.0
http://snomed.info/id/17758003	http://purl.org/sig/ont/fma/fma82485	1.0
http://snomed.info/id/263447009	http://purl.org/sig/ont/fma/fma37522	1.0
http://snomed.info/id/32936006	http://purl.org/sig/ont/fma/fma49688	1.0
http://snomed.info/id/46967009	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/54247002	http://purl.org/sig/ont/fma/fma68045	1.0
http://snomed.info/id/78509001	http://purl.org/sig/ont/fma/fma12516	1.0
http://snomed.info/id/29353003	http://purl.org/sig/ont/fma/fma269302	1.0
http://snomed.info/id/263425009	http://purl.org/sig/ont/fma/fma37626	1.0
http://snomed.info/id/65289004	http://purl.org/sig/ont/fma/fma57456	1.0
http://snomed.info/id/30130006	http://purl.org/sig/ont/fma/fma274516	1.0
http://snomed.info/id/246180009	http://purl.org/sig/ont/fma/fma86140	1.0
http://snomed.info/id/28726007	http://purl.org/sig/ont/fma/fma58102	1.0
http://snomed.info/id/72226001	http://purl.org/sig/ont/fma/fma22424	1.0
http://snomed.info/id/699886009	http://purl.org/sig/ont/fma/fma78590	1.0
http://snomed.info/id/66005005	http://purl.org/sig/ont/fma/fma9152	1.0
http://snomed.info/id/88340001	http://purl.org/sig/ont/fma/fma32559	1.0
http://snomed.info/id/26701009	http://purl.org/sig/ont/fma/fma78551	1.0
http://snomed.info/id/245278003	http://purl.org/sig/ont/fma/fma276755	1.0
http://snomed.info/id/72473005	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/71758008	http://purl.org/sig/ont/fma/fma44323	1.0
http://snomed.info/id/12013007	http://purl.org/sig/ont/fma/fma16068	1.0
http://snomed.info/id/51249003	http://purl.org/sig/ont/fma/fma49910	1.0
http://snomed.info/id/280282004	http://purl.org/sig/ont/fma/fma63819	1.0
http://snomed.info/id/113192009	http://purl.org/sig/ont/fma/fma55673	1.0
http://snomed.info/id/20826001	http://purl.org/sig/ont/fma/fma14065	1.0
http://snomed.info/id/263424008	http://purl.org/sig/ont/fma/fma37614	1.0
http://snomed.info/id/17051003	http://purl.org/sig/ont/fma/fma70779	1.0
http://snomed.info/id/62284004	http://purl.org/sig/ont/fma/fma258762	1.0
http://snomed.info/id/55578007	http://purl.org/sig/ont/fma/fma39992	1.0
http://snomed.info/id/26818002	http://purl.org/sig/ont/fma/fma49443	1.0
http://snomed.info/id/30733001	http://purl.org/sig/ont/fma/fma297484	1.0
http://snomed.info/id/302731009	http://purl.org/sig/ont/fma/fma66464	1.0
http://snomed.info/id/56753004	http://purl.org/sig/ont/fma/fma73754	1.0
http://snomed.info/id/272673000	http://purl.org/sig/ont/fma/fma70779	1.0
http://snomed.info/id/20166000	http://purl.org/sig/ont/fma/fma61314	1.0
http://snomed.info/id/28144008	http://purl.org/sig/ont/fma/fma83847	1.0
http://snomed.info/id/77011004	http://purl.org/sig/ont/fma/fma322156	1.0
http://snomed.info/id/277955006	http://purl.org/sig/ont/fma/fma82494	1.0
http://snomed.info/id/54268001	http://purl.org/sig/ont/fma/fma265333	1.0
http://snomed.info/id/66928008	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/69585000	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/367788006	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/27807007	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/305051007	http://purl.org/sig/ont/fma/fma42323	1.0
http://snomed.info/id/368064004	http://purl.org/sig/ont/fma/fma63814	1.0
http://snomed.info/id/16057008	http://purl.org/sig/ont/fma/fma13195	1.0
http://snomed.info/id/83394008	http://purl.org/sig/ont/fma/fma322489	1.0
http://snomed.info/id/6864006	http://purl.org/sig/ont/fma/fma14065	1.0
http://snomed.info/id/246279002	http://purl.org/sig/ont/fma/fma86140	1.0
http://snomed.info/id/56069004	http://purl.org/sig/ont/fma/fma82472	1.0
http://snomed.info/id/368518000	http://purl.org/sig/ont/fma/fma22693	1.0
http://snomed.info/id/68305005	http://purl.org/sig/ont/fma/fma5910	1.0
http://snomed.info/id/2205003	http://purl.org/sig/ont/fma/fma9153	1.0
http://snomed.info/id/80622005	http://purl.org/sig/ont/fma/fma5865	1.0
http://snomed.info/id/90411004	http://purl.org/sig/ont/fma/fma49445	1.0
http://snomed.info/id/863902006	http://purl.org/sig/ont/fma/fma55812	1.0
http://snomed.info/id/76015000	http://purl.org/sig/ont/fma/fma70433	1.0
http://snomed.info/id/788302008	http://purl.org/sig/ont/fma/fma52999	1.0
http://snomed.info/id/35538005	http://purl.org/sig/ont/fma/fma14065	1.0
http://snomed.info/id/279255008	http://purl.org/sig/ont/fma/fma82472	1.0
http://snomed.info/id/84694005	http://purl.org/sig/ont/fma/fma67396	1.0
http://snomed.info/id/295569009	http://purl.org/sig/ont/fma/fma63814	1.0
http://snomed.info/id/18402005	http://purl.org/sig/ont/fma/fma64990	1.0
http://snomed.info/id/37609000	http://purl.org/sig/ont/fma/fma52610	1.0
http://snomed.info/id/8820007	http://purl.org/sig/ont/fma/fma9152	1.0
http://snomed.info/id/153016005	http://purl.org/sig/ont/fma/fma50883	1.0
http://snomed.info/id/25990002	http://purl.org/sig/ont/fma/fma86140	1.0
http://snomed.info/id/245124005	http://purl.org/sig/ont/fma/fma322795	1.0
http://snomed.info/id/711192008	http://purl.org/sig/ont/fma/fma34624	1.0
http://snomed.info/id/26691007	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/46971007	http://purl.org/sig/ont/fma/fma33814	1.0
http://snomed.info/id/19177003	http://purl.org/sig/ont/fma/fma44210	1.0
http://snomed.info/id/28190000	http://purl.org/sig/ont/fma/fma64922	1.0
http://snomed.info/id/12192001	http://purl.org/sig/ont/fma/fma25624	1.0
http://snomed.info/id/32610002	http://purl.org/sig/ont/fma/fma83840	1.0
http://snomed.info/id/87463005	http://purl.org/sig/ont/fma/fma83865	1.0
http://snomed.info/id/34133003	http://purl.org/sig/ont/fma/fma30320	1.0
http://snomed.info/id/38671000	http://purl.org/sig/ont/fma/fma60120	1.0
http://snomed.info/id/29836001	http://purl.org/sig/ont/fma/fma24960	1.0
http://snomed.info/id/894095000	http://purl.org/sig/ont/fma/fma82472	1.0
http://snomed.info/id/48462001	http://purl.org/sig/ont/fma/fma50982	1.0
http://snomed.info/id/72868005	http://purl.org/sig/ont/fma/fma63637	1.0
http://snomed.info/id/244083007	http://purl.org/sig/ont/fma/fma59345	1.0
http://snomed.info/id/38108009	http://purl.org/sig/ont/fma/fma64990	1.0
http://snomed.info/id/31486005	http://purl.org/sig/ont/fma/fma38491	1.0
http://snomed.info/id/245056000	http://purl.org/sig/ont/fma/fma318738	1.0
http://snomed.info/id/22675007	http://purl.org/sig/ont/fma/fma78562	1.0
http://snomed.info/id/280191009	http://purl.org/sig/ont/fma/fma53418	1.0
http://snomed.info/id/13348000	http://purl.org/sig/ont/fma/fma67619	1.0
http://snomed.info/id/55026002	http://purl.org/sig/ont/fma/fma67135	1.0
