head;tail;relation
Primary plasmacytoma of the bone;clinical subtype;broadMatch
Extramedullary soft tissue plasmacytoma;clinical subtype;broadMatch
Mu-heavy chain disease;clinical subtype;broadMatch
Mu-heavy chain disease;mu-HCD;exactMatch
Alpha-heavy chain disease;clinical subtype;broadMatch
Alpha-heavy chain disease;Alpha-HCD;exactMatch
Alpha-heavy chain disease;IPSID;exactMatch
Alpha-heavy chain disease;Immunoproliferative small intestinal disease;exactMatch
Alpha-heavy chain disease;Mediterranean lymphoma;exactMatch
Gamma-heavy chain disease;clinical subtype;broadMatch
Gamma-heavy chain disease;Franklin disease;exactMatch
Gamma-heavy chain disease;Gamma-HCD;exactMatch
Hypoplastic amelogenesis imperfecta;clinical subtype;broadMatch
Hypoplastic amelogenesis imperfecta;Amelogenesis imperfecta type 1;exactMatch
Hypocalcified amelogenesis imperfecta;clinical subtype;broadMatch
Hypocalcified amelogenesis imperfecta;Amelogenesis imperfecta type 3;exactMatch
Hypomaturation amelogenesis imperfecta;clinical subtype;broadMatch
Hypomaturation amelogenesis imperfecta;Amelogenesis imperfecta type 2;exactMatch
Hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism;clinical subtype;broadMatch
Hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism;Amelogenesis imperfecta type 4;exactMatch
Solitary necrotic nodule of the liver;disease;broadMatch
Solitary necrotic nodule of the liver;Hepatic solitary necrotic nodule;exactMatch
Autosomal dominant intermediate Charcot-Marie-Tooth disease type A;disease;broadMatch
Autosomal dominant intermediate Charcot-Marie-Tooth disease type A;CMTDIA;exactMatch
Autosomal dominant intermediate Charcot-Marie-Tooth disease type B;disease;broadMatch
Autosomal dominant intermediate Charcot-Marie-Tooth disease type B;CMTDIB;exactMatch
Autosomal dominant intermediate Charcot-Marie-Tooth disease type C;disease;broadMatch
Autosomal dominant intermediate Charcot-Marie-Tooth disease type C;CMTDIC;exactMatch
Autosomal dominant intermediate Charcot-Marie-Tooth disease type D;disease;broadMatch
Autosomal dominant intermediate Charcot-Marie-Tooth disease type D;CMTDID;exactMatch
Esophageal duplication cyst;morphological anomaly;broadMatch
Tubular duplication of the esophagus;morphological anomaly;broadMatch
Primary interstitial lung disease specific to childhood due to pulmonary surfactant protein anomalies;Primary interstitial lung disease specific to childhood due to alveolar structure disorder;broadMatch
Primary interstitial lung disease specific to childhood due to pulmonary surfactant protein anomalies;Genetic interstitial lung disease;broadMatch
Primary interstitial lung disease specific to childhood due to pulmonary surfactant protein anomalies;group of disorders;broadMatch
Primary interstitial lung disease specific to childhood due to pulmonary surfactant protein anomalies;Primary ILD specific to childhood due to pulmonary surfactant protein anomalies;exactMatch
Hereditary angioedema type 1;etiological subtype;broadMatch
Hereditary angioedema type 1;HAE 1;exactMatch
Hereditary angioedema type 1;HAE-I;exactMatch
Hereditary angioedema type 1;Hereditary angioneurotic edema type 1;exactMatch
Hereditary angioedema type 2;etiological subtype;broadMatch
Hereditary angioedema type 2;HAE 2;exactMatch
Hereditary angioedema type 2;HAE-II;exactMatch
Hereditary angioedema type 2;Hereditary angioneurotic edema type 2;exactMatch
F12-related hereditary angioedema with normal C1Inh;clinical subtype;broadMatch
F12-related hereditary angioedema with normal C1Inh;F12-related HAE with normal C1 inhibitor;exactMatch
F12-related hereditary angioedema with normal C1Inh;HAE 3;exactMatch
F12-related hereditary angioedema with normal C1Inh;HAE-III;exactMatch
F12-related hereditary angioedema with normal C1Inh;Hereditary angioedema type 3;exactMatch
F12-related hereditary angioedema with normal C1Inh;Hereditary angioneurotic edema type 3;exactMatch
F12-related hereditary angioedema with normal C1Inh;Inherited estrogen-associated angioedema;exactMatch
F12-related hereditary angioedema with normal C1Inh;Inherited estrogen-associated angioneurotic edema;exactMatch
F12-related hereditary angioedema with normal C1Inh;Inherited estrogen-dependent angioedema;exactMatch
F12-related hereditary angioedema with normal C1Inh;Inherited estrogen-dependent angioneurotic edema;exactMatch
Acquired angioedema type 2;clinical subtype;broadMatch
Acquired angioedema type 2;AAE 2;exactMatch
Acquired angioedema type 2;AAE II;exactMatch
Acquired angioedema type 2;Acquired angioneurotic edema type 2;exactMatch
Acquired angioedema type 1;clinical subtype;broadMatch
Acquired angioedema type 1;Acquired angioneurotic edema type 1;exactMatch
Renin-angiotensin-aldosterone system-blocker-induced angioedema;disease;broadMatch
Renin-angiotensin-aldosterone system-blocker-induced angioedema;ACE inhibitor-related acquired angioedema;exactMatch
Renin-angiotensin-aldosterone system-blocker-induced angioedema;ACEI-related acquired angioedema;exactMatch
Renin-angiotensin-aldosterone system-blocker-induced angioedema;Acquired angioedema with normal C1 inhibitor;exactMatch
Renin-angiotensin-aldosterone system-blocker-induced angioedema;Acquired angioedema with normal C1INH;exactMatch
Renin-angiotensin-aldosterone system-blocker-induced angioedema;RAAS-blocker-induced angioedema;exactMatch
Renin-angiotensin-aldosterone system-blocker-induced angioedema;RAAS-blocker-induced angioneurotic edema;exactMatch
Renin-angiotensin-aldosterone system-blocker-induced angioedema;RAE;exactMatch
Renin-angiotensin-aldosterone system-blocker-induced angioedema;Renin-angiotensin-aldosterone system-blocker-induced angioneurotic edema;exactMatch
Waterhouse-Friderichsen syndrome;clinical subtype;broadMatch
Semantic dementia;disease;broadMatch
Semantic dementia;Semantic primary progressive aphasia;exactMatch
Semantic dementia;Semantic variant PPA;exactMatch
Progressive non-fluent aphasia;disease;broadMatch
Progressive non-fluent aphasia;Agramatic variant of PPA;exactMatch
Progressive non-fluent aphasia;Agramatic variant of primary progressive aphasia;exactMatch
Progressive non-fluent aphasia;Non-fluent variant PPA;exactMatch
Mosaic trisomy 3;malformation syndrome;broadMatch
Mosaic trisomy 3;Mosaic trisomy chromosome 3;exactMatch
Mosaic trisomy 3;Trisomy 3 mosaicism;exactMatch
Neurogenic thoracic outlet syndrome;clinical subtype;broadMatch
Neurogenic thoracic outlet syndrome;NTOS;exactMatch
Neurogenic thoracic outlet syndrome;Neurogenic TOS;exactMatch
Neurogenic thoracic outlet syndrome;Neurogenic cervical rib syndrome;exactMatch
Neurogenic thoracic outlet syndrome;Neurogenic costoclavicular syndrome;exactMatch
Neurogenic thoracic outlet syndrome;Neurogenic thoracic outlet compression syndrome;exactMatch
Neuroendocrine tumor of stomach;disease;broadMatch
Neuroendocrine tumor of stomach;GNET;exactMatch
Neuroendocrine tumor of stomach;Gastric NET;exactMatch
Neuroendocrine tumor of stomach;Gastric neuroendocrine tumor;exactMatch
Neuroendocrine tumor of stomach;NET of stomach;exactMatch
Duodenal neuroendocrine tumor;group of disorders;broadMatch
Duodenal neuroendocrine tumor;Neuroendocrine tumor of the small intestine;broadMatch
Jejunal neuroendocrine tumor;group of disorders;broadMatch
Jejunal neuroendocrine tumor;Neuroendocrine tumor of the small intestine;broadMatch
Jejunal neuroendocrine tumor;Jejunal neuroendocrine neoplasm;exactMatch
Ileal neuroendocrine tumor;disease;broadMatch
Ileal neuroendocrine tumor;Ileal neuroendocrine neoplasm;exactMatch
Neuroendocrine neoplasm of appendix;disease;broadMatch
Neuroendocrine neoplasm of appendix;Appendiceal NEN;exactMatch
Neuroendocrine neoplasm of appendix;Appendiceal neuroendocrine neoplasm;exactMatch
Neuroendocrine neoplasm of appendix;NEN of appendix;exactMatch
Neuroendocrine tumor of the colon;disease;broadMatch
Neuroendocrine tumor of the colon;Colonic NET;exactMatch
Neuroendocrine tumor of the colon;NET of the colon;exactMatch
Neuroendocrine tumor of the colon;Neuroendocrine neoplasm of the colon;exactMatch
Neuroendocrine tumor of the rectum;disease;broadMatch
Neuroendocrine tumor of the rectum;NET of the rectum;exactMatch
Neuroendocrine tumor of the rectum;Rectal NET;exactMatch
Neuroendocrine tumor of the rectum;Rectal neuroendocrine tumor;exactMatch
Neuroendocrine tumor of anal canal;disease;broadMatch
Neuroendocrine tumor of anal canal;NET of anal canal;exactMatch
Laryngeal neuroendocrine tumor;disease;broadMatch
Middle ear neuroendocrine tumor;disease;broadMatch
Primary hepatic neuroendocrine carcinoma;disease;broadMatch
Gallbladder neuroendocrine tumor;disease;broadMatch
Thyroid tumor;Rare thyroid disease;broadMatch
Thyroid tumor;Tumor of endocrine glands;broadMatch
Thyroid tumor;group of disorders;broadMatch
Thyroid carcinoma;Thyroid tumor;broadMatch
Thyroid carcinoma;group of disorders;broadMatch
Rare parathyroid tumor;Tumor of endocrine glands;broadMatch
Rare parathyroid tumor;group of disorders;broadMatch
Rare parathyroid tumor;Rare parathyroid disease and phosphocalcic metabolism anomaly;broadMatch
Adrenal/paraganglial tumor;Rare adrenal disease;broadMatch
Adrenal/paraganglial tumor;Tumor of endocrine glands;broadMatch
Adrenal/paraganglial tumor;group of disorders;broadMatch
Gastroenteropancreatic neuroendocrine neoplasm;group of disorders;broadMatch
Gastroenteropancreatic neuroendocrine neoplasm;Neuroendocrine neoplasm;broadMatch
Gastroenteropancreatic neuroendocrine neoplasm;GEP-NEN;exactMatch
Carcinoid syndrome;clinical syndrome;broadMatch
Carcinoid syndrome;Malignant carcinoid syndrome;exactMatch
Multiple polyglandular tumor;Polyendocrinopathy;broadMatch
Multiple polyglandular tumor;Tumor of endocrine glands;broadMatch
Multiple polyglandular tumor;Genetic polyendocrinopathy;broadMatch
Multiple polyglandular tumor;Genetic neuroendocrine tumor;broadMatch
Multiple polyglandular tumor;group of disorders;broadMatch
2q37 microdeletion syndrome;malformation syndrome;broadMatch
2q37 microdeletion syndrome;Albright hereditary osteodystrophy type 3;exactMatch
2q37 microdeletion syndrome;Albright hereditary osteodystrophy-like syndrome;exactMatch
2q37 microdeletion syndrome;Brachydactyly-intellectual disability syndrome;exactMatch
2q37 microdeletion syndrome;Del(2)(q37);exactMatch
2q37 microdeletion syndrome;Deletion 2q37;exactMatch
2q37 microdeletion syndrome;Monosomy 2q37qter;exactMatch
Thymic tumor;group of disorders;broadMatch
Thymic tumor;Rare tumor;broadMatch
Neuroendocrine tumor with other location;group of disorders;broadMatch
Neuroendocrine tumor with other location;Neuroendocrine neoplasm;broadMatch
Scalp defects-postaxial polydactyly syndrome;malformation syndrome;broadMatch
Alopecia-contractures-dwarfism-intellectual disability syndrome;malformation syndrome;broadMatch
Alopecia-contractures-dwarfism-intellectual disability syndrome;ACD-intellectual disability syndrome;exactMatch
Alopecia antibody deficiency;disease;broadMatch
Alopecia antibody deficiency;Ipp-Gelfand syndrome;exactMatch
Alopecia-epilepsy-pyorrhea-intellectual disability syndrome;disease;broadMatch
Alopecia-epilepsy-pyorrhea-intellectual disability syndrome;Shokeir syndrome;exactMatch
Porphyria due to ALA dehydratase deficiency;disease;broadMatch
Porphyria due to ALA dehydratase deficiency;ALAD porphyria;exactMatch
Porphyria due to ALA dehydratase deficiency;Porphyria due to ALAD deficiency;exactMatch
Porphyria due to ALA dehydratase deficiency;Porphyria due to delta-aminolevulinate dehydratase deficiency;exactMatch
Porphyria due to ALA dehydratase deficiency;Porphyria of Doss;exactMatch
FRAXE intellectual disability;disease;broadMatch
FRAXE intellectual disability;Intellectual disability associated with fragile site FRAXE;exactMatch
FRAXF syndrome;disease;broadMatch
Bathing suit ichthyosis;disease;broadMatch
Bathing suit ichthyosis;BSI;exactMatch
Cloverleaf skull-asphyxiating thoracic dysplasia syndrome;malformation syndrome;broadMatch
Cloverleaf skull-asphyxiating thoracic dysplasia syndrome;Benallegue-Lacete syndrome;exactMatch
Autosomal dominant complex spastic paraplegia;Complex hereditary spastic paraplegia;broadMatch
Autosomal dominant complex spastic paraplegia;group of disorders;broadMatch
Autosomal dominant complex spastic paraplegia;Autosomal dominant complex HSP;exactMatch
Autosomal dominant complex spastic paraplegia;Autosomal dominant complex SPG;exactMatch
Autosomal dominant complex spastic paraplegia;Autosomal dominant complicated HSP;exactMatch
Autosomal dominant complex spastic paraplegia;Autosomal dominant complicated SPG;exactMatch
Autosomal dominant complex spastic paraplegia;Autosomal dominant complicated spastic paraplegia;exactMatch
Autosomal dominant pure spastic paraplegia;Pure hereditary spastic paraplegia;broadMatch
Autosomal dominant pure spastic paraplegia;group of disorders;broadMatch
Autosomal dominant pure spastic paraplegia;Autosomal dominant pure HSP;exactMatch
Autosomal dominant pure spastic paraplegia;Autosomal dominant pure SPG;exactMatch
Autosomal dominant pure spastic paraplegia;Autosomal dominant uncomplicated HSP;exactMatch
Autosomal dominant pure spastic paraplegia;Autosomal dominant uncomplicated SPG;exactMatch
Autosomal dominant pure spastic paraplegia;Autosomal dominant uncomplicated spastic paraplegia;exactMatch
Autosomal recessive complex spastic paraplegia;Complex hereditary spastic paraplegia;broadMatch
Autosomal recessive complex spastic paraplegia;group of disorders;broadMatch
Autosomal recessive complex spastic paraplegia;Autosomal recessive complex HSP;exactMatch
Autosomal recessive complex spastic paraplegia;Autosomal recessive complex SPG;exactMatch
Autosomal recessive complex spastic paraplegia;Autosomal recessive complicated HSP;exactMatch
Autosomal recessive complex spastic paraplegia;Autosomal recessive complicated SPG;exactMatch
Autosomal recessive complex spastic paraplegia;Autosomal recessive complicated spastic paraplegia;exactMatch
Autosomal recessive pure spastic paraplegia;Pure hereditary spastic paraplegia;broadMatch
Autosomal recessive pure spastic paraplegia;group of disorders;broadMatch
Autosomal recessive pure spastic paraplegia;Autosomal recessive pure HSP;exactMatch
Autosomal recessive pure spastic paraplegia;Autosomal recessive pure SPG;exactMatch
Autosomal recessive pure spastic paraplegia;Autosomal recessive uncomplicated HSP;exactMatch
Autosomal recessive pure spastic paraplegia;Autosomal recessive uncomplicated SPG;exactMatch
Autosomal recessive pure spastic paraplegia;Autosomal recessive uncomplicated spastic paraplegia;exactMatch
Autosomal dominant spastic paraplegia type 3;disease;broadMatch
Autosomal dominant spastic paraplegia type 3;Strümpell disease;exactMatch
Autosomal dominant spastic paraplegia type 4;disease;broadMatch
Autosomal dominant spastic paraplegia type 4;SPG4;exactMatch
Autosomal recessive spastic paraplegia type 5A;disease;broadMatch
Autosomal recessive spastic paraplegia type 5A;SPG5A;exactMatch
Autosomal dominant spastic paraplegia type 6;disease;broadMatch
Autosomal dominant spastic paraplegia type 6;SPG6;exactMatch
Autosomal dominant spastic paraplegia type 8;disease;broadMatch
Autosomal dominant spastic paraplegia type 8;SPG8;exactMatch
Autosomal dominant spastic paraplegia type 10;disease;broadMatch
Autosomal dominant spastic paraplegia type 10;SPG10;exactMatch
Autosomal dominant spastic paraplegia type 12;disease;broadMatch
Autosomal dominant spastic paraplegia type 12;SPG12;exactMatch
Autosomal dominant spastic paraplegia type 13;disease;broadMatch
Autosomal dominant spastic paraplegia type 13;SPG13;exactMatch
Autosomal recessive spastic paraplegia type 14;disease;broadMatch
Autosomal recessive spastic paraplegia type 14;SPG14;exactMatch
Autosomal recessive spastic paraplegia type 15;disease;broadMatch
Autosomal recessive spastic paraplegia type 15;Hereditary spastic paraparesis type 15;exactMatch
Autosomal recessive spastic paraplegia type 15;Kjellin syndrome;exactMatch
Autosomal recessive spastic paraplegia type 15;SPG15;exactMatch
Autosomal recessive spastic paraplegia type 15;Spastic paraplegia-retinal degeneration syndrome;exactMatch
X-linked spastic paraplegia type 16;disease;broadMatch
X-linked spastic paraplegia type 16;SPG16;exactMatch
Autosomal dominant spastic paraplegia type 17;disease;broadMatch
Autosomal dominant spastic paraplegia type 17;SPG17;exactMatch
Autosomal dominant spastic paraplegia type 17;Silver syndrome;exactMatch
Autosomal dominant spastic paraplegia type 17;Spastic paraplegia-amyotrophy of hands and feet;exactMatch
Autosomal dominant spastic paraplegia type 19;disease;broadMatch
Autosomal dominant spastic paraplegia type 19;SPG19;exactMatch
Dentatorubral pallidoluysian atrophy;disease;broadMatch
Dentatorubral pallidoluysian atrophy;DRPLA;exactMatch
Dentatorubral pallidoluysian atrophy;Dentatorubropallidoluysian atrophy;exactMatch
Dentatorubral pallidoluysian atrophy;Naito-Oyanagi disease;exactMatch
Autosomal dominant palmoplantar keratoderma and congenital alopecia;disease;broadMatch
Autosomal dominant palmoplantar keratoderma and congenital alopecia;Autosomal dominant palmoplantar hyperkeratosis and congenital alopecia;exactMatch
Autosomal dominant palmoplantar keratoderma and congenital alopecia;PPK-CA, Stevanovic type;exactMatch
Autosomal dominant palmoplantar keratoderma and congenital alopecia;Palmoplantar keratoderma and congenital alopecia, Stevanovic type;exactMatch
Autosomal recessive spastic paraplegia type 20;disease;broadMatch
Autosomal recessive spastic paraplegia type 20;Childhood-onset spastic paraparesis-distal muscle wasting syndrome;exactMatch
Autosomal recessive spastic paraplegia type 20;SPG20;exactMatch
Autosomal recessive spastic paraplegia type 20;Troyer syndrome;exactMatch
Autosomal recessive spastic paraplegia type 21;disease;broadMatch
Autosomal recessive spastic paraplegia type 21;Mast syndrome;exactMatch
Autosomal recessive spastic paraplegia type 21;SPG21;exactMatch
Autosomal recessive spastic paraplegia type 23;disease;broadMatch
Autosomal recessive spastic paraplegia type 23;Lison syndrome;exactMatch
Autosomal recessive spastic paraplegia type 23;SPG23;exactMatch
Autosomal recessive spastic paraplegia type 23;Spastic paraparesis-vitiligo-premature graying-characteristic facies syndrome;exactMatch
Autosomal recessive spastic paraplegia type 24;disease;broadMatch
Autosomal recessive spastic paraplegia type 24;SPG24;exactMatch
Autosomal recessive spastic paraplegia type 25;disease;broadMatch
Autosomal recessive spastic paraplegia type 25;Autosomal recessive spastic paraplegia-disc herniation syndrome;exactMatch
Autosomal recessive spastic paraplegia type 25;SPG25;exactMatch
Autosomal recessive spastic paraplegia type 26;disease;broadMatch
Autosomal recessive spastic paraplegia type 26;GM2 synthase deficiency;exactMatch
Autosomal recessive spastic paraplegia type 26;SPG26;exactMatch
Autosomal recessive spastic paraplegia type 27;disease;broadMatch
Autosomal recessive spastic paraplegia type 27;SPG27;exactMatch
Autosomal recessive spastic paraplegia type 28;disease;broadMatch
Autosomal recessive spastic paraplegia type 28;SPG28;exactMatch
Autosomal dominant spastic paraplegia type 29;disease;broadMatch
Autosomal dominant spastic paraplegia type 29;SPG29;exactMatch
Autosomal spastic paraplegia type 30;disease;broadMatch
Autosomal spastic paraplegia type 30;SPG30;exactMatch
Autosomal dominant spastic paraplegia type 31;disease;broadMatch
Autosomal dominant spastic paraplegia type 31;SPG31;exactMatch
Cleft hard palate;morphological anomaly;broadMatch
Transaldolase deficiency;disease;broadMatch
Transaldolase deficiency;TALDO deficiency;exactMatch
Sub-cortical nodular heterotopia;clinical subtype;broadMatch
Subependymal nodular heterotopia;clinical subtype;broadMatch
Female restricted epilepsy with intellectual disability;disease;broadMatch
Female restricted epilepsy with intellectual disability;EFMR;exactMatch
Female restricted epilepsy with intellectual disability;Juberg-Hellman syndrome;exactMatch
Familial hypofibrinogenemia;clinical subtype;broadMatch
Congenital aortic valve dysplasia;clinical subtype;broadMatch
Autosomal dominant epilepsy with auditory features;disease;broadMatch
Autosomal dominant epilepsy with auditory features;ADEAF;exactMatch
Autosomal dominant epilepsy with auditory features;ADLTE;exactMatch
Autosomal dominant epilepsy with auditory features;ADPEAF;exactMatch
Autosomal dominant epilepsy with auditory features;Autosomal dominant lateral temporal lobe epilepsy;exactMatch
Autosomal dominant epilepsy with auditory features;Partial epilepsy with auditory aura;exactMatch
Autosomal dominant epilepsy with auditory features;Partial epilepsy with auditory features;exactMatch
Familial hypocalciuric hypercalcemia type 2;etiological subtype;broadMatch
Familial hypocalciuric hypercalcemia type 2;FHH type 2;exactMatch
Familial hypocalciuric hypercalcemia type 3;etiological subtype;broadMatch
Familial hypocalciuric hypercalcemia type 3;FHH type 3;exactMatch
Situs inversus totalis;morphological anomaly;broadMatch
Situs inversus totalis;Complete situs inversus;exactMatch
Situs inversus totalis;Complete situs inversus viscerum;exactMatch
Situs inversus totalis;Situs inversus;exactMatch
Congenital stromal corneal dystrophy;disease;broadMatch
Congenital stromal corneal dystrophy;CSCD;exactMatch
Congenital stromal corneal dystrophy;Congenital hereditary stromal dystrophy;exactMatch
Congenital stromal corneal dystrophy;Witschel dystrophy;exactMatch
Bilateral frontoparietal polymicrogyria;clinical subtype;broadMatch
Unilateral hemispheric polymicrogyria;clinical subtype;broadMatch
X-linked Charcot-Marie-Tooth disease type 1;disease;broadMatch
X-linked Charcot-Marie-Tooth disease type 1;CMT1X;exactMatch
X-linked Charcot-Marie-Tooth disease type 1;CMTX1;exactMatch
X-linked Charcot-Marie-Tooth disease type 2;disease;broadMatch
X-linked Charcot-Marie-Tooth disease type 2;CMTX2;exactMatch
X-linked Charcot-Marie-Tooth disease type 3;disease;broadMatch
X-linked Charcot-Marie-Tooth disease type 3;CMT3X;exactMatch
X-linked Charcot-Marie-Tooth disease type 3;CMTX3;exactMatch
X-linked Charcot-Marie-Tooth disease type 4;disease;broadMatch
X-linked Charcot-Marie-Tooth disease type 4;CMT4X;exactMatch
X-linked Charcot-Marie-Tooth disease type 4;CMTX4;exactMatch
X-linked Charcot-Marie-Tooth disease type 4;Cowchock syndrome;exactMatch
Charcot-Marie-Tooth disease type 1A;disease;broadMatch
Charcot-Marie-Tooth disease type 1A;CMT1A;exactMatch
Charcot-Marie-Tooth disease type 1A;Microduplication 17p12;exactMatch
Charcot-Marie-Tooth disease type 1B;disease;broadMatch
Charcot-Marie-Tooth disease type 1B;CMT1B;exactMatch
Charcot-Marie-Tooth disease type 1C;disease;broadMatch
Charcot-Marie-Tooth disease type 1C;CMT1C;exactMatch
Charcot-Marie-Tooth disease type 1D;disease;broadMatch
Charcot-Marie-Tooth disease type 1D;CMT1D;exactMatch
Charcot-Marie-Tooth disease type 1F;disease;broadMatch
Charcot-Marie-Tooth disease type 1F;CMT1F;exactMatch
X-linked hyper-IgM syndrome;clinical subtype;broadMatch
X-linked hyper-IgM syndrome;HIGM1;exactMatch
X-linked hyper-IgM syndrome;Hyper-IgM syndrome due to CD40 ligand deficiency;exactMatch
X-linked hyper-IgM syndrome;Hyper-IgM syndrome due to CD40L deficiency;exactMatch
X-linked hyper-IgM syndrome;Hyper-IgM syndrome type 1;exactMatch
X-linked hyper-IgM syndrome;XHIGM;exactMatch
Hyper-IgM syndrome type 2;clinical subtype;broadMatch
Hyper-IgM syndrome type 2;AID deficiency;exactMatch
Hyper-IgM syndrome type 2;Activation-induced cytidine deaminase deficiency;exactMatch
Hyper-IgM syndrome type 2;HIGM2;exactMatch
Hyper-IgM syndrome type 3;clinical subtype;broadMatch
Hyper-IgM syndrome type 3;HIGM3;exactMatch
Hyper-IgM syndrome type 3;Hyper-IgM syndrome due to CD40 deficiency;exactMatch
Hyper-IgM syndrome type 4;clinical subtype;broadMatch
Hyper-IgM syndrome type 4;HIGM4;exactMatch
Hyper-IgM syndrome type 5;clinical subtype;broadMatch
Hyper-IgM syndrome type 5;HIGM5;exactMatch
Hyper-IgM syndrome type 5;Hyper-IgM syndrome due to UNG deficiency;exactMatch
Hyper-IgM syndrome type 5;Hyper-IgM syndrome due to uracil N-glycosylase;exactMatch
Aregenerative anemia;disease;broadMatch
Autosomal recessive Charcot-Marie-Tooth disease with hoarseness;disease;broadMatch
Autosomal recessive Charcot-Marie-Tooth disease with hoarseness;ARCMT2K;exactMatch
Autosomal recessive Charcot-Marie-Tooth disease with hoarseness;Autosomal recessive axonal CMT4C4;exactMatch
Autosomal recessive Charcot-Marie-Tooth disease with hoarseness;Autosomal recessive axonal Charcot-Marie-Tooth disease type 2K;exactMatch
Charcot-Marie-Tooth disease type 2B2;disease;broadMatch
Charcot-Marie-Tooth disease type 2B2;AR-CMT2B2;exactMatch
Charcot-Marie-Tooth disease type 2B2;Autosomal recessive axonal CMT4C3;exactMatch
Charcot-Marie-Tooth disease type 2B2;Autosomal recessive axonal Charcot-Marie-Tooth disease type 2B2;exactMatch
Charcot-Marie-Tooth disease type 2H;disease;broadMatch
Charcot-Marie-Tooth disease type 2H;AR-CMT2C;exactMatch
Charcot-Marie-Tooth disease type 2H;Autosomal recessive axonal CMT4C2;exactMatch
Charcot-Marie-Tooth disease type 2H;Axonal Charcot-Marie-Tooth disease with pyramidal involvement;exactMatch
Charcot-Marie-Tooth disease type 2H;CMT2H;exactMatch
Marin-Amat syndrome;clinical subtype;broadMatch
Spinocerebellar ataxia type 23;disease;broadMatch
Spinocerebellar ataxia type 23;SCA23;exactMatch
Spinocerebellar ataxia type 28;disease;broadMatch
Spinocerebellar ataxia type 28;SCA28;exactMatch
Spinocerebellar ataxia type 20;disease;broadMatch
Spinocerebellar ataxia type 20;SCA20;exactMatch
Spinocerebellar ataxia type 25;disease;broadMatch
Spinocerebellar ataxia type 25;SCA25;exactMatch
Spinocerebellar ataxia type 26;disease;broadMatch
Spinocerebellar ataxia type 26;SCA26;exactMatch
Autosomal recessive dopa-responsive dystonia;disease;broadMatch
Autosomal recessive dopa-responsive dystonia;Autosomal recessive Segawa syndrome;exactMatch
Autosomal recessive dopa-responsive dystonia;DYT5b;exactMatch
Autosomal recessive dopa-responsive dystonia;Tyrosine hydroxylase deficiency;exactMatch
Autosomal recessive dopa-responsive dystonia;Tyrosine hydroxylase-deficient dopa-responsive dystonia;exactMatch
Pulmonary valve agenesis-tetralogy of Fallot-absence of ductus arteriosus syndrome;malformation syndrome;broadMatch
Pulmonary valve agenesis-tetralogy of Fallot-absence of ductus arteriosus syndrome;APV/ADA, Fallot type;exactMatch
Pulmonary valve agenesis-tetralogy of Fallot-absence of ductus arteriosus syndrome;Absence of pulmonary valve-Fallot tetralogy-absence of ductus arteriosus syndrome;exactMatch
Pulmonary valve agenesis-tetralogy of Fallot-absence of ductus arteriosus syndrome;PVA/ADA, Fallot type;exactMatch
Porphyria cutanea tarda;disease;broadMatch
Porphyria cutanea tarda;PCT;exactMatch
African tick typhus;disease;broadMatch
Familial isolated congenital asplenia;morphological anomaly;broadMatch
Alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome;disease;broadMatch
