head;tail;relation
Alpha-thymosin (substance);Thymosin (substance);broadMatch
Betacarotene (substance);Beta-carotene;exactMatch
Betacarotene (substance);Provitamin A;exactMatch
Vitamin B and vitamin B derivative (substance);Water-soluble vitamin (substance);broadMatch
Phenylmercuric nitrate (substance);Organomercury compound and organomercury compound derivative (substance);broadMatch
Zinc insulin (substance);Insulin (substance);broadMatch
Clobenoside (substance);Glycoside (substance);broadMatch
Phosphide compound (substance);Phosphorus compound (substance);broadMatch
Xanthinol (substance);Xantinol;exactMatch
Vaccine product containing only live attenuated Human poliovirus serotypes 1 and 3 antigens in oral dose form (medicinal product form);Live attenuated poliovirus serotypes 1 and 3 vaccine in oral dose form;exactMatch
Monuron (substance);Herbicide (substance);broadMatch
Substance with estrogen receptor agonist mechanism of action (substance);Estrogen;exactMatch
Estriol and estriol derivative (substance);Estrane (substance);broadMatch
Estrone and estrone derivative (substance);Estrane (substance);broadMatch
Thyrotropin releasing factor (substance);TRF;exactMatch
Thyrotropin releasing factor (substance);TRH;exactMatch
Thyrotropin releasing factor (substance);TRH - Thyrotrophin releasing hormone;exactMatch
Thyrotropin releasing factor (substance);Thyrotrophin releasing hormone;exactMatch
Thyrotropin releasing factor (substance);Thyrotropin releasing hormone;exactMatch
Selective progesterone receptor modulator (disposition);Disposition (disposition);broadMatch
Substance (substance);Substances;exactMatch
Injury of musculoskeletal system (disorder);Musculoskeletal injury;exactMatch
Disease caused by superfamily Metastrongyloidea (disorder);Disease caused by superfamily Metastrongyloidea;exactMatch
Infectious disease caused by plant (disorder);Infectious disease caused by plant;exactMatch
Infection caused by chordate (disorder);Infection caused by chordate;exactMatch
Scope/camera, device (physical object);Biomedical equipment (physical object);broadMatch
Scope/camera, device (physical object);Scope/camera, device;exactMatch
Chemical warfare agent (substance);Industrial agent (substance);broadMatch
Fungal agent (substance);Microbial agent (substance);broadMatch
Fungal agent (substance);Fungal agent;exactMatch
Animal agent (substance);Animal material (substance);broadMatch
Animal agent (substance);Animal agent;exactMatch
Type of drug preparation (qualifier value);Qualifier value (qualifier value);broadMatch
Stimulant (product);Medicinal product categorized by therapeutic role (product);broadMatch
Cholelitholytic AND/OR choleretic agent (substance);Drug or medicament (substance);broadMatch
Pseudoephedrine sulfate (substance);Pseudoephedrine sulphate;exactMatch
Proprietary agent AND/OR biological substance (navigational concept);Navigational concept (navigational concept);broadMatch
Disorder of connective tissue (disorder);Connective tissue disease;exactMatch
Musculoskeletal finding (finding);Musculoskeletal observation;exactMatch
Musculoskeletal finding (finding);Musculoskeletal system observation;exactMatch
Muscle finding (finding);Muscle observation;exactMatch
Cardiovascular finding (finding);CVS - Cardiovascular observations;exactMatch
Cardiovascular finding (finding);Cardiovascular observations;exactMatch
Cardiovascular finding (finding);General cardiovascular observations;exactMatch
Skin finding (finding);Skin observation;exactMatch
Simple organic compound (substance);Organic compound (substance);broadMatch
Vaccine product containing only Neisseria meningitidis capsular polysaccharide antigen (medicinal product);Meningitis polysaccharide vaccine;exactMatch
Immunologic substance (substance);Biological substance (substance);broadMatch
Complement related substance (substance);Complement component, enzyme, regulatory protein AND/OR receptor;exactMatch
Complement regulatory protein, plasma (substance);Complement regulator (substance);broadMatch
Complement regulatory protein, plasma (substance);Complement regulatory protein, plasma;exactMatch
Hemostasis related substance (substance);Biological substance (substance);broadMatch
Adjectival modifier (qualifier value);Descriptor (qualifier value);broadMatch
General adjectival modifier (qualifier value);Adjectival modifier (qualifier value);broadMatch
Family Enterobacteriaceae (organism);Enteric bacteria;exactMatch
Family Enterobacteriaceae (organism);Family Enterobacteriaceae;exactMatch
Class Secernentea (organism);Phylum Nemata (organism);broadMatch
Order Strongylida (organism);Class Secernentea (organism);broadMatch
Superfamily Metastrongyloidea (organism);Order Strongylida (organism);broadMatch
Lectin (substance);Glycoprotein (substance);broadMatch
Structure of lamina episcleralis (body structure);Episclera;exactMatch
Structure of lamina episcleralis (body structure);Lamina episcleralis;exactMatch
Order Tinamiformes (organism);Class Aves (organism);broadMatch
Order Tinamiformes (organism);Order Tinamiformes;exactMatch
Order Tinamiformes (organism);Tinamiformes;exactMatch
Family Tinamidae (organism);Order Tinamiformes (organism);broadMatch
Family Tinamidae (organism);Family Tinamidae;exactMatch
Family Tinamidae (organism);Tinamidae;exactMatch
Anilazine (substance);Fungicide (substance);broadMatch
Anilazine (substance);Dyrene;exactMatch
Order Gadiformes (organism);Superclass Osteichthyes (organism);broadMatch
Phylogenetic group 1 (organism);Class Magnoliopsida (organism);broadMatch
Phylogenetic group 5 (organism);Class Magnoliopsida (organism);broadMatch
Family Brassicaceae (organism);Family Brassicaceae - Cruciferae - mustard;exactMatch
Phylogenetic group 6 (organism);Class Magnoliopsida (organism);broadMatch
Mechanical abnormality (morphologic abnormality);Morphologically abnormal structure (morphologic abnormality);broadMatch
Surgical procedure on lower extremity (procedure);Operative procedure on lower extremity;exactMatch
Pentagastrin (substance);PG - Pentagastrin;exactMatch
Ureter excision (procedure);Ureter excision;exactMatch
Remifentanil hydrochloride (substance);Remifentanyl hydrochloride;exactMatch
Acetylcarbromal (substance);Ureide (substance);broadMatch
Quazepam (substance);Benzodiazepine sedative (substance);broadMatch
Substance with serotonin 5-hydroxytryptamine-1 receptor agonist mechanism of action (substance);Substance with serotonin 5-hydroxytryptamine-1 receptor agonist mechanism of action;exactMatch
Substance with serotonin 5-hydroxytryptamine-1 receptor agonist mechanism of action (substance);Triptan;exactMatch
Phosphorated carbohydrate solution (substance);Pharmaceutical fluid or solution agent (substance);broadMatch
Female structure (body structure);Sex structure (body structure);broadMatch
Female structure (body structure);Female;exactMatch
Female structure (body structure);Female individual;exactMatch
Cetirizine hydrochloride (substance);Cetirizine dihydrochloride;exactMatch
Quaternary ammonium compound with anticholinergic mechanism of action (substance);Quaternary ammonium compound with anticholinergic mechanism of action;exactMatch
Product containing hydrogen/potassium adenosine triphosphatase enzyme system inhibitor (product);H+/K+-exchanging ATPase inhibitor-containing product;exactMatch
Monoctanoin (substance);Octanoic acid ester (substance);broadMatch
Monoctanoin (substance);Monooctanoin;exactMatch
Monoctanoin (substance);Octanoin;exactMatch
Indinavir sulfate (substance);Indinavir sulphate;exactMatch
Structure of sternothyroid muscle (body structure);Structure of infrahyoid muscle (body structure);broadMatch
Structure of sternothyroid muscle (body structure);Sternothyroid muscle;exactMatch
Tuberculin purified protein derivative (substance);PPD - Purified protein derivative - S;exactMatch
Tuberculin purified protein derivative (substance);Purified protein derivative - S;exactMatch
Pegademase (substance);Pegademase bovine;exactMatch
Estramustine phosphate sodium (substance);Estramustine sodium phosphate;exactMatch
Product containing monoclonal antibody (product);Monoclonal immunoglobulin-containing product;exactMatch
Pegaspargase (substance);Asparaginase macrogol;exactMatch
Pegaspargase (substance);Asparaginase polyethylene glycol;exactMatch
Pegaspargase (substance);Polyethylene glycol asparaginase;exactMatch
Photosensitizing agent (product);Medicinal product categorized by therapeutic role (product);broadMatch
Suprofen (substance);Sutoprofen;exactMatch
Butamben picrate (substance);Butyl aminobenzoate picrate;exactMatch
Substance with 5-lipoxygenase inhibitor mechanism of action (substance);Substance with 5-lipoxygenase inhibitor mechanism of action;exactMatch
Paricalcitol (substance);Vitamin D and vitamin D derivative (substance);broadMatch
White lotion (substance);Emollient (substance);broadMatch
White lotion (substance);Lotio alba;exactMatch
Cysteine hydrochloride (substance);Cysteine hydrochloride monohydrate;exactMatch
Cysteine hydrochloride (substance);L-cysteine hydrochloride;exactMatch
Cysteine hydrochloride (substance);L-cysteine hydrochloride monohydrate;exactMatch
Sodium acetate (substance);Sodium compound (substance);broadMatch
Immature (qualifier value);General adjectival modifier (qualifier value);broadMatch
Immature (qualifier value);Premature;exactMatch
Anti-inhibitor coagulant complex (substance);Factor VIII inhibitor bypassing fraction;exactMatch
Microfibrillar collagen hemostat (substance);Microcrystalline collagen;exactMatch
Dextran 1 (substance);Dextran (substance);broadMatch
Histrelin (substance);Gonadotropin releasing factor (substance);broadMatch
Somatrem (substance);Somatropin and somatropin agonist (substance);broadMatch
Substance with coagulation factor inhibitor mechanism of action (substance);Substance with coagulation factor inhibitor mechanism of action;exactMatch
Tiopronin (substance);Mercaptopropionylglycine;exactMatch
Tiopronin (substance);Thiopronine;exactMatch
Pentosan polysulfate sodium (substance);Pentosan polysulphate sodium;exactMatch
Arbutamine (substance);Diagnostic substance (substance);broadMatch
Ethiodized oil (substance);Iodinated contrast media (substance);broadMatch
L-tartaric acid (substance);Organic acid (substance);broadMatch
L-tartaric acid (substance);Natural tartaric acid;exactMatch
L-tartaric acid (substance);Tartaric acid;exactMatch
Carrageenan (substance);Carrageen;exactMatch
Carrageenan (substance);Carrageenin;exactMatch
Antimony compound (substance);Antimony and antimony compound (substance);broadMatch
Alum (substance);Aluminium compound (substance);broadMatch
Salmonella enterica (organism);Genus Salmonella (organism);broadMatch
Salmonella enterica (organism);Salmonella cholerae-suis (sensu stricto);exactMatch
Salmonella enterica (organism);Salmonella cholerasuis;exactMatch
Limonene (substance);Dipentene (limonene);exactMatch
Limonene (substance);di-Limonene;exactMatch
Piperazine derivative (substance);Piperazine and piperazine derivative (substance);broadMatch
Zinc gluconate (substance);Zinc compound (substance);broadMatch
Sulfur compound (substance);Sulfur and sulfur compound (substance);broadMatch
Sulfur compound (substance);Sulphur compound;exactMatch
Arsanilic acid (substance);Arsenic compound (substance);broadMatch
Chromium (substance);Cr - Chromium;exactMatch
Ferric iron compound (substance);Iron compound (substance);broadMatch
Lithium acetate (substance);Lithium compound (substance);broadMatch
Mineral oil (substance);Heavy liquid petrolatum;exactMatch
Mineral oil (substance);Heavy mineral oil;exactMatch
Mineral oil (substance);Liquid paraffin;exactMatch
Mineral oil (substance);Liquid petrolatum;exactMatch
Mineral oil (substance);White mineral oil;exactMatch
Propylene (substance);Alkene (substance);broadMatch
Propylene (substance);1-propene;exactMatch
Tosylchloramide sodium (substance);Sulfonamide (substance);broadMatch
Nematocide (substance);Pesticide (substance);broadMatch
Nematocide (substance);Nematicide;exactMatch
Vinyl polymer (substance);Plastic (substance);broadMatch
Imidazolidinone (substance);Ethylene urea;exactMatch
Cedar leaf oil (substance);Cedar oil (substance);broadMatch
Oil of asarum (substance);Oil of angelica (substance);broadMatch
Bacterial agent (substance);Microbial agent (substance);broadMatch
Bacterial agent (substance);Bacterial agent;exactMatch
Calcium carbaspirin (substance);Calcium carbaspirin;exactMatch
Barbital (substance);Barbiturate sedative (substance);broadMatch
Barbital (substance);Barbitone;exactMatch
Fluphenazine enanthate (substance);Fluophenazine enanthate;exactMatch
Ethchlorvynol (substance);Ethyl beta-chlorovinyl ethynyl carbinol;exactMatch
Theophylline monohydrate (substance);Theophylline hydrate;exactMatch
Nitrous oxide (substance);Dinitrogen monoxide;exactMatch
Nitrous oxide (substance);Laughing gas;exactMatch
Nitrous oxide (substance);N2O - nitrous oxide;exactMatch
Nitrous oxide (substance);Nitrous oxide gas;exactMatch
Inotropic agent (product);Medicinal product categorized by therapeutic role (product);broadMatch
Inotropic agent (product);Inotropic product;exactMatch
Jalap (substance);Irritant cathartic (substance);broadMatch
Aluminium sulfate (substance);Aluminium compound (substance);broadMatch
Aluminium sulfate (substance);Aluminium sulphate;exactMatch
Anabolic androgenic steroid (substance);Anabolic steroid;exactMatch
Methoxyflurane (substance);2,2-dichloro-1,1-difluoroethyl methyl ether;exactMatch
Chymotrypsin (substance);Chymotrypsin A and B;exactMatch
Ureteritis (disorder);Inflammation of ureter;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 2 capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae capsular polysaccharide (substance);broadMatch
Antigen of Streptococcus pneumoniae Danish serotype 2 capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae Danish serotype 2 capsular polysaccharide;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 2 capsular polysaccharide (substance);Streptococcus pneumoniae American serotype 2 capsular polysaccharide antigen;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 2 capsular polysaccharide (substance);Streptococcus pneumoniae Danish serotype 2 capsular polysaccharide Ag;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 5 capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae capsular polysaccharide (substance);broadMatch
Antigen of Streptococcus pneumoniae Danish serotype 5 capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae Danish serotype 5 capsular polysaccharide;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 5 capsular polysaccharide (substance);Streptococcus pneumoniae American serotype 5 capsular polysaccharide antigen;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 5 capsular polysaccharide (substance);Streptococcus pneumoniae Danish serotype 5 capsular polysaccharide Ag;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 9V capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae capsular polysaccharide (substance);broadMatch
Antigen of Streptococcus pneumoniae Danish serotype 9V capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae Danish serotype 9V capsular polysaccharide;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 9V capsular polysaccharide (substance);Streptococcus pneumoniae American serotype 68 capsular polysaccharide antigen;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 9V capsular polysaccharide (substance);Streptococcus pneumoniae Danish serotype 9V capsular polysaccharide Ag;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 10A capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae capsular polysaccharide (substance);broadMatch
Antigen of Streptococcus pneumoniae Danish serotype 10A capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae Danish serotype 10A capsular polysaccharide;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 10A capsular polysaccharide (substance);Streptococcus pneumoniae American serotype 34 capsular polysaccharide antigen;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 10A capsular polysaccharide (substance);Streptococcus pneumoniae Danish serotype 10A capsular polysaccharide Ag;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 11A capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae capsular polysaccharide (substance);broadMatch
Antigen of Streptococcus pneumoniae Danish serotype 11A capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae Danish serotype 11A capsular polysaccharide;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 11A capsular polysaccharide (substance);Streptococcus pneumoniae American serotype 43 capsular polysaccharide antigen;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 11A capsular polysaccharide (substance);Streptococcus pneumoniae Danish serotype 11A capsular polysaccharide Ag;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 15B capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae capsular polysaccharide (substance);broadMatch
Antigen of Streptococcus pneumoniae Danish serotype 15B capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae Danish serotype 15B capsular polysaccharide;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 15B capsular polysaccharide (substance);Streptococcus pneumoniae American serotype 54 capsular polysaccharide antigen;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 15B capsular polysaccharide (substance);Streptococcus pneumoniae Danish serotype 15B capsular polysaccharide Ag;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 17F capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae capsular polysaccharide (substance);broadMatch
Antigen of Streptococcus pneumoniae Danish serotype 17F capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae Danish serotype 17F capsular polysaccharide;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 17F capsular polysaccharide (substance);Streptococcus pneumoniae American serotype 17 capsular polysaccharide antigen;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 17F capsular polysaccharide (substance);Streptococcus pneumoniae Danish serotype 17F capsular polysaccharide Ag;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 19A capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae capsular polysaccharide (substance);broadMatch
Antigen of Streptococcus pneumoniae Danish serotype 19A capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae Danish serotype 19A capsular polysaccharide;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 19A capsular polysaccharide (substance);Streptococcus pneumoniae American serotype 57 capsular polysaccharide antigen;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 19A capsular polysaccharide (substance);Streptococcus pneumoniae Danish serotype 19A capsular polysaccharide Ag;exactMatch
Antigen of Streptococcus pneumoniae serogroup 20 capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae capsular polysaccharide (substance);broadMatch
Antigen of Streptococcus pneumoniae serogroup 20 capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae serogroup 20 capsular polysaccharide;exactMatch
Antigen of Streptococcus pneumoniae serogroup 20 capsular polysaccharide (substance);Streptococcus pneumoniae serogroup 20 capsular polysaccharide Ag;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 33F capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae capsular polysaccharide (substance);broadMatch
Antigen of Streptococcus pneumoniae Danish serotype 33F capsular polysaccharide (substance);Antigen of Streptococcus pneumoniae Danish serotype 33F capsular polysaccharide;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 33F capsular polysaccharide (substance);Streptococcus pneumoniae American serotype 70 capsular polysaccharide antigen;exactMatch
Antigen of Streptococcus pneumoniae Danish serotype 33F capsular polysaccharide (substance);Streptococcus pneumoniae Danish serotype 33F capsular polysaccharide Ag;exactMatch
Chloroplatinate (substance);Platinum compound (substance);broadMatch
Antigen of Influenza A virus A/Indonesia/05/2005 (H5N1)-like virus strain split virion hemagglutinin (substance);Antigen of Influenza A virus (substance);broadMatch
Antigen of Influenza A virus A/Indonesia/05/2005 (H5N1)-like virus strain split virion hemagglutinin (substance);Antigen of Influenza A virus A/Indonesia/05/2005 (H5N1)-like virus strain split virion haemagglutinin;exactMatch
Antigen of Influenza A virus A/Indonesia/05/2005 (H5N1)-like virus strain split virion hemagglutinin (substance);Antigen of Influenza A virus A/Indonesia/05/2005 (H5N1)-like virus strain split virion hemagglutinin;exactMatch
Antigen of Influenza A virus A/Indonesia/05/2005 (H5N1)-like virus strain split virion hemagglutinin (substance);Influenza A virus A/Indonesia/05/2005 (H5N1)-like virus strain split virion haemagglutinin Ag;exactMatch
Antigen of Influenza A virus A/Indonesia/05/2005 (H5N1)-like virus strain split virion hemagglutinin (substance);Influenza A virus A/Indonesia/05/2005 (H5N1)-like virus strain split virion hemagglutinin Ag;exactMatch
Vaccine product containing only inactivated whole Influenza A virus subtype H5N1 antigen (medicinal product);Inactivated whole Influenza H5N1 vaccine;exactMatch
Boolean value (qualifier value);General adjectival modifier (qualifier value);broadMatch
Vaccine product containing only Severe acute respiratory syndrome coronavirus 2 antigen (medicinal product);2019 novel coronavirus antigen vaccine;exactMatch
Vaccine product containing only Severe acute respiratory syndrome coronavirus 2 antigen (medicinal product);COVID-19 antigen vaccine;exactMatch
Vaccine product containing only Severe acute respiratory syndrome coronavirus 2 antigen (medicinal product);Severe acute respiratory syndrome coronavirus 2 antigen only vaccine product;exactMatch
Vaccine product containing only Haemophilus influenzae type B and Neisseria meningitidis serogroup C and Y antigens (medicinal product);Haemophilus influenzae type B and meningitis C and Y vaccine;exactMatch
Mucin (substance);Glycoprotein (substance);broadMatch
Caprylic acid (substance);Saturated fatty acid (substance);broadMatch
Caprylic acid (substance);1-heptanecarboxylic acid;exactMatch
Caprylic acid (substance);Aliphatic carboxylic acid, C8:0;exactMatch
Caprylic acid (substance);Octanoic acid;exactMatch
Caprylic acid (substance);n-Octanoic acid;exactMatch
Essential amino acid (substance);Amino acid (substance);broadMatch
Aromatic amino acid (substance);Amino acid (substance);broadMatch
Deoxyribonucleotide (substance);Nucleotide (substance);broadMatch
Methane (substance);Marsh gas;exactMatch
Vaccine product containing only live attenuated Yellow fever virus antigen (medicinal product);Live attenuated yellow fever vaccine;exactMatch
17-hydroxycorticosteroid (substance);Glucocorticoid hormone (substance);broadMatch
17-hydroxycorticosteroid (substance);17-hydrocorticosteroid;exactMatch
17-hydroxycorticosteroid (substance);17-hydroxycorticoid;exactMatch
Immunoglobulin (substance);Plasma protein (substance);broadMatch
Immunoglobulin (substance);Igs - Immunoglobulins;exactMatch
Blood group antibody D (substance);Anti D;exactMatch
Blood group antibody D (substance);Blood group antibody Rh1;exactMatch
Blood group antibody D (substance);Blood group antibody Rh>o<;exactMatch
Blood group antibody D (substance);Rho D immunoglobulin;exactMatch
Heparin cofactor (substance);Hemostasis related substance (substance);broadMatch
Nitrogen compound (substance);Nitrogen and nitrogen compound (substance);broadMatch
Cassaine (substance);Phytotoxin (substance);broadMatch
Operation on musculoskeletal system (procedure);Musculoskeletal procedure;exactMatch
Cardiovascular operative procedure (procedure);Cardiovascular operation;exactMatch
Cardiovascular operative procedure (procedure);Cardiovascular operative procedure;exactMatch
Cardiovascular operative procedure (procedure);Surgical procedure on cardiovascular system;exactMatch
Vaccine product containing only inactivated whole Rabies lyssavirus antigen (medicinal product);Inactivated rabies vaccine;exactMatch
Sucrose (substance);Disaccharide (substance);broadMatch
Structure of cardiovascular system (body structure);Body system structure (body structure);broadMatch
Structure of cardiovascular system (body structure);Cardiovascular structure;exactMatch
Structure of cardiovascular system (body structure);Cardiovascular system;exactMatch
Structure of cardiovascular system (body structure);Circulatory system;exactMatch
Structure of endocrine system (body structure);Structure of breast and/or endocrine system (body structure);broadMatch
Structure of endocrine system (body structure);Endocrine structure;exactMatch
