head;tail;relation
acrocephalopolysyndactyly  iia 3;sakati-nyhan syndrome;exactMatch
apert syndrome;acrocephalosyndactyly,  iia 1;exactMatch
apert syndrome;acrocephalosyndactyly,  iia 2;exactMatch
apert syndrome;acs 1;exactMatch
apert syndrome;acs 2;exactMatch
apert syndrome;apert syndrome;exactMatch
apert syndrome;apert-crouzon disease;exactMatch
apert syndrome;vogt cephalodactyly;exactMatch
saethre-chotzen syndrome;acrocephalosyndactyly,  iia 3;exactMatch
saethre-chotzen syndrome;acrocephaly, skull asymmetry, and mild syndactyly;exactMatch
saethre-chotzen syndrome;acs 3;exactMatch
saethre-chotzen syndrome;blepharophimosis, epicanthus inversus, and ptosis 3, formerly;exactMatch
saethre-chotzen syndrome;chotzen syndrome;exactMatch
saethre-chotzen syndrome;saethre-chotzen syndrome;exactMatch
saethre-chotzen syndrome;saethre-chotzen syndrome with eyelid anomalies;exactMatch
pfeiffer syndrome;acrocephalosyndactyly,  iia 5;exactMatch
pfeiffer syndrome;acs 5;exactMatch
pfeiffer syndrome;craniofacial-skeletal-dermatologic dysplasia;exactMatch
pfeiffer syndrome;noack syndrome;exactMatch
pfeiffer syndrome;pfeiffer syndrome;exactMatch
acrodysostosis 1 with or without hormone resistance;Acrodysostosis;broadMatch
acrodysostosis 1 with or without hormone resistance;acrodysostosis 1 with or without hormone resistance;exactMatch
acrodysostosis 1 with or without hormone resistance;adohr;exactMatch
acrofacial dysostosis, catania  iia;acrofacial dysostosis, catania  iia;exactMatch
acrofacial dysostosis, catania  iia;afd, catania  iia;exactMatch
acrokeratoderma, hereditary papulotranslucent;acrokeratoderma, hereditary papulotranslucent;exactMatch
palmoplantar keratoderma, punctate  iia 3;acrokeratoelastoidosis;exactMatch
palmoplantar keratoderma, punctate  iia 3;collagenous plaques of hands and feet;exactMatch
palmoplantar keratoderma, punctate  iia 3;palmoplantar keratoderma, punctate  iia 3;exactMatch
acrokeratosis verruciformis;acrokeratosis verruciformis;exactMatch
acrokeratosis verruciformis;hopf disease;exactMatch
acroleukopathy, symmetric;acroleukopathy, symmetric;exactMatch
acromegaloid changes, cutis verticis gyrata, and corneal leukoma;acromegaloid changes, cutis verticis gyrata, and corneal leukoma;exactMatch
acromegaloid changes, cutis verticis gyrata, and corneal leukoma;rosenthal-kloepfer syndrome;exactMatch
acromegaloid facial appearance syndrome;acromegaloid facial appearance syndrome;exactMatch
acromegaloid facial appearance syndrome;afa syndrome;exactMatch
acromegaloid facial appearance syndrome;thick lips and oral mucosa;exactMatch
pituitary adenoma 1, multiple types;Pituitary adenoma;broadMatch
pituitary adenoma 1, multiple types;acromegaly due to pituitary adenoma 1;exactMatch
pituitary adenoma 1, multiple types;isolated familial somatotropinoma;exactMatch
pituitary adenoma 1, multiple types;pagh1;exactMatch
pituitary adenoma 1, multiple types;pituitary adenoma 1, multiple types;exactMatch
pituitary adenoma 1, multiple types;pituitary adenoma predisposition;exactMatch
pituitary adenoma 1, multiple types;pituitary adenoma, familial isolated;exactMatch
pituitary adenoma 1, multiple types;somatotrophinoma, familial;exactMatch
pituitary adenoma 1, multiple types;somatotropinoma, familial isolated;exactMatch
restless legs syndrome, susceptibility to, 1;Restless legs syndrome;broadMatch
restless legs syndrome, susceptibility to, 1;acromelalgia, hereditary;exactMatch
restless legs syndrome, susceptibility to, 1;ekbom syndrome;exactMatch
restless legs syndrome, susceptibility to, 1;restless legs syndrome, susceptibility to, 1;exactMatch
acromial dimples;acromial dimples;exactMatch
acromial dimples;supraspinous fossae, congenital;exactMatch
acromicric dysplasia;acromicric dysplasia;exactMatch
acroosteolysis;acroosteolysis;exactMatch
hajdu-cheney syndrome;acroosteolysis with osteoporosis and changes 1n skull and mandible;exactMatch
hajdu-cheney syndrome;arthrodentoosteodysplasia;exactMatch
hajdu-cheney syndrome;cheney syndrome;exactMatch
hajdu-cheney syndrome;hajdu-cheney syndrome;exactMatch
hajdu-cheney syndrome;serpentine fibula-polycystic kidney syndrome;exactMatch
acropectorovertebral dysplasia;acropectorovertebral dysplasia;exactMatch
acropectorovertebral dysplasia;f syndrome;exactMatch
acrorenal syndrome;acrorenal syndrome;exactMatch
spermatogenic failure 6;Spermatogenic failure;broadMatch
spermatogenic failure 6;acrosome malformation of spermatozoa;exactMatch
spermatogenic failure 6;globozoospermia;exactMatch
spermatogenic failure 6;round-headed spermatozoa;exactMatch
spermatogenic failure 6;spermatogenic failure 6;exactMatch
spermatogenic failure 6;spermatozoa, round-headed;exactMatch
adactylia, unilateral;adactylia, unilateral;exactMatch
adactylia, unilateral;terminal transverse defects of hand, unilateral;exactMatch
adamantinoma of long bones;adamantinoma of long bones;exactMatch
severe combined immunodeficiency, autosomal recessive, t cell-negative, B cell-negative, nk cell-negative, due to adenosine deaminase deficiency;ada-scid;exactMatch
severe combined immunodeficiency, autosomal recessive, t cell-negative, B cell-negative, nk cell-negative, due to adenosine deaminase deficiency;adenosine deaminase deficiency, partial;exactMatch
severe combined immunodeficiency, autosomal recessive, t cell-negative, B cell-negative, nk cell-negative, due to adenosine deaminase deficiency;partial ada deficiency;exactMatch
severe combined immunodeficiency, autosomal recessive, t cell-negative, B cell-negative, nk cell-negative, due to adenosine deaminase deficiency;scid due to ada deficiency;exactMatch
severe combined immunodeficiency, autosomal recessive, t cell-negative, B cell-negative, nk cell-negative, due to adenosine deaminase deficiency;scid due to ada deficiency, delayed onset;exactMatch
severe combined immunodeficiency, autosomal recessive, t cell-negative, B cell-negative, nk cell-negative, due to adenosine deaminase deficiency;scid due to ada deficiency, early-onset;exactMatch
severe combined immunodeficiency, autosomal recessive, t cell-negative, B cell-negative, nk cell-negative, due to adenosine deaminase deficiency;scid due to ada deficiency, late-onset;exactMatch
severe combined immunodeficiency, autosomal recessive, t cell-negative, B cell-negative, nk cell-negative, due to adenosine deaminase deficiency;severe combined immunodeficiency, autosomal recessive, t cell-negative, B cell-negative, nk cell-negative, due to adenosine deaminase deficiency;exactMatch
adenosine deaminase, elevated, hemolytic anemia due to;adenosine deaminase, elevated, hemolytic anemia due to;exactMatch
adenosine triphosphatase deficiency, anemia due to;adenosine triphosphatase deficiency, anemia due to;exactMatch
adenosine triphosphate, elevated, of erythrocytes;adenosine triphosphate, elevated, of erythrocytes;exactMatch
adenosine triphosphate, elevated, of erythrocytes;pyruvate kinase hyperactivity;exactMatch
adenylosuccinase deficiency;adenylosuccinase deficiency;exactMatch
adenylosuccinase deficiency;adenylosuccinate lyase deficiency;exactMatch
adenylosuccinase deficiency;adsl deficiency;exactMatch
adie pupil;adie pupil;exactMatch
adie pupil;adie syndrome;exactMatch
adie pupil;holmes-adie syndrome;exactMatch
adie pupil;poorly reacting pupils;exactMatch
adiposis dolorosa;adiposis dolorosa;exactMatch
adiposis dolorosa;dercum disease;exactMatch
adrenocortical hypofunction, chronic primary congenital;addison disease, congenital;exactMatch
adrenocortical hypofunction, chronic primary congenital;adrenocortical hypofunction, chronic primary congenital;exactMatch
adult syndrome;acro-dermato-ungual-lacrimal-tooth syndrome;exactMatch
adult syndrome;adult syndrome;exactMatch
hypoglossia-hypodactylia;aglossia-adactylia;exactMatch
hypoglossia-hypodactylia;hanhart syndrome;exactMatch
hypoglossia-hypodactylia;hypoglossia-hypodactylia;exactMatch
hypoglossia-hypodactylia;oromandibular limb hypoplasia;exactMatch
hypoglossia-hypodactylia;peromelia with micrognathism;exactMatch
ainhum;ainhum;exactMatch
alacrima, congenital, autosomal dominant;alacrima, congenital, autosomal dominant;exactMatch
alacrima, congenital, autosomal dominant;alacrimia congenita, autosomal dominant;exactMatch
tietz albinism-deafness syndrome;albinism-deafness of tietz;exactMatch
tietz albinism-deafness syndrome;hypopigmentation/deafness of tietz;exactMatch
tietz albinism-deafness syndrome;tietz albinism-deafness syndrome;exactMatch
tietz albinism-deafness syndrome;tietz syndrome;exactMatch
pseudohypoparathyroidism,  iia 1a;albright hereditary osteodystrophy with multiple hormone resistance;exactMatch
pseudohypoparathyroidism,  iia 1a;php 1a;exactMatch
pseudohypoparathyroidism,  iia 1a;pseudohypoparathyroidism,  iia 1a;exactMatch
alcohol dependence;aerodigestive tract cancer, squamous cell, alcohol-related, protection against;exactMatch
alcohol dependence;alcohol dependence;exactMatch
alcohol dependence;alcohol dependence, protection against;exactMatch
alcohol dependence;alcoholism;exactMatch
hyperaldosteronism, familial,  iia 1;Hyperaldosteronism;broadMatch
hyperaldosteronism, familial,  iia 1;acth-dependent hyperaldosteronism syndrome;exactMatch
hyperaldosteronism, familial,  iia 1;aldosteronism, sensitive to dexamethasone;exactMatch
hyperaldosteronism, familial,  iia 1;fh 1;exactMatch
hyperaldosteronism, familial,  iia 1;glucocorticoid-remediable aldosteronism;exactMatch
hyperaldosteronism, familial,  iia 1;glucocorticoid-suppressible hyperaldosteronism;exactMatch
hyperaldosteronism, familial,  iia 1;hyperaldosteronism, familial,  iia 1;exactMatch
allergic bronchopulmonary aspergillosis, familial;allergic bronchopulmonary aspergillosis, familial;exactMatch
alopecia areata 1;Alopecia, isolated;broadMatch
alopecia areata 1;alopecia areata 1;exactMatch
alopecia areata 1;alopecia universalis;exactMatch
palmoplantar keratoderma and congenital alopecia 1;keratoderma-hypotrichosis-leukonychia totalis syndrome;exactMatch
palmoplantar keratoderma and congenital alopecia 1;palmoplantar keratoderma and congenital alopecia 1;exactMatch
palmoplantar keratoderma and congenital alopecia 1;ppkca, stevanovic  iia;exactMatch
alopecia, familial focal;Alopecia, isolated;broadMatch
alopecia, familial focal;alopecia, familial focal;exactMatch
alopecia, psychomotor epilepsy, pyorrhea, and mental subnormality;alopecia, psychomotor epilepsy, pyorrhea, and mental subnormality;exactMatch
alopecia, psychomotor epilepsy, pyorrhea, and mental subnormality;shokeir syndrome;exactMatch
alport syndrome 3, autosomal dominant;Alport syndrome;broadMatch
alport syndrome 3, autosomal dominant;alport syndrome 3, autosomal dominant;exactMatch
alternating hemiplegia of childhood 1;Alternating hemiplegia of childhood;broadMatch
alternating hemiplegia of childhood 1;alternating hemiplegia of childhood 1;exactMatch
alzheimer disease;alzheimer disease;exactMatch
alzheimer disease;alzheimer disease, early-onset, with cerebral amyloid angiopathy;exactMatch
alzheimer disease;alzheimer disease, familial, 1;exactMatch
alzheimer disease;alzheimer disease, protection against;exactMatch
alzheimer disease;presenile and senile dementia;exactMatch
alzheimer disease 2;alzheimer disease 2;exactMatch
alzheimer disease 2;alzheimer disease 2, late-onset;exactMatch
alzheimer disease 2;alzheimer disease associated with apoe4;exactMatch
amastia, bilateral, with ureteral triplication and dysmorphism;amastia, bilateral, with ureteral triplication and dysmorphism;exactMatch
amelia and terminal transverse hemimelia;amelia and terminal transverse hemimelia;exactMatch
amelogenesis imperfecta,  iia 1b;Amelogenesis imperfecta;broadMatch
amelogenesis imperfecta,  iia 1b;aih2;exactMatch
amelogenesis imperfecta,  iia 1b;amelogenesis imperfecta,  iia 1b;exactMatch
amelogenesis imperfecta,  iia 1b;amelogenesis imperfecta, hypoplastic local, autosomal dominant;exactMatch
amelogenesis imperfecta,  iia 1b;enamel hypoplasia, hereditary localized;exactMatch
amelogenesis imperfecta,  iia 4;Amelogenesis imperfecta;broadMatch
amelogenesis imperfecta,  iia 4;amelogenesis imperfecta,  iia 4;exactMatch
amelogenesis imperfecta,  iia 4;amelogenesis imperfecta, hypomaturation-hypoplastic type, with taurodontism;exactMatch
amelogenesis imperfecta,  iia 1a;Amelogenesis imperfecta;broadMatch
amelogenesis imperfecta,  iia 1a;amelogenesis imperfecta,  iia 1a;exactMatch
amelogenesis imperfecta,  iia 1a;amelogenesis imperfecta, hypoplastic  iia 1a;exactMatch
ameloonychohypohidrotic syndrome;ameloonychohypohidrotic syndrome;exactMatch
amenorrhea-galactorrhea syndrome;amenorrhea-galactorrhea syndrome;exactMatch
amyloidosis, finnish  iia;amyloid cranial neuropathy with lattice corneal dystrophy;exactMatch
amyloidosis, finnish  iia;amyloidosis 5;exactMatch
amyloidosis, finnish  iia;amyloidosis due to mutant gelsolin;exactMatch
amyloidosis, finnish  iia;amyloidosis, finnish  iia;exactMatch
amyloidosis, finnish  iia;amyloidosis, meretoja  iia;exactMatch
amyloidosis, finnish  iia;cerebral amyloid angiopathy, gsn-related;exactMatch
amyloidosis, finnish  iia;corneal dystrophy, lattice  iia 2;exactMatch
amyloidosis, finnish  iia;lattice corneal dystrophy,  iia 2;exactMatch
cerebral amyloid angiopathy, cst3-related;amyloidosis 6;exactMatch
cerebral amyloid angiopathy, cst3-related;amyloidosis, cerebroarterial, icelandic  iia;exactMatch
cerebral amyloid angiopathy, cst3-related;cerebral amyloid angiopathy, cst3-related;exactMatch
cerebral amyloid angiopathy, cst3-related;cerebral hemorrhage, hereditary, with amyloidosis;exactMatch
cerebral amyloid angiopathy, cst3-related;hereditary cerebral hemorrhage with amyloidosis;exactMatch
amyloidosis, familial visceral;amyloidosis 8;exactMatch
amyloidosis, familial visceral;amyloidosis, familial renal;exactMatch
amyloidosis, familial visceral;amyloidosis, familial visceral;exactMatch
amyloidosis, familial visceral;amyloidosis, systemic nonneuropathic;exactMatch
amyloidosis, familial visceral;german  iia amyloidosis;exactMatch
amyloidosis, familial visceral;ostertag  iia amyloidosis;exactMatch
amyloidosis, hereditary, transthyretin-related;amyloid cardiomyopathy, transthyretin-related;exactMatch
amyloidosis, hereditary, transthyretin-related;amyloid polyneuropathy, familial;exactMatch
amyloidosis, hereditary, transthyretin-related;amyloidosis, hereditary, transthyretin-related;exactMatch
amyloidosis, hereditary, transthyretin-related;amyloidosis, leptomeningeal, transthyretin-related;exactMatch
amyloidosis, hereditary, transthyretin-related;hereditary amyloidosis, transthyretin-related;exactMatch
amyloidosis, hereditary, transthyretin-related;transthyretin amyloidosis;exactMatch
amyloidosis, primary localized cutaneous, 1;Amyloidosis, primary localized cutaneous;broadMatch
amyloidosis, primary localized cutaneous, 1;amyloidosis 9;exactMatch
amyloidosis, primary localized cutaneous, 1;amyloidosis, familial cutaneous lichen;exactMatch
amyloidosis, primary localized cutaneous, 1;amyloidosis, primary cutaneous, 1;exactMatch
amyloidosis, primary localized cutaneous, 1;amyloidosis, primary localized cutaneous, 1;exactMatch
amyloidosis, primary localized cutaneous, 1;lichen amyloidosis, familial;exactMatch
amyloidosis, primary localized cutaneous, 1;pca;exactMatch
amyotrophic dystonic paraplegia;amyotrophic dystonic paraplegia;exactMatch
amyotrophic lateral sclerosis 1;Amyotrophic lateral sclerosis;broadMatch
amyotrophic lateral sclerosis 1;amyotrophic lateral sclerosis 1;exactMatch
amyotrophic lateral sclerosis 1;amyotrophic lateral sclerosis 1, autosomal dominant;exactMatch
amyotrophic lateral sclerosis 1;amyotrophic lateral sclerosis 1, autosomal recessive;exactMatch
amyotrophic lateral sclerosis 1;amyotrophic lateral sclerosis 1, familial;exactMatch
amyotrophic lateral sclerosis 1;amyotrophic lateral sclerosis, sporadic;exactMatch
amyotrophic lateral sclerosis-parkinsonism/dementia complex 1;als-pdc;exactMatch
amyotrophic lateral sclerosis-parkinsonism/dementia complex 1;amyotrophic lateral sclerosis-parkinsonism/dementia complex 1;exactMatch
amyotrophic lateral sclerosis-parkinsonism/dementia complex 1;amyotrophic lateral sclerosis-parkinsonism/dementia complex of guam;exactMatch
amyotrophic lateral sclerosis-parkinsonism/dementia complex 1;guam disease;exactMatch
frontotemporal dementia and/or amyotrophic lateral sclerosis 1;Amyotrophic lateral sclerosis;broadMatch
frontotemporal dementia and/or amyotrophic lateral sclerosis 1;Frontotemporal dementia and/or amyotrophic lateral sclerosis;broadMatch
frontotemporal dementia and/or amyotrophic lateral sclerosis 1;amyotrophic lateral sclerosis and/or frontotemporal dementia;exactMatch
frontotemporal dementia and/or amyotrophic lateral sclerosis 1;frontotemporal dementia and/or amyotrophic lateral sclerosis;exactMatch
frontotemporal dementia and/or amyotrophic lateral sclerosis 1;frontotemporal dementia and/or amyotrophic lateral sclerosis 1;exactMatch
frontotemporal dementia and/or amyotrophic lateral sclerosis 1;frontotemporal dementia and/or motor neuron disease;exactMatch
anal sphincter dysplasia;anal sphincter dysplasia;exactMatch
anal sphincter myopathy, internal;anal sphincter myopathy, internal;exactMatch
anal sphincter myopathy, internal;proctalgia fugax due to anal sphincter myopathy;exactMatch
androstenone, ability to smell;androstenone, ability to smell;exactMatch
anal canal carcinoma;anal canal carcinoma;exactMatch
anal canal carcinoma;cloacogenic carcinoma;exactMatch
anemia, congenital dyserythropoietic,  iia 3;Anemia, congenital dyserythropoietic;broadMatch
anemia, congenital dyserythropoietic,  iia 3;anemia with multinucleated erythroblasts;exactMatch
anemia, congenital dyserythropoietic,  iia 3;anemia, congenital dyserythropoietic,  iia 3;exactMatch
anemia, congenital dyserythropoietic,  iia 3;cda 3;exactMatch
anemia, congenital dyserythropoietic,  iia 3;dyserythropoietic anemia, congenital,  iia 3;exactMatch
anemia, congenital dyserythropoietic,  iia 3;erythroreticulosis, hereditary benign;exactMatch
diamond-blackfan anemia 1;Diamond-Blackfan anemia;broadMatch
diamond-blackfan anemia 1;aase syndrome;exactMatch
diamond-blackfan anemia 1;aase-smith syndrome 2;exactMatch
diamond-blackfan anemia 1;anemia, congenital erythroid hypoplastic;exactMatch
diamond-blackfan anemia 1;anemia, congenital hypoplastic, of blackfan and diamond;exactMatch
diamond-blackfan anemia 1;aregenerative anemia, chronic congenital;exactMatch
diamond-blackfan anemia 1;blackfan-diamond syndrome;exactMatch
diamond-blackfan anemia 1;dba;exactMatch
diamond-blackfan anemia 1;diamond-blackfan anemia 1;exactMatch
diamond-blackfan anemia 1;erythrogenesis imperfecta;exactMatch
diamond-blackfan anemia 1;red cell aplasia, pure, hereditary;exactMatch
aneurysm, intracranial berry, 1;Aneurysm, intracranial berry;broadMatch
aneurysm, intracranial berry, 1;aneurysm, intracranial berry, 1;exactMatch
aneurysm, intracranial berry, 1;aneurysmal subarachnoid hemorrhage, familial;exactMatch
aneurysm of interventricular septum;aneurysm of interventricular septum;exactMatch
angelman syndrome;angelman syndrome;exactMatch
angelman syndrome;angelman syndrome chromosome region;exactMatch
angelman syndrome;happy puppet syndrome, formerly;exactMatch
angel-shaped phalangoepiphyseal dysplasia;angel-shaped phalangoepiphyseal dysplasia;exactMatch
angioma serpiginosum, autosomal dominant;angioma serpiginosum, autosomal dominant;exactMatch
angioma, hereditary neurocutaneous;angioma, hereditary neurocutaneous;exactMatch
angioma, hereditary neurocutaneous;hemangiomatosis, disseminated;exactMatch
angioma, hereditary neurocutaneous;spinal arterial venous malformations with cutaneous hemangiomas;exactMatch
angioedema, hereditary, 1;Angioedema, Hereditary;broadMatch
angioedema, hereditary, 1;angioedema, hereditary,  iia 1;exactMatch
angioedema, hereditary, 1;angioedema, hereditary,  iia 2;exactMatch
angioedema, hereditary, 1;angioedema, hereditary, 1;exactMatch
angioedema, hereditary, 1;angioedema, hereditary, 2;exactMatch
angioedema, hereditary, 1;angioneurotic edema, hereditary;exactMatch
angioedema, hereditary, 1;c1 esterase inhibitor deficiency;exactMatch
anhidrosis, isolated, with normal sweat glands;anhidrosis, isolated, with normal sweat glands;exactMatch
anhidrosis, isolated, with normal sweat glands;dann-epstein-sohar syndrome;exactMatch
aniridia 1;Aniridia;broadMatch
aniridia 1;an;exactMatch
aniridia 1;aniridia 1;exactMatch
aniridia 1;aniridia ii, formerly;exactMatch
aniridia 1;cataract, congenital, with late-onset corneal dystrophy;exactMatch
aniridia and absent patella;aniridia and absent patella;exactMatch
aniridia, microcornea, and spontaneously reabsorbed cataract;aniridia, microcornea, and spontaneously reabsorbed cataract;exactMatch
anisocoria;anisocoria;exactMatch
ankyloblepharon filiforme adnatum and cleft palate;ankyloblepharon filiforme adnatum and cleft palate;exactMatch
ankyloblepharon-ectodermal defects-cleft lip/palate;aec syndrome;exactMatch
ankyloblepharon-ectodermal defects-cleft lip/palate;ankyloblepharon-ectodermal defects-cleft lip/palate;exactMatch
ankyloblepharon-ectodermal defects-cleft lip/palate;hay-wells syndrome;exactMatch
ankyloglossia with or without tooth anomalies;'tongue-tie';exactMatch
ankyloglossia with or without tooth anomalies;ankyloglossia;exactMatch
ankyloglossia with or without tooth anomalies;ankyloglossia with or without tooth anomalies;exactMatch
spondyloarthropathy, susceptibility to, 1;Spondyloarthropathy, susceptibility to;broadMatch
spondyloarthropathy, susceptibility to, 1;ankylosing spondylitis, susceptibility to;exactMatch
spondyloarthropathy, susceptibility to, 1;bechterew syndrome;exactMatch
spondyloarthropathy, susceptibility to, 1;marie-strumpell spondylitis;exactMatch
spondyloarthropathy, susceptibility to, 1;spondyloarthropathy, susceptibility to, 1;exactMatch
ankylosing vertebral hyperostosis with tylosis;ankylosing vertebral hyperostosis with tylosis;exactMatch
ankylosing vertebral hyperostosis with tylosis;diffuse idiopathic skeletal hyperostosis;exactMatch
annular erythema;annular erythema;exactMatch
tooth agenesis, selective, 1;Tooth agenesis, selective;broadMatch
tooth agenesis, selective, 1;hypodontia/oligodontia 1;exactMatch
tooth agenesis, selective, 1;hypodontia/oligodontia with orofacial cleft;exactMatch
tooth agenesis, selective, 1;second premolars and third molars, absence of;exactMatch
tooth agenesis, selective, 1;tooth agenesis, familial;exactMatch
tooth agenesis, selective, 1;tooth agenesis, selective, 1;exactMatch
tooth agenesis, selective, 1;tooth agenesis, selective, with orofacial cleft;exactMatch
total anomalous pulmonary venous return 1;anomalous pulmonary venous return;exactMatch
total anomalous pulmonary venous return 1;scimitar anomaly;exactMatch
total anomalous pulmonary venous return 1;scimitar syndrome;exactMatch
total anomalous pulmonary venous return 1;total anomalous pulmonary venous return 1;exactMatch
anonychia with flexural pigmentation;anonychia with flexural pigmentation;exactMatch
anonychia-ectrodactyly;anonychia-ectrodactyly;exactMatch
anonychia-onychodystrophy with brachydactyly  iia B and ectrodactyly;anonychia-onychodystrophy with brachydactyly  iia B and ectrodactyly;exactMatch
anonychia-onychodystrophy with hypoplasia or absence of distal phalanges;anonychia-onychodystrophy with hypoplasia or absence of distal phalanges;exactMatch
anonychia-onychodystrophy with hypoplasia or absence of distal phalanges;cooks syndrome;exactMatch
nail disorder, nonsyndromic congenital, 6;Nail disorder, nonsyndromic congenital;broadMatch
nail disorder, nonsyndromic congenital, 6;anonychia, partial;exactMatch
nail disorder, nonsyndromic congenital, 6;anonychia/hyponychia and onychodystrophy;exactMatch
nail disorder, nonsyndromic congenital, 6;nail disorder, nonsyndromic congenital, 6;exactMatch
anorectal anomalies;anorectal anomalies;exactMatch
anosmia, isolated congenital;anosmia, congenital;exactMatch
anosmia, isolated congenital;anosmia, isolated congenital;exactMatch
anterior segment dysgenesis 1;Anterior segment dysgenesis;broadMatch
anterior segment dysgenesis 1;anterior segment dysgenesis 1;exactMatch
anterior segment dysgenesis 1;anterior segment mesenchymal dysgenesis;exactMatch
anterior segment dysgenesis 1;anterior segment ocular dysgenesis;exactMatch
antipyrine metabolism;antipyrine metabolism;exactMatch
antiphospholipid syndrome, familial;antiphospholipid syndrome, familial;exactMatch
antiphospholipid syndrome, familial;lupus anticoagulant, familial;exactMatch
antiviral state repressor, regulator of;antiviral state repressor, regulator of;exactMatch
townes-brocks syndrome 1;Townes-Brocks syndrome;broadMatch
townes-brocks syndrome 1;anus, imperforate, with hand, foot, and ear anomalies;exactMatch
townes-brocks syndrome 1;deafness, sensorineural, with imperforate anus and thumb anomalies;exactMatch
townes-brocks syndrome 1;rear syndrome;exactMatch
townes-brocks syndrome 1;renal-ear-anal-radial syndrome;exactMatch
townes-brocks syndrome 1;townes-brocks syndrome 1;exactMatch
townes-brocks syndrome 1;townes-brocks-branchiootorenal-like syndrome;exactMatch
aortic arch anomaly with peculiar facies and mental retardation;aortic arch anomaly with peculiar facies and mental retardation;exactMatch
aortic arch interruption, facial palsy, and retinal coloboma;aortic arch interruption, facial palsy, and retinal coloboma;exactMatch
aplasia cutis congenita, nonsyndromic;aplasia cutis congenita, nonsyndromic;exactMatch
aplasia cutis congenita, nonsyndromic;congenital defect of skull and scalp;exactMatch
aplasia cutis congenita, nonsyndromic;scalp defect, congenital;exactMatch
apnea, central sleep;apnea, central sleep;exactMatch
apnea, obstructive sleep;apnea, obstructive sleep;exactMatch
apnea, obstructive sleep;obstructive sleep apnea syndrome;exactMatch
apnea, obstructive sleep;osa;exactMatch
apnea, obstructive sleep;sleep apnea/hypopnea syndrome;exactMatch
appendicitis, proneness to;appendicitis, proneness to;exactMatch
arbitrary restriction polymorphism 1;anonymous restriction polymorphism 1;exactMatch
arbitrary restriction polymorphism 1;arbitrary restriction polymorphism 1;exactMatch
arbitrary restriction polymorphism 1;arp-14a;exactMatch
arbitrary restriction polymorphism 1;restriction fragment length polymorphism 14a;exactMatch
arbitrary restriction polymorphism 1;rflp-14a;exactMatch
arcus corneae;arcus corneae;exactMatch
arcus corneae;arcus senilis;exactMatch
arcus corneae;corneal arcus;exactMatch
arm folding preference;arm folding preference;exactMatch
arms, malformation of;arms, malformation of;exactMatch
arrhythmogenic right ventricular dysplasia, familial, 1;Arrhythmogenic right ventricular dysplasia;broadMatch
arrhythmogenic right ventricular dysplasia, familial, 1;arrhythmogenic right ventricular cardiomyopathy 1;exactMatch
arrhythmogenic right ventricular dysplasia, familial, 1;arrhythmogenic right ventricular dysplasia, familial, 1;exactMatch
arrhythmogenic right ventricular dysplasia, familial, 1;cardiomyopathy, right ventricular dilated;exactMatch
arrhythmogenic right ventricular dysplasia, familial, 1;uhl anomaly;exactMatch
arteries, anomalies of;arteries, anomalies of;exactMatch
arteriovenous malformations of the brain;arteriovenous malformations of the brain;exactMatch
arteriovenous malformations of the brain;bavm;exactMatch
arteriovenous malformations of the brain;cerebral arteriovenous malformations;exactMatch
