head;tail;relation
tick-borne encephalitis;west-Siberian encephalitis;exactMatch
monogenic disease;genetic disease;broadMatch
Powassan encephalitis;viral infectious disease;broadMatch
erythema multiforme;skin disease;broadMatch
Argentine hemorrhagic fever;viral infectious disease;broadMatch
Bolivian hemorrhagic fever;viral infectious disease;broadMatch
Venezuelan hemorrhagic fever;viral infectious disease;broadMatch
Brazilian hemorrhagic fever;viral infectious disease;broadMatch
Chapare hemorrhagic fever;viral infectious disease;broadMatch
Whitewater Arroyo hemorrhagic fever;viral infectious disease;broadMatch
Korean hemorrhagic fever;hemorrhagic fever with renal syndrome;broadMatch
nephropathia epidemica;hemorrhagic fever with renal syndrome;broadMatch
lujo hemorrhagic fever;viral infectious disease;broadMatch
Epstein-Barr virus hepatitis;viral hepatitis;broadMatch
swine influenza;influenza;broadMatch
Lambert-Eaton myasthenic syndrome;neuromuscular junction disease;broadMatch
Lambert-Eaton myasthenic syndrome;LEMS;exactMatch
polycystic echinococcosis;echinococcosis;broadMatch
polycystic echinococcosis;human polycystic hydatid disease;exactMatch
polycystic echinococcosis;neotropical echinococcosis;exactMatch
selective IgM deficiency disease;dysgammaglobulinemia;broadMatch
primary amebic meningoencephalitis;parasitic protozoa infectious disease;broadMatch
primary amebic meningoencephalitis;Naegleria fowleri infection;exactMatch
granulomatous amebic encephalitis;parasitic protozoa infectious disease;broadMatch
granulomatous amebic encephalitis;Acanthamoeba encephalitis;exactMatch
granulomatous amebic encephalitis;Acanthamoeba granulomatous encephalitis;exactMatch
granulomatous amebic encephalitis;Granulomatous Amebic Encephalitis due to Acanthamoeba;exactMatch
granulomatous amebic encephalitis;granulomatous amoebic encephalitis;exactMatch
philophthalmiasis;parasitic helminthiasis infectious disease;broadMatch
coenurosis;parasitic helminthiasis infectious disease;broadMatch
mesocestoidiasis;parasitic helminthiasis infectious disease;broadMatch
acanthocephaliasis;parasitic helminthiasis infectious disease;broadMatch
angiostrongyliasis;parasitic helminthiasis infectious disease;broadMatch
baylisascariasis;parasitic helminthiasis infectious disease;broadMatch
dioctophymiasis;parasitic helminthiasis infectious disease;broadMatch
thelaziasis;parasitic helminthiasis infectious disease;broadMatch
tungiasis;parasitic ectoparasitic infectious disease;broadMatch
ophthalmomyiasis;myiasis;broadMatch
basidiobolomycosis;subcutaneous mycosis;broadMatch
conidiobolomycosis;subcutaneous mycosis;broadMatch
penicilliosis;opportunistic mycosis;broadMatch
fusariosis;opportunistic mycosis;broadMatch
trichosporonosis;opportunistic mycosis;broadMatch
parasitic Ichthyosporea infectious disease;parasitic infectious disease;broadMatch
primary systemic mycosis;systemic mycosis;broadMatch
aniseikonia;refractive error;broadMatch
Alkhurma hemorrhagic fever;Kyasanur forest disease;broadMatch
congenital hypothyroidism;hypothyroidism;broadMatch
LADD syndrome;autosomal dominant disease;broadMatch
LADD syndrome;LEVY-HOLLISTER SYNDROME;exactMatch
LADD syndrome;lacrimoauriculodentodigital syndrome;exactMatch
enlarged vestibular aqueduct;vestibular disease;broadMatch
bradyopsia;retinal disease;broadMatch
bradyopsia;prolonged electroretinal response suppression;exactMatch
hypophosphatemia;phosphorus metabolism disease;broadMatch
primary bacterial infectious disease;bacterial infectious disease;broadMatch
commensal bacterial infectious disease;bacterial infectious disease;broadMatch
opportunistic bacterial infectious disease;bacterial infectious disease;broadMatch
foodborne botulism;botulism;broadMatch
wound botulism;botulism;broadMatch
infant botulism;botulism;broadMatch
glandular tularemia;tularemia;broadMatch
typhoidal tularemia;tularemia;broadMatch
nonpapillary renal cell carcinoma;hereditary renal cell carcinoma;broadMatch
Carrion's disease;bartonellosis;broadMatch
Carrion's disease;Carrion disease;exactMatch
Carrion's disease;Oroya fever;exactMatch
complement factor I deficiency;complement deficiency;broadMatch
complement factor I deficiency;C3 INACTIVATOR DEFICIENCY;exactMatch
complement factor I deficiency;COMPLEMENT COMPONENT 3 INACTIVATOR DEFICIENCY;exactMatch
familial adenomatous polyposis;autosomal dominant disease;broadMatch
familial adenomatous polyposis;adenomatous polyposis of the colon;exactMatch
restless legs syndrome;central nervous system disease;broadMatch
restless legs syndrome;WED;exactMatch
restless legs syndrome;Willis-Ekbom disease;exactMatch
restless legs syndrome;Wittmaack-Ekbom syndrome;exactMatch
Stevens-Johnson syndrome;skin disease;broadMatch
xeroderma pigmentosum;autosomal recessive disease;broadMatch
nonepidermolytic palmoplantar keratoderma;palmoplantar keratosis;broadMatch
nonepidermolytic palmoplantar keratoderma;Thost-Unna Syndrome;exactMatch
nonepidermolytic palmoplantar keratoderma;Unna-Thost Syndrome;exactMatch
nonepidermolytic palmoplantar keratoderma;diffuse nonepidermolytic palmomplantar keratoderma;exactMatch
nonepidermolytic palmoplantar keratoderma;tylosis;exactMatch
Hailey-Hailey disease;pemphigus;broadMatch
Hailey-Hailey disease;BENIGN CHRONIC PEMPHIGUS;exactMatch
Hailey-Hailey disease;Pemphigus, Benign Familial;exactMatch
multiple endocrine neoplasia type 2A;autosomal dominant disease;broadMatch
multiple endocrine neoplasia type 2A;MEN2A;exactMatch
multiple endocrine neoplasia type 2A;Sipple syndrome;exactMatch
multiple endocrine neoplasia type 2A;multiple endocrine neoplasia II;exactMatch
arrhythmogenic right ventricular cardiomyopathy;intrinsic cardiomyopathy;broadMatch
arrhythmogenic right ventricular cardiomyopathy;ARVC;exactMatch
arrhythmogenic right ventricular cardiomyopathy;ARVC cardiomyopathy;exactMatch
arrhythmogenic right ventricular cardiomyopathy;ARVD;exactMatch
arrhythmogenic right ventricular cardiomyopathy;arrhythmogenic right ventricular dysplasia;exactMatch
arrhythmogenic right ventricular cardiomyopathy;arrhythmogenic right ventricular dysplasia/cardiomyopathy;exactMatch
Asperger syndrome;autism spectrum disorder;broadMatch
fatal familial insomnia;prion disease;broadMatch
Andersen-Tawil syndrome;long QT syndrome;broadMatch
Andersen-Tawil syndrome;ANDERSEN CARDIODYSRHYTHMIC PERIODIC PARALYSIS;exactMatch
Andersen-Tawil syndrome;ATS;exactMatch
Andersen-Tawil syndrome;Andersen syndrome ;exactMatch
Andersen-Tawil syndrome;LQT7;exactMatch
Andersen-Tawil syndrome;Long QT syndrome 7;exactMatch
Andersen-Tawil syndrome;Potassium-Sensitive Cardiodysrhythmic Type;exactMatch
mulibrey nanism;autosomal recessive disease;broadMatch
mulibrey nanism;Muscle-Liver-Brain-Eye Nanism;exactMatch
mulibrey nanism;PERICARDIAL CONSTRICTION AND GROWTH FAILURE;exactMatch
mulibrey nanism;Perheentupa Syndrome;exactMatch
Danon disease;lysosomal storage disease;broadMatch
Danon disease;ANTOPOL DISEASE;exactMatch
Danon disease;PSEUDOGLYCOGENOSIS II;exactMatch
Frasier syndrome;autosomal dominant disease;broadMatch
Usher syndrome;autosomal recessive disease;broadMatch
familial partial lipodystrophy;lipodystrophy;broadMatch
familial partial lipodystrophy;Dunnigan Syndrome;exactMatch
familial partial lipodystrophy;Koberling-Dunnigan Syndrome;exactMatch
mucosulfatidosis;sphingolipidosis;broadMatch
mucosulfatidosis;Sulfatidosis, Juvenile, Austin Type;exactMatch
mucosulfatidosis;multiple sulfatase deficiency disease;exactMatch
infantile Refsum disease;peroxisomal disease;broadMatch
infantile Refsum disease;infantile phytanic acid storage disease;exactMatch
X-linked hypophosphatemic rickets;rickets;broadMatch
X-linked hypophosphatemic rickets;Hypophosphatemia, Vitamin D-Resistant Rickets;exactMatch
X-linked hypophosphatemic rickets;Rickets, Vitamin D-Resistant;exactMatch
X-linked hypophosphatemic rickets;Vitamin D-Resistant Rickets, X-Linked;exactMatch
X-linked hypophosphatemic rickets;X-linked hypophosphatemia;exactMatch
X-linked hypophosphatemic rickets;hypophosphatemic rickets X-linked dominant;exactMatch
hereditary mucosal leukokeratosis;skin disease;broadMatch
hereditary mucosal leukokeratosis;white sponge nevus;exactMatch
hereditary mucosal leukokeratosis;white sponge nevus of Cannon;exactMatch
pachyonychia congenita;autosomal dominant disease;broadMatch
pachyonychia congenita;Jackson-Lawler Type Pachyonychia Congenita;exactMatch
pachyonychia congenita;Jadassohn-Lewandowsky Syndrome;exactMatch
pachyonychia congenita;PACHYONYCHIA CONGENITA, JADASSOHN-LEWANDOWSKY TYPE;exactMatch
pachyonychia congenita;Pachyonychia Congenita Type 1;exactMatch
Gitelman syndrome;renal tubular transport disease;broadMatch
Gitelman syndrome;HYPOMAGNESEMIA-HYPOKALEMIA, PRIMARY RENOTUBULAR, WITH HYPOCALCIURIA;exactMatch
Brugada syndrome;heart conduction disease;broadMatch
mevalonic aciduria;peroxisomal disease;broadMatch
mevalonic aciduria;Mevalonate Kinase Deficiency;exactMatch
lissencephaly;congenital nervous system abnormality;broadMatch
periventricular nodular heterotopia;congenital nervous system abnormality;broadMatch
periventricular nodular heterotopia;periventricular heterotopia;exactMatch
Buruli ulcer disease;primary bacterial infectious disease;broadMatch
Buruli ulcer disease;Bairnsdale ulcer;exactMatch
Buruli ulcer disease;Daintree ulcer;exactMatch
Buruli ulcer disease;Mossman ulcer;exactMatch
Buruli ulcer disease;Searl ulcer;exactMatch
Buruli ulcer disease;Searle's ulcer;exactMatch
Sertoli cell-only syndrome;male infertility;broadMatch
Sertoli cell-only syndrome;DEL CASTILLO SYNDROME;exactMatch
Sertoli cell-only syndrome;Germinal Cell Aplasia;exactMatch
juvenile myelomonocytic leukemia;myelodysplastic/myeloproliferative neoplasm;broadMatch
hyperphosphatemia;phosphorus metabolism disease;broadMatch
Wolf-Hirschhorn syndrome;chromosomal deletion syndrome;broadMatch
Wolf-Hirschhorn syndrome;4p deletion syndrome;exactMatch
Wolf-Hirschhorn syndrome;PITT SYNDROME;exactMatch
Wolf-Hirschhorn syndrome;Pitt-Rogers-Danks Syndrome;exactMatch
Wolf-Hirschhorn syndrome;chromosome 4p16.3 deletion syndrome;exactMatch
aspartylglucosaminuria;lysosomal storage disease;broadMatch
aspartylglucosaminuria;ASPARTYLGLUCOSAMINIDASE DEFICIENCY;exactMatch
aspartylglucosaminuria;GLYCOSYLASPARAGINASE DEFICIENCY;exactMatch
aspartylglucosaminuria;aspartylglycosaminuria;exactMatch
Antley-Bixler syndrome;autosomal recessive disease;broadMatch
Antley-Bixler syndrome;trapezoidocephaly-synostosis syndrome;exactMatch
campomelic dysplasia;osteochondrodysplasia;broadMatch
campomelic dysplasia;Acampomelic Campomelic Dysplasia;exactMatch
Farber lipogranulomatosis;lipid storage disease;broadMatch
Farber lipogranulomatosis;Acid Ceramidase Deficiency;exactMatch
Farber lipogranulomatosis;Farber Disease;exactMatch
Farber lipogranulomatosis;N-LAURYLSPHINGOSINE DEACYLASE DEFICIENCY;exactMatch
Muir-Torre syndrome;Lynch syndrome;broadMatch
Loeys-Dietz syndrome;autosomal dominant disease;broadMatch
erythrokeratodermia variabilis;skin disease;broadMatch
erythrokeratodermia variabilis;Erythrokeratodermia Figurata Variabilis;exactMatch
erythrokeratodermia variabilis;Greither Disease;exactMatch
yellow nail syndrome;syndrome;broadMatch
Costello syndrome;autosomal dominant disease;broadMatch
Costello syndrome;FCS SYNDROME;exactMatch
Costello syndrome;Faciocutaneoskeletal Syndrome;exactMatch
Donohue syndrome;autosomal recessive disease;broadMatch
Donohue syndrome;Leprechaunism;exactMatch
Carney complex;autosomal dominant disease;broadMatch
Carney complex;Carney Complex, Type 1;exactMatch
Carney complex;Carney Complex, Type 2;exactMatch
Carney complex;Carney Syndrome;exactMatch
Carney complex;Carney complex variant;exactMatch
Carney complex;LAMB Syndrome;exactMatch
Carney complex;NAME Syndrome;exactMatch
monilethrix;autosomal dominant disease;broadMatch
Alstrom syndrome;autosomal recessive disease;broadMatch
Netherton syndrome;autosomal recessive disease;broadMatch
Weill-Marchesani syndrome;autosomal genetic disease;broadMatch
Weill-Marchesani syndrome;GEMSS syndrome;exactMatch
Weill-Marchesani syndrome;Marchesani-Weill Syndrome;exactMatch
Weill-Marchesani syndrome;Mesodermal Dysmorphodystrophy, Congenital;exactMatch
Weill-Marchesani syndrome;Spherophakia Brachymorphia Syndrome;exactMatch
Weill-Marchesani syndrome;congenital mesodermal dystrophy;exactMatch
Barth syndrome;lipid metabolism disorder;broadMatch
Barth syndrome;3-methylglutaconicaciduria type 2;exactMatch
Barth syndrome;3-methylglutaconicaciduria type II;exactMatch
Barth syndrome;MGA Type 2;exactMatch
Barth syndrome;MGA type II;exactMatch
Liddle syndrome;renal tubular transport disease;broadMatch
Liddle syndrome;Liddle's syndrome;exactMatch
Liddle syndrome;Pseudoaldosteronism;exactMatch
epidemic typhus;typhus;broadMatch
epidemic typhus;sylvatic typhus;exactMatch
endemic typhus;typhus;broadMatch
endemic typhus;Rat-Flea Typhus;exactMatch
endemic typhus;Rickettsia felis spotted fever;exactMatch
endemic typhus;Urban Typhus of Malaya;exactMatch
endemic typhus;cat flea rickettsiosis;exactMatch
endemic typhus;fleaborne typhus;exactMatch
endemic typhus;murine typhus;exactMatch
endemic typhus;toulon typhus;exactMatch
endemic typhus;urban typhus;exactMatch
aneruptive fever;spotted fever;broadMatch
aneruptive fever;Rickettsia helvetica spotted fever;exactMatch
sennetsu fever;primary bacterial infectious disease;broadMatch
sennetsu fever;Sennetsu ehrlichiosis;exactMatch
exanthem;skin disease;broadMatch
exanthem;Rash;exactMatch
exanthem;exanthema;exactMatch
bacterial exanthem;exanthem;broadMatch
early congenital syphilis;congenital syphilis;broadMatch
multinodular goiter;goiter;broadMatch
parenchymatous neurosyphilis;tertiary neurosyphilis;broadMatch
meningovascular neurosyphilis;tertiary neurosyphilis;broadMatch
exanthema subitum;viral infectious disease;broadMatch
exanthema subitum;Roseola Infantum;exactMatch
exanthema subitum;Sixth Disease;exactMatch
variola major;smallpox;broadMatch
spinal polio;paralytic poliomyelitis;broadMatch
bulbospinal polio;paralytic poliomyelitis;broadMatch
paralytic poliomyelitis;poliomyelitis;broadMatch
O'nyong'nyong fever;viral infectious disease;broadMatch
Barmah Forest virus disease;viral infectious disease;broadMatch
Ross River fever;viral infectious disease;broadMatch
Ross River fever;Ross River virus disease;exactMatch
Oropouche fever;viral infectious disease;broadMatch
Balkan hemorrhagic fever;hemorrhagic fever with renal syndrome;broadMatch
adult T-cell leukemia;T-cell leukemia;broadMatch
adult T-cell leukemia;Adult T-cell leukemia/lymphoma;exactMatch
maturity-onset diabetes of the young;genetic disease;broadMatch
maturity-onset diabetes of the young;MODY;exactMatch
maturity-onset diabetes of the young;Mason-type diabetes;exactMatch
Gamstorp-Wohlfart syndrome;syndrome;broadMatch
Gamstorp-Wohlfart syndrome;autosomal recessive neuromyotonia and axonal neuropathy;exactMatch
Gamstorp-Wohlfart syndrome;myokymia, myotonia and muscle wasting;exactMatch
nonphotosensitive trichothiodystrophy;autosomal recessive disease;broadMatch
nonphotosensitive trichothiodystrophy;AMISH BRITTLE HAIR BRAIN SYNDROME;exactMatch
nonphotosensitive trichothiodystrophy;BIDS SYNDROME;exactMatch
nonphotosensitive trichothiodystrophy;HAIR-BRAIN SYNDROME;exactMatch
adult spinal muscular atrophy;survival motor neuron spinal muscular atrophy;broadMatch
adult spinal muscular atrophy;SPINAL MUSCULAR ATROPHY, ADULT FORM;exactMatch
adult spinal muscular atrophy;SPINAL MUSCULAR ATROPHY, TYPE IV;exactMatch
intermediate spinal muscular atrophy;survival motor neuron spinal muscular atrophy;broadMatch
intermediate spinal muscular atrophy;MUSCULAR ATROPHY, SPINAL, INFANTILE CHRONIC FORM;exactMatch
intermediate spinal muscular atrophy;MUSCULAR ATROPHY, SPINAL, INTERMEDIATE TYPE;exactMatch
congenital stationary night blindness;night blindness;broadMatch
congenital stationary night blindness;congenital essential nyctalopia;exactMatch
exudative vitreoretinopathy;retinal vascular disease;broadMatch
exudative vitreoretinopathy;FEVR;exactMatch
exudative vitreoretinopathy;familial exudative vitreoretinopathy;exactMatch
posterior polar cataract;cataract;broadMatch
posterior polar cataract;CATARACT, POSTERIOR POLAR;exactMatch
Charcot-Marie-Tooth disease type 1;Charcot-Marie-Tooth disease;broadMatch
Charcot-Marie-Tooth disease type 1;hereditary motor and sensory neuropathy type 1;exactMatch
Charcot-Marie-Tooth disease type 2;Charcot-Marie-Tooth disease;broadMatch
Charcot-Marie-Tooth disease type 2;hereditary motor and sensory neuropathy Guadalajara neuronal type;exactMatch
Charcot-Marie-Tooth disease type 2;hereditary motor and sensory neuropathy Okinawa type;exactMatch
Charcot-Marie-Tooth disease type 2;hereditary motor and sensory neuropathy type 2;exactMatch
Charcot-Marie-Tooth disease type 3;Charcot-Marie-Tooth disease;broadMatch
Charcot-Marie-Tooth disease type 3;DEJERINE-SOTTAS NEUROPATHY;exactMatch
Charcot-Marie-Tooth disease type 3;DEJERINE-SOTTAS SYNDROME;exactMatch
Charcot-Marie-Tooth disease type 4;Charcot-Marie-Tooth disease;broadMatch
Charcot-Marie-Tooth disease type 4;hereditary motor and sensory neuropathy;exactMatch
Charcot-Marie-Tooth disease type X;Charcot-Marie-Tooth disease;broadMatch
Charcot-Marie-Tooth disease type X;COWCK;exactMatch
Charcot-Marie-Tooth disease type X;Cowchock syndrome;exactMatch
Charcot-Marie-Tooth disease intermediate type;Charcot-Marie-Tooth disease;broadMatch
Charcot-Marie-Tooth disease intermediate type;Charcot-Marie-Tooth disease dominant intermediate;exactMatch
Charcot-Marie-Tooth disease intermediate type;Charcot-Marie-Tooth disease recessive intermediate;exactMatch
hypermethioninemia;amino acid metabolic disorder;broadMatch
visceral heterotaxy;physical disorder;broadMatch
visceral heterotaxy;heterotaxia;exactMatch
visceral heterotaxy;situs ambiguus;exactMatch
congenital adrenal insufficiency;adrenal gland disease;broadMatch
congenital adrenal insufficiency;ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIAL OR COMPLETE;exactMatch
congenital adrenal insufficiency;P450scc DEFICIENCY;exactMatch
familial medullary thyroid carcinoma;thyroid medullary carcinoma;broadMatch
familial medullary thyroid carcinoma;THYROID CARCINOMA, FAMILIAL MEDULLARY;exactMatch
hereditary sensory neuropathy;neuropathy;broadMatch
hereditary sensory neuropathy;congenital insensitivity to pain;exactMatch
hereditary sensory neuropathy;familial dysautonomia, type II;exactMatch
hereditary sensory neuropathy;hereditary sensory and autonomic neuropathy;exactMatch
Saldino-Noonan syndrome;syndrome;broadMatch
Saldino-Noonan syndrome;type I short rib polydactyly syndrome;exactMatch
JMP syndrome;autosomal recessive disease;broadMatch
JMP syndrome;JOINT CONTRACTURES, MUSCULAR ATROPHY, MICROCYTIC ANEMIA, AND PANNICULITIS-INDUCED LIPODYSTROPHY;exactMatch
X-linked sideroblastic anemia with ataxia;sideroblastic anemia;broadMatch
X-linked sideroblastic anemia with ataxia;Anemia sideroblastic and spinocerebellar ataxia;exactMatch
X-linked sideroblastic anemia with ataxia;X-linked sideroblastic anemia and ataxia;exactMatch
congenital muscular dystrophy;muscular dystrophy;broadMatch
Ullrich congenital muscular dystrophy;congenital muscular dystrophy;broadMatch
Ullrich congenital muscular dystrophy;ULLRICH DISEASE;exactMatch
Ullrich congenital muscular dystrophy;Ullrich scleroatonic muscular dystrophy;exactMatch
Fukuyama congenital muscular dystrophy;congenital muscular dystrophy;broadMatch
Walker-Warburg syndrome;congenital muscular dystrophy;broadMatch
Walker-Warburg syndrome;HARD syndrome;exactMatch
Walker-Warburg syndrome;cerebroocular dysplasia-muscular dystrophy syndrome;exactMatch
Lennox-Gastaut syndrome;childhood electroclinical syndrome;broadMatch
Lennox-Gastaut syndrome;Lennox syndrome;exactMatch
West syndrome;infancy electroclinical syndrome;broadMatch
nonsyndromic deafness;auditory system disease;broadMatch
nonsyndromic deafness;nonsyndromic hearing loss;exactMatch
nonsyndromic deafness;nonsyndromic hereditary hearing loss;exactMatch
autosomal dominant nonsyndromic deafness;nonsyndromic deafness;broadMatch
autosomal dominant nonsyndromic deafness;autosomal dominant deafness;exactMatch
autosomal recessive nonsyndromic deafness;nonsyndromic deafness;broadMatch
X-linked nonsyndromic deafness;nonsyndromic deafness;broadMatch
X-linked nonsyndromic deafness;X-linked deafness;exactMatch
orofacial cleft;physical disorder;broadMatch
spondylocostal dysostosis;dysostosis;broadMatch
spondylocostal dysostosis;Jarcho-Levin syndrome;exactMatch
spondylocostal dysostosis;spondylocostal dysostosis, autosomal recessive 3 ;exactMatch
spondylocostal dysostosis;spondylothoracic dysostosis;exactMatch
spondylocostal dysostosis;spondylothoracic dysplasia;exactMatch
Seckel syndrome;autosomal recessive disease;broadMatch
Seckel syndrome;Harper's syndrome;exactMatch
Seckel syndrome;Virchow-Seckel dwarfism;exactMatch
Seckel syndrome;bird-headed dwarfism;exactMatch
Seckel syndrome;microcephalic primordial dwarfism;exactMatch
congenital disorder of glycosylation type I;congenital disorder of glycosylation;broadMatch
congenital disorder of glycosylation type I;ALG1-CDG (CDG-1k);exactMatch
congenital disorder of glycosylation type I;ALG11-CDG (CDG-1p);exactMatch
congenital disorder of glycosylation type I;ALG12-CDG (CDG-1g);exactMatch
congenital disorder of glycosylation type I;ALG2-CDG (CDG-1i);exactMatch
congenital disorder of glycosylation type I;ALG3-CDG (CDG-1d);exactMatch
congenital disorder of glycosylation type I;ALG6-CDG (CDG-1c);exactMatch
congenital disorder of glycosylation type I;ALG8-CDG (CDG-1h);exactMatch
congenital disorder of glycosylation type I;ALG9-CDG (CDG-1l);exactMatch
congenital disorder of glycosylation type I;DOLK-CDG (CDG-1m);exactMatch
congenital disorder of glycosylation type I;DPAGT1-CDG (CDG-1j);exactMatch
congenital disorder of glycosylation type I;DPM1-CDG (CDG-1e);exactMatch
congenital disorder of glycosylation type I;DPM2-CDG (CDG-1u);exactMatch
congenital disorder of glycosylation type I;DPM3-CDG (CDG-1o);exactMatch
congenital disorder of glycosylation type I;MPDU1-CDG (CDG-1f);exactMatch
congenital disorder of glycosylation type I;MPI-CDG (CDG-1b);exactMatch
congenital disorder of glycosylation type I;PMM2-CDG (CDG-1a);exactMatch
congenital disorder of glycosylation type I;RFT1-CDG (CDG-1n);exactMatch
