head;tail;relation
Skeletal muscle structure of pelvis (body structure);Pelvic muscle;exactMatch
Skeletal muscle structure of lower limb (body structure);Muscle of lower extremity;exactMatch
Skeletal muscle structure of lower limb (body structure);Muscle structure of lower limb;exactMatch
Structure of laryngeal aspect of aryepiglottic fold (body structure);Aryepiglottic fold structure (body structure);broadMatch
Structure of laryngeal aspect of aryepiglottic fold (body structure);Laryngeal aspect of aryepiglottic fold;exactMatch
Structure of hypopharyngeal aspect of interarytenoid fold (body structure);Interarytenoid fold structure (body structure);broadMatch
Structure of hypopharyngeal aspect of interarytenoid fold (body structure);Hypopharyngeal aspect of interarytenoid fold;exactMatch
Structure of laryngeal aspect of interarytenoid fold (body structure);Interarytenoid fold structure (body structure);broadMatch
Structure of laryngeal aspect of interarytenoid fold (body structure);Laryngeal aspect of interarytenoid fold;exactMatch
Main bronchus structure (body structure);Bronchial structure (body structure);broadMatch
Main bronchus structure (body structure);Main bronchus;exactMatch
Structure of vein of trunk (body structure);Vein of trunk;exactMatch
Structure of gingival mucous membrane (body structure);Gingival mucosa;exactMatch
Structure of gingival mucous membrane (body structure);Gingival mucous membrane;exactMatch
Edema of lower extremity (finding);Edema of lower limb;exactMatch
Edema of lower extremity (finding);Oedema of lower limb;exactMatch
Edema of knee (finding);Knee edema;exactMatch
Edema of knee (finding);Knee oedema;exactMatch
Edema of foot (finding);Foot edema;exactMatch
Edema of foot (finding);Foot oedema;exactMatch
Edema of foot (finding);Pedal edema;exactMatch
Edema of foot (finding);Pedal oedema;exactMatch
Prostate specific antigen (substance);P-30 antigen;exactMatch
Prostate specific antigen (substance);PSA - prostate specific antigen;exactMatch
Prostate specific antigen (substance);Semenogelase;exactMatch
Prostate specific antigen (substance);Seminin;exactMatch
Sebaceous gland structure (body structure);Sebaceous gland;exactMatch
Squamous cell carcinoma, spindle cell (morphologic abnormality);Malignant squamous tumor, primary (morphologic abnormality);broadMatch
Squamous cell carcinoma, spindle cell (morphologic abnormality);Epidermoid carcinoma - spindle cell;exactMatch
Squamous cell carcinoma, spindle cell (morphologic abnormality);Epidermoid carcinoma, spindle cell;exactMatch
Squamous cell carcinoma, spindle cell (morphologic abnormality);Squamous cell carcinoma - spindle cell;exactMatch
Squamous cell carcinoma, spindle cell (morphologic abnormality);Squamous cell carcinoma, sarcomatoid;exactMatch
Giant pigmented nevus (morphologic abnormality);Melanocytic neoplasm of uncertain behavior (morphologic abnormality);broadMatch
Giant pigmented nevus (morphologic abnormality);Congenital giant pigmented naevus;exactMatch
Giant pigmented nevus (morphologic abnormality);Congenital giant pigmented nevus;exactMatch
Giant pigmented nevus (morphologic abnormality);Intermediate and giant congenital naevus;exactMatch
Giant pigmented nevus (morphologic abnormality);Intermediate and giant congenital nevus;exactMatch
11-oxycorticosteroid (substance);Corticosteroid and corticosteroid derivative (substance);broadMatch
11-oxycorticosteroid (substance);11-oxycorticosterone;exactMatch
11-oxycorticosteroid (substance);11-oxysteroid;exactMatch
Stucco keratosis (morphologic abnormality);Seborrheic keratosis (morphologic abnormality);broadMatch
Endometriotic cyst (morphologic abnormality);Chocolate cyst;exactMatch
Endometriotic cyst (morphologic abnormality);Endometrioma;exactMatch
Pedunculated polyp (morphologic abnormality);Polyp (morphologic abnormality);broadMatch
Subcutaneous panniculitic T-cell lymphoma (morphologic abnormality);Subcutaneous panniculitic T-cell lymphoma;exactMatch
Intestinal T-cell lymphoma (morphologic abnormality);Enteropathy associated T-cell lymphoma;exactMatch
Intestinal T-cell lymphoma (morphologic abnormality);Enteropathy-type T-cell lymphoma;exactMatch
"Acute myeloid leukemia with abnormal marrow eosinophils and inv(16)(p13q22) or t(16;16)(p13;q22) (morphologic abnormality)";"Acute myeloid leukaemia with abnormal marrow eosinophils and inv(16)(p13q22) or t(16;16)(p13;q22)";exactMatch
"Acute myeloid leukemia with abnormal marrow eosinophils and inv(16)(p13q22) or t(16;16)(p13;q22) (morphologic abnormality)";Acute myeloid leukaemia, CBF-beta/MYH11;exactMatch
"Acute myeloid leukemia with abnormal marrow eosinophils and inv(16)(p13q22) or t(16;16)(p13;q22) (morphologic abnormality)";Acute myeloid leukaemia, inv(16)(p13q22);exactMatch
"Acute myeloid leukemia with abnormal marrow eosinophils and inv(16)(p13q22) or t(16;16)(p13;q22) (morphologic abnormality)";"Acute myeloid leukaemia, t(16;16)(p13;q22)";exactMatch
"Acute myeloid leukemia with abnormal marrow eosinophils and inv(16)(p13q22) or t(16;16)(p13;q22) (morphologic abnormality)";"Acute myeloid leukemia with abnormal marrow eosinophils and inv(16)(p13q22) or t(16;16)(p13;q22)";exactMatch
"Acute myeloid leukemia with abnormal marrow eosinophils and inv(16)(p13q22) or t(16;16)(p13;q22) (morphologic abnormality)";Acute myeloid leukemia, CBF-beta/MYH11;exactMatch
"Acute myeloid leukemia with abnormal marrow eosinophils and inv(16)(p13q22) or t(16;16)(p13;q22) (morphologic abnormality)";Acute myeloid leukemia, inv(16)(p13q22);exactMatch
"Acute myeloid leukemia with abnormal marrow eosinophils and inv(16)(p13q22) or t(16;16)(p13;q22) (morphologic abnormality)";"Acute myeloid leukemia, t(16;16)(p13;q22)";exactMatch
"Acute myeloid leukemia with abnormal marrow eosinophils and inv(16)(p13q22) or t(16;16)(p13;q22) (morphologic abnormality)";Acute myelomonocytic leukaemia with abnormal eosinophils;exactMatch
"Acute myeloid leukemia with abnormal marrow eosinophils and inv(16)(p13q22) or t(16;16)(p13;q22) (morphologic abnormality)";Acute myelomonocytic leukaemia with eosinophils;exactMatch
"Acute myeloid leukemia with abnormal marrow eosinophils and inv(16)(p13q22) or t(16;16)(p13;q22) (morphologic abnormality)";Acute myelomonocytic leukemia with abnormal eosinophils;exactMatch
"Acute myeloid leukemia with abnormal marrow eosinophils and inv(16)(p13q22) or t(16;16)(p13;q22) (morphologic abnormality)";Acute myelomonocytic leukemia with eosinophils;exactMatch
"Acute myeloid leukemia with abnormal marrow eosinophils and inv(16)(p13q22) or t(16;16)(p13;q22) (morphologic abnormality)";FAB M4E;exactMatch
Acute myeloid leukemia, minimal differentiation (morphologic abnormality);Acute myeloid leukemia - category (morphologic abnormality);broadMatch
Acute myeloid leukemia, minimal differentiation (morphologic abnormality);Acute granulocytic leukaemia, minimal differentiation;exactMatch
Acute myeloid leukemia, minimal differentiation (morphologic abnormality);Acute granulocytic leukemia, minimal differentiation;exactMatch
Acute myeloid leukemia, minimal differentiation (morphologic abnormality);Acute myeloblastic leukaemia, minimal differentiation;exactMatch
Acute myeloid leukemia, minimal differentiation (morphologic abnormality);Acute myeloblastic leukemia, minimal differentiation;exactMatch
Acute myeloid leukemia, minimal differentiation (morphologic abnormality);Acute myelocytic leukaemia, minimal differentiation;exactMatch
Acute myeloid leukemia, minimal differentiation (morphologic abnormality);Acute myelocytic leukemia, minimal differentiation;exactMatch
Acute myeloid leukemia, minimal differentiation (morphologic abnormality);Acute myelogenous leukaemia, minimal differentiation;exactMatch
Acute myeloid leukemia, minimal differentiation (morphologic abnormality);Acute myelogenous leukemia, minimal differentiation;exactMatch
Acute myeloid leukemia, minimal differentiation (morphologic abnormality);FAB M0;exactMatch
Acute myeloid leukemia without maturation (morphologic abnormality);Acute myeloid leukemia - category (morphologic abnormality);broadMatch
Acute myeloid leukemia without maturation (morphologic abnormality);Acute granulocytic leukaemia without maturation;exactMatch
Acute myeloid leukemia without maturation (morphologic abnormality);Acute granulocytic leukemia without maturation;exactMatch
Acute myeloid leukemia without maturation (morphologic abnormality);Acute myeloblastic leukaemia without maturation;exactMatch
Acute myeloid leukemia without maturation (morphologic abnormality);Acute myeloblastic leukemia without maturation;exactMatch
Acute myeloid leukemia without maturation (morphologic abnormality);Acute myelocytic leukaemia without maturation;exactMatch
Acute myeloid leukemia without maturation (morphologic abnormality);Acute myelocytic leukemia without maturation;exactMatch
Acute myeloid leukemia without maturation (morphologic abnormality);Acute myelogenous leukaemia without maturation;exactMatch
Acute myeloid leukemia without maturation (morphologic abnormality);Acute myelogenous leukemia without maturation;exactMatch
Acute myeloid leukemia without maturation (morphologic abnormality);FAB M1;exactMatch
Acute myeloid leukemia with maturation (morphologic abnormality);Acute myeloid leukemia - category (morphologic abnormality);broadMatch
Acute myeloid leukemia with maturation (morphologic abnormality);Acute granulocytic leukaemia with maturation;exactMatch
Acute myeloid leukemia with maturation (morphologic abnormality);Acute granulocytic leukemia with maturation;exactMatch
Acute myeloid leukemia with maturation (morphologic abnormality);Acute myeloblastic leukaemia with maturation;exactMatch
Acute myeloid leukemia with maturation (morphologic abnormality);Acute myeloblastic leukemia with maturation;exactMatch
Acute myeloid leukemia with maturation (morphologic abnormality);Acute myelocytic leukaemia with maturation;exactMatch
Acute myeloid leukemia with maturation (morphologic abnormality);Acute myelocytic leukemia with maturation;exactMatch
Acute myeloid leukemia with maturation (morphologic abnormality);Acute myelogenous leukaemia with maturation;exactMatch
Acute myeloid leukemia with maturation (morphologic abnormality);Acute myelogenous leukemia with maturation;exactMatch
Acute myeloid leukemia with maturation (morphologic abnormality);FAB M2;exactMatch
Meibomian adenocarcinoma (morphologic abnormality);Primary malignant adenomatous neoplasm (morphologic abnormality);broadMatch
Papillary carcinoma in situ (morphologic abnormality);Squamous carcinoma in situ - category (morphologic abnormality);broadMatch
Sweat gland structure (body structure);Sudoriferous gland;exactMatch
Sweat gland structure (body structure);Sweat gland;exactMatch
Structure of pigmented layer of ciliary body (body structure);Layer of ciliary epithelium (body structure);broadMatch
Structure of pigmented layer of ciliary body (body structure);Pigmented layer of ciliary body;exactMatch
Operation on omentum (procedure);Surgical procedure on omentum;exactMatch
Secondary squamous cell carcinoma of lung (disorder);Squamous cell carcinoma metastatic to lung;exactMatch
Secondary undifferentiated large cell carcinoma of lung (disorder);Undifferentiated large cell cancer metastatic to lung;exactMatch
Squamous cell carcinoma of vagina (disorder);Squamous cell cancer of vagina;exactMatch
Calcification of lung (disorder);Pulmonary mineralisation;exactMatch
Calcification of lung (disorder);Pulmonary mineralization;exactMatch
Gonarthrosis of left knee due to and following trauma (disorder);Post-traumatic gonarthrosis of left knee;exactMatch
Gonarthrosis of right knee due to and following trauma (disorder);Post-traumatic gonarthrosis of right knee;exactMatch
Interarytenoid fold structure (body structure);Interarytenoid fold;exactMatch
Substance (substance);Substances;exactMatch
Injury of musculoskeletal system (disorder);Musculoskeletal injury;exactMatch
Disease caused by Retroviridae (disorder);Disease caused by Retroviridae;exactMatch
Disease caused by Retroviridae (disorder);Retrovirus infection;exactMatch
Disease caused by superfamily Thelazioidea (disorder);Disease caused by superfamily Thelazioidea;exactMatch
Infection caused by chordate (disorder);Infection caused by chordate;exactMatch
Skin disorder due to physical agent AND/OR foreign substance (disorder);Disorder of skin (disorder);broadMatch
Skin disorder due to physical agent AND/OR foreign substance (disorder);Skin reaction to mechanical, thermal and radiation stimuli;exactMatch
Disorder of connective tissue (disorder);Connective tissue disease;exactMatch
Congenital skeletal dysplasia (disorder);Congenital skeletal dysplasia;exactMatch
Congenital skeletal dysplasia (disorder);Osteochondrodysplasia;exactMatch
Congenital skeletal dysplasia (disorder);Osteodysplasia;exactMatch
Disorder of biliary tract (disorder);Disease of biliary system;exactMatch
Acquired renal cystic disease (disorder);Acquired renal cyst;exactMatch
Maternal AND/OR fetal condition affecting labor AND/OR delivery (disorder);Disorder of labor and delivery;exactMatch
Maternal AND/OR fetal condition affecting labor AND/OR delivery (disorder);Disorder of labour and delivery;exactMatch
Maternal AND/OR fetal condition affecting labor AND/OR delivery (disorder);Maternal AND/OR fetal condition affecting labour AND/OR delivery;exactMatch
Delivery AND/OR maternal condition affecting management (disorder);Maternal AND/OR fetal condition affecting labor AND/OR delivery (disorder);broadMatch
Musculoskeletal finding (finding);Musculoskeletal observation;exactMatch
Musculoskeletal finding (finding);Musculoskeletal system observation;exactMatch
Muscle finding (finding);Muscle observation;exactMatch
Respiratory finding (finding);Respiratory observation;exactMatch
Respiratory finding (finding);Respiratory observations;exactMatch
Respiratory finding (finding);Respiratory system observation;exactMatch
Cardiovascular finding (finding);CVS - Cardiovascular observations;exactMatch
Cardiovascular finding (finding);Cardiovascular observations;exactMatch
Cardiovascular finding (finding);General cardiovascular observations;exactMatch
Skin finding (finding);Skin observation;exactMatch
Fetal finding (finding);Fetal observation;exactMatch
Fetal finding (finding);Foetal observation;exactMatch
Endocrine finding (finding);Endocrine observation;exactMatch
Immunologic substance (substance);Biological substance (substance);broadMatch
Fibrous dysplasia of bone (disorder);Jaffe-Lichtenstein syndrome;exactMatch
Fibrous dysplasia of bone (disorder);Osteitis fibrosa;exactMatch
Adjectival modifier (qualifier value);Descriptor (qualifier value);broadMatch
Topographical modifier (qualifier value);Adjectival modifier (qualifier value);broadMatch
General adjectival modifier (qualifier value);Adjectival modifier (qualifier value);broadMatch
General clinical stage for disease AND/OR neoplasm (qualifier value);Qualifier value (qualifier value);broadMatch
Histologic grading differentiation AND/OR behavior (qualifier value);General clinical stage for disease AND/OR neoplasm (qualifier value);broadMatch
Bronchitis caused by chemical (disorder);Bronchitis caused by chemical;exactMatch
Solitary plasmacytoma of bone (morphologic abnormality);Plasmacytoma - category (morphologic abnormality);broadMatch
Solitary plasmacytoma of bone (morphologic abnormality);Plasma cell tumor;exactMatch
Solitary plasmacytoma of bone (morphologic abnormality);Plasma cell tumour;exactMatch
Solitary plasmacytoma of bone (morphologic abnormality);Plasmacytoma of bone;exactMatch
Solitary plasmacytoma of bone (morphologic abnormality);Solitary myeloma;exactMatch
Solitary plasmacytoma of bone (morphologic abnormality);Solitary plasmacytoma;exactMatch
Solitary plasmacytoma of bone (morphologic abnormality);Solitary plasmacytoma of bone;exactMatch
Congenital mandibular hyperplasia (disorder);Mandibular macrognathia;exactMatch
Congenital mandibular hyperplasia (disorder);Mandibular macrognathism;exactMatch
Class Secernentea (organism);Phylum Nemata (organism);broadMatch
Order Spirurida (organism);Class Secernentea (organism);broadMatch
Order Spirurida (organism);Spirurida;exactMatch
Superfamily Thelazioidea (organism);Order Spirurida (organism);broadMatch
Nodule of skin of left upper limb (finding);Nodule of skin of left arm;exactMatch
Nodule of skin of left upper limb (finding);Nodule of skin of left upper extremity;exactMatch
Nodule of skin of left lower limb (finding);Nodule of skin of left leg;exactMatch
Nodule of skin of left lower limb (finding);Nodule of skin of left lower extremity;exactMatch
Nodule of skin of right lower limb (finding);Nodule of skin of right leg;exactMatch
Nodule of skin of right lower limb (finding);Nodule of skin of right lower extremity;exactMatch
Nodule of skin of right upper limb (finding);Nodule of skin of right arm;exactMatch
Nodule of skin of right upper limb (finding);Nodule of skin of right upper extremity;exactMatch
Mucinous adenofibroma (morphologic abnormality);Mucinous cystadenofibroma;exactMatch
Primary mucinous cystadenocarcinoma of right ovary (disorder);Primary mucinous cystadenocarcinoma of right ovary;exactMatch
Primary mucinous cystadenocarcinoma of left ovary (disorder);Primary mucinous cystadenocarcinoma of left ovary;exactMatch
Order Siluriformes (organism);Superclass Osteichthyes (organism);broadMatch
Order Siluriformes (organism);Order Siluriformes;exactMatch
Primary endometrioid carcinoma of right ovary (disorder);Primary endometrioid carcinoma of right ovary;exactMatch
Primary endometrioid carcinoma of left ovary (disorder);Primary endometrioid carcinoma of left ovary;exactMatch
Atypical hyperplasia of lactiferous duct of right breast (disorder);Atypical hyperplasia of lactiferous duct of right breast;exactMatch
Atypical hyperplasia of lactiferous duct of left breast (disorder);Atypical hyperplasia of lactiferous duct of left breast;exactMatch
Hyperplasia of lactiferous duct of right breast (disorder);Ductal hyperplasia of right breast;exactMatch
Hyperplasia of lactiferous duct of left breast (disorder);Ductal hyperplasia of left breast;exactMatch
Order Gadiformes (organism);Superclass Osteichthyes (organism);broadMatch
Inflammation of cervix in pregnancy (disorder);Cervicitis in pregnancy;exactMatch
Malignant neoplastic disease in mother complicating childbirth (disorder);Cancer in childbirth;exactMatch
Inflammation of joint of left shoulder region (disorder);Inflammation of joint of left shoulder region;exactMatch
Inflammation of joint of right shoulder region (disorder);Inflammation of joint of right shoulder region;exactMatch
Inflammation of joints of bilateral shoulder regions (disorder);Arthritis of joints of bilateral shoulders;exactMatch
Inflammation of joints of bilateral shoulder regions (disorder);Arthritis of joints of both shoulders;exactMatch
Arthritis of bilateral elbows (disorder);Arthritis of bilateral elbows;exactMatch
Arthritis of bilateral elbows (disorder);Arthritis of both elbows;exactMatch
Bilateral arthritis of hip (disorder);Bilateral coxitis;exactMatch
Arthritis of left hip (disorder);Left coxitis;exactMatch
Arthritis of right hip (disorder);Right coxitis;exactMatch
Arthritis of bilateral ankle (disorder);Arthritis of bilateral ankle;exactMatch
Arthritis of bilateral feet (disorder);Arthritis of bilateral feet;exactMatch
Arthritis of left sacroiliac joint (disorder);Inflammation of left sacroiliac joint;exactMatch
Arthritis of left sacroiliac joint (disorder);Left sacroiliitis;exactMatch
Arthritis of right sacroiliac joint (disorder);Inflammation of right sacroiliac joint;exactMatch
Arthritis of right sacroiliac joint (disorder);Right sacroiliitis;exactMatch
Fetal thrombocytopenia (disorder);Foetal thrombocytopenia;exactMatch
Embryonal rest AND/OR persistent embryonic structure (morphologic abnormality);Morphologically abnormal structure (morphologic abnormality);broadMatch
Mechanical abnormality (morphologic abnormality);Morphologically abnormal structure (morphologic abnormality);broadMatch
Fluid disturbance (morphologic abnormality);Mechanical abnormality (morphologic abnormality);broadMatch
Degenerative abnormality (morphologic abnormality);Morphologically abnormal structure (morphologic abnormality);broadMatch
Cellular AND/OR subcellular abnormality (morphologic abnormality);Morphologically abnormal structure (morphologic abnormality);broadMatch
Chromosomal morphology (morphologic abnormality);Cellular AND/OR subcellular abnormality (morphologic abnormality);broadMatch
Fibrosis AND/OR repair abnormality (morphologic abnormality);Lesion (morphologic abnormality);broadMatch
Non-seminomatous germ cell neoplasm of testis (disorder);Nonseminomatous germ cell tumor of testis;exactMatch
Non-seminomatous germ cell neoplasm of testis (disorder);Nonseminomatous germ cell tumour of testis;exactMatch
Mixed squamous cell and glandular papilloma (morphologic abnormality);Complex epithelial tumor;exactMatch
Mixed squamous cell and glandular papilloma (morphologic abnormality);Complex epithelial tumour;exactMatch
Paraganglioma, benign (morphologic abnormality);Paraganglioma and glomus tumor;exactMatch
Paraganglioma, benign (morphologic abnormality);Paraganglioma and glomus tumour;exactMatch
Bone cyst of right femur (disorder);Right femur bone cyst;exactMatch
Primary malignant mixed Mullerian neoplasm of endometrium (disorder);Primary malignant Mullerian mixed tumor of endometrium;exactMatch
Primary malignant mixed Mullerian neoplasm of endometrium (disorder);Primary malignant Mullerian mixed tumour of endometrium;exactMatch
Surgical procedure on lower extremity (procedure);Operative procedure on lower extremity;exactMatch
High-grade non-invasive papillary urothelial carcinoma (morphologic abnormality);Papillary transitional cell carcinoma, non-invasive (morphologic abnormality);broadMatch
High-grade non-invasive papillary urothelial carcinoma (morphologic abnormality);High-grade non-invasive papillary urothelial carcinoma;exactMatch
Secondary squamous cell carcinoma of liver (disorder);Squamous cell carcinoma metastatic to liver;exactMatch
Adenoid cystic carcinoma of left lacrimal gland (disorder);Adenoid cystic carcinoma of left lacrimal gland;exactMatch
Adenoid cystic carcinoma of right lacrimal gland (disorder);Adenoid cystic carcinoma of right lacrimal gland;exactMatch
Primary angiosarcoma of left upper limb (disorder);Primary angiosarcoma of left upper extremity;exactMatch
Primary angiosarcoma of left hip region (disorder);Primary angiosarcoma of left hip;exactMatch
Primary angiosarcoma of left lower limb (disorder);Primary angiosarcoma of left lower extremity;exactMatch
Primary angiosarcoma of right upper limb (disorder);Primary angiosarcoma of right upper extremity;exactMatch
Primary angiosarcoma of right hip region (disorder);Primary angiosarcoma of right hip;exactMatch
Primary angiosarcoma of right lower limb (disorder);Primary angiosarcoma of right lower extremity;exactMatch
Benign neoplasm of bone of left lower limb (disorder);Benign neoplasm of left leg bone;exactMatch
Benign neoplasm of bone of right lower limb (disorder);Benign neoplasm of right leg bone;exactMatch
Benign neoplasm of skin of left upper limb (disorder);Benign neoplasm of skin of left upper extremity;exactMatch
Operative procedure on small intestine (procedure);Small intestine operation;exactMatch
Benign neoplasm of skin of left lower limb (disorder);Benign neoplasm of skin of left lower extremity;exactMatch
Benign neoplasm of skin of right upper limb (disorder);Benign neoplasm of skin of right upper extremity;exactMatch
Benign neoplasm of skin of right lower limb (disorder);Benign neoplasm of skin of right lower extremity;exactMatch
Operative procedure on rectum AND/OR anus (procedure);Rectal and anal operations;exactMatch
Primary chondrosarcoma of bone of left upper limb (disorder);Primary chondrosarcoma of bone of left upper extremity;exactMatch
Primary chondrosarcoma of bone of left lower limb (disorder);Primary chondrosarcoma of bone of left lower extremity;exactMatch
Primary chondrosarcoma of bone of right upper limb (disorder);Primary chondrosarcoma of bone of right upper extremity;exactMatch
Primary chondrosarcoma of bone of right lower limb (disorder);Primary chondrosarcoma of bone of right lower extremity;exactMatch
Congenital pigmented melanocytic nevus of skin of left upper limb (disorder);Congenital pigmented melanocytic naevus of skin of left upper extremity;exactMatch
Congenital pigmented melanocytic nevus of skin of left upper limb (disorder);Congenital pigmented melanocytic nevus of skin of left upper extremity;exactMatch
Congenital pigmented melanocytic nevus of skin of left lower limb (disorder);Congenital pigmented melanocytic naevus of skin of left lower extremity;exactMatch
Congenital pigmented melanocytic nevus of skin of left lower limb (disorder);Congenital pigmented melanocytic nevus of skin of left lower extremity;exactMatch
Congenital pigmented melanocytic nevus of skin of right upper limb (disorder);Congenital pigmented melanocytic naevus of skin of right upper extremity;exactMatch
Congenital pigmented melanocytic nevus of skin of right upper limb (disorder);Congenital pigmented melanocytic nevus of skin of right upper extremity;exactMatch
Congenital pigmented melanocytic nevus of skin of right lower limb (disorder);Congenital pigmented melanocytic naevus of skin of right lower extremity;exactMatch
Congenital pigmented melanocytic nevus of skin of right lower limb (disorder);Congenital pigmented melanocytic nevus of skin of right lower extremity;exactMatch
Dermatofibroma of left upper limb (disorder);Dermatofibroma of left arm;exactMatch
Dermatofibroma of right upper limb (disorder);Dermatofibroma of right arm;exactMatch
Dysplastic nevus of skin of left upper limb (disorder);Dysplastic naevus of left arm;exactMatch
Dysplastic nevus of skin of left upper limb (disorder);Dysplastic nevus of left arm;exactMatch
Dysplastic nevus of skin of left lower limb (disorder);Dysplastic naevus of left leg;exactMatch
Dysplastic nevus of skin of left lower limb (disorder);Dysplastic nevus of left leg;exactMatch
Dysplastic nevus of skin of right upper limb (disorder);Dysplastic naevus of right arm;exactMatch
Dysplastic nevus of skin of right upper limb (disorder);Dysplastic nevus of right arm;exactMatch
Dysplastic nevus of skin of right lower limb (disorder);Dysplastic naevus of right leg;exactMatch
Dysplastic nevus of skin of right lower limb (disorder);Dysplastic nevus of right leg;exactMatch
Epidermal nevus of skin of left lower limb (disorder);Epidermal naevus of skin of left lower extremity;exactMatch
Epidermal nevus of skin of left lower limb (disorder);Epidermal nevus of skin of left lower extremity;exactMatch
Epidermal nevus of skin of right lower limb (disorder);Epidermal naevus of skin of right lower extremity;exactMatch
Epidermal nevus of skin of right lower limb (disorder);Epidermal nevus of skin of right lower extremity;exactMatch
Primary Ewing sarcoma of bone of left upper limb (disorder);Primary Ewing sarcoma of bone of left upper extremity;exactMatch
Primary Ewing sarcoma of bone of left upper limb (disorder);Primary Ewing's sarcoma of left upper limb;exactMatch
Primary Ewing sarcoma of bone of left foot (disorder);Primary Ewing's sarcoma of left foot;exactMatch
Primary Ewing sarcoma of bone of left lower limb (disorder);Primary Ewing sarcoma of bone of left lower extremity;exactMatch
Primary Ewing sarcoma of bone of left lower limb (disorder);Primary Ewing's sarcoma of bone of left lower limb;exactMatch
Primary Ewing sarcoma of bone of right upper limb (disorder);Primary Ewing sarcoma of bone of right upper extremity;exactMatch
Primary Ewing sarcoma of bone of right upper limb (disorder);Primary Ewing's sarcoma of right upper limb;exactMatch
Primary Ewing sarcoma of bone of right foot (disorder);Primary Ewing's sarcoma of right foot;exactMatch
Primary Ewing sarcoma of bone of right lower limb (disorder);Primary Ewing sarcoma of bone of right lower extremity;exactMatch
Primary Ewing sarcoma of bone of right lower limb (disorder);Primary Ewing's sarcoma of bone of right lower limb;exactMatch
Infiltrating duct carcinoma of left female breast (disorder);Invasive ductal carcinoma of left female breast;exactMatch
Infiltrating duct carcinoma of right female breast (disorder);Invasive ductal carcinoma of right female breast;exactMatch
Primary leiomyosarcoma of left upper limb (disorder);Primary leiomyosarcoma of left upper extremity;exactMatch
Primary leiomyosarcoma of left hip region (disorder);Primary leiomyosarcoma of left hip;exactMatch
Primary leiomyosarcoma of left lower limb (disorder);Primary leiomyosarcoma of left lower extremity;exactMatch
Primary leiomyosarcoma of left shoulder region (disorder);Primary leiomyosarcoma of left shoulder;exactMatch
Primary leiomyosarcoma of right upper limb (disorder);Primary leiomyosarcoma of right upper extremity;exactMatch
Primary leiomyosarcoma of right hip region (disorder);Primary leiomyosarcoma of right hip;exactMatch
Primary leiomyosarcoma of right lower limb (disorder);Primary leiomyosarcoma of right lower extremity;exactMatch
