head;tail;relation
salivary gland disease;salivary gland disease;exactmatch
age related macular degeneration;age-related macular degeneration;exactmatch
epidemic pleurodynia;bamble disease;exactmatch
tethered spinal cord syndrome;spinal dysraphism;exactmatch
hypospadias;familial hypospadias;exactmatch
rickettsialpox;rickettsia akari spotted fever;exactmatch
fundus albipunctatus;retinitis punctata albescens ;exactmatch
gilles de la tourette syndrome;tourette syndrome;exactmatch
mitral valve insufficiency;congenital mitral regurgitation;exactmatch
congenital aphakia;aphakia, congenital primary;exactmatch
diphtheria;corynebacterium infection;exactmatch
endometriosis of ovary;ovarian endometriosis;exactmatch
allergic cutaneous vasculitis;autoimmune hypersensitivity angiitis;exactmatch
pseudotumor cerebri;idiopathic intracranial hypertension;exactmatch
autonomic nervous system disease;autonomic nervous system disorder;exactmatch
polydactyly;postaxial polydactyly;exactmatch
horner's syndrome;horner syndrome;exactmatch
cardiac tamponade;pericardial tamponade;exactmatch
budd-chiari syndrome;hepatic vein thrombosis;exactmatch
arcus senilis;corneal arcus;exactmatch
fissured tongue;tongue, fissured;exactmatch
adie syndrome;adie's syndrome;exactmatch
bowman's membrane folds or rupture;bowman membrane folds or rupture;exactmatch
fuchs' endothelial dystrophy;fced;exactmatch
chondrocalcinosis;calcium pyrophosphate deposition disease;exactmatch
frey syndrome;baillarger syndrome;exactmatch
pericardium cancer;malignant neoplasm of pericardium;exactmatch
penile cancer;malignant neoplasm of body of penis;exactmatch
cicatricial pemphigoid;benign mucous membrane pemphigoid;exactmatch
phlebotomus fever;pappataci fever;exactmatch
gingival recession;localized gingival recession;exactmatch
sarcoma;connective and soft tissue neoplasm;exactmatch
adhesive otitis media;chronic adhesive otitis media;exactmatch
pertussis;bordetella infection;exactmatch
respiratory failure;chronic respiratory failure;exactmatch
anogenital venereal wart;genital wart virus infectious disease;exactmatch
esophageal varix;bleeding esophageal varices;exactmatch
parathyroid gland disease;disease of parathyroid glands;exactmatch
primary hyperparathyroidism;familial primary hyperparathyroidism;exactmatch
angelucci's syndrome;angelucci syndrome;exactmatch
small intestine diverticulitis;diverticulosis of small intestine with hemorrhage;exactmatch
spondyloarthropathy;spondylarthrosis;exactmatch
typhus;endemic flea-borne typhus;exactmatch
pneumocystosis;pneumocystis jirovecii pneumonia;exactmatch
cat-scratch disease;debre's syndrome;exactmatch
ornithosis;psittacosis;exactmatch
chlamydia;chlamydia trachomatis infectious disease;exactmatch
trachoma;active stage trachoma;exactmatch
hemorrhagic fever with renal syndrome;hfrs;exactmatch
plummer's disease;plummer disease;exactmatch
vertebral artery occlusion;occlusion and stenosis of vertebral artery;exactmatch
sarcoidosis;boeck sarcoid;exactmatch
lemierre's syndrome;lemierre syndrome;exactmatch
rickets;vitamin d hydroxylation-deficient rickets;exactmatch
pleural tuberculosis;tuberculous pleurisy in primary progressive tuberculosis;exactmatch
pre-eclampsia;hypertension induced by pregnancy;exactmatch
nephronophthisis 18;nphp18;exactmatch
nephronophthisis 7;nphp7;exactmatch
nephronophthisis-like nephropathy 1;nphpl1;exactmatch
nephronophthisis 11;nphp11;exactmatch
nephronophthisis 12;nphp12;exactmatch
nephronophthisis 9;nphp9;exactmatch
nephronophthisis 13;nphp13;exactmatch
nephronophthisis 14;nphp14;exactmatch
nephronophthisis 15;nphp15;exactmatch
nephronophthisis 16;nphp16;exactmatch
nephronophthisis 19;nphp19;exactmatch
nephronophthisis 3;nph3;exactmatch
nephronophthisis 20;nphp20;exactmatch
focal segmental glomerulosclerosis 1;fsgs1;exactmatch
focal segmental glomerulosclerosis 2;fsgs2;exactmatch
focal segmental glomerulosclerosis 5;fsgs5;exactmatch
focal segmental glomerulosclerosis 6;fsgs6;exactmatch
focal segmental glomerulosclerosis 7;fsgs7;exactmatch
focal segmental glomerulosclerosis 8;fsgs8;exactmatch
focal segmental glomerulosclerosis 9;fsgs9;exactmatch
congenital generalized lipodystrophy type 1;bscl1;exactmatch
nephronophthisis 4;nphp4;exactmatch
nephronophthisis 2;nph2;exactmatch
congenital generalized lipodystrophy type 3;bscl3;exactmatch
maturity-onset diabetes of the young type 5;cakut with diabetes;exactmatch
fanconi anemia complementation group p;fancp;exactmatch
fanconi anemia complementation group q;fancq;exactmatch
fanconi anemia complementation group n;fancn;exactmatch
fanconi anemia complementation group a;fanca;exactmatch
fanconi anemia complementation group o;fanco;exactmatch
fanconi anemia complementation group j;fancj;exactmatch
fanconi anemia complementation group b;fa2;exactmatch
maturity-onset diabetes of the young type 1;mody type 1;exactmatch
maturity-onset diabetes of the young type 2;mody glucokinase-related;exactmatch
maturity-onset diabetes of the young type 3;mody type 3;exactmatch
nephronophthisis 1;nph1;exactmatch
maturity-onset diabetes of the young type 4;mody type 4;exactmatch
maturity-onset diabetes of the young type 6;mody type 6;exactmatch
maturity-onset diabetes of the young type 8;mody type 8;exactmatch
maturity-onset diabetes of the young type 7;mody7;exactmatch
maturity-onset diabetes of the young type 9;mody9;exactmatch
maturity-onset diabetes of the young type 10;mody10;exactmatch
maturity-onset diabetes of the young type 11;mody11;exactmatch
maturity-onset diabetes of the young type 13;mody type 13;exactmatch
maturity-onset diabetes of the young type 14;mody14;exactmatch
congenital generalized lipodystrophy type 2;berardinelli-seip congenital lipodystrophy type 2;exactmatch
congenital generalized lipodystrophy type 4;bscl4;exactmatch
intellectual disability;mental retardation, autosomal recessive 15;exactmatch
hirschsprung's disease;hirschsprung disease;exactmatch
caplan's syndrome;caplan syndrome;exactmatch
yaws;bouba;exactmatch
pneumonic plague;primary pneumonic plague;exactmatch
chronic lymphocytic leukemia;b-cell chronic lymphocytic leukemia;exactmatch
klippel-feil syndrome;klippel-feil deformity, deafness and facial asymmetry;exactmatch
mooren's ulcer;mooren ulcer;exactmatch
tonsillitis;chronic tonsillitis;exactmatch
common cold;acute viral rhinopharyngitis;exactmatch
nasopharyngitis;chronic nasopharyngitis;exactmatch
dressler's syndrome;dressler syndrome;exactmatch
prostate lymphoma;lymphoma of prostate;exactmatch
stomach cancer;ca greater curvature of stomach;exactmatch
supine hypotensive syndrome;antepartum maternal hypotension syndrome;exactmatch
oculocerebrorenal syndrome;lowe oculocerebrorenal syndrome;exactmatch
late yaws;gummatous frambeside;exactmatch
early yaws;bone and joint yaws lesion;exactmatch
metachromatic leukodystrophy;mld;exactmatch
retinitis pigmentosa;pericentral pigmentary retinopathy;exactmatch
krabbe disease;globoid cell leukoencephalopathy;exactmatch
adrenoleukodystrophy;bronze schilder disease;exactmatch
silicosis;silicotuberculosis;exactmatch
prostate cancer;hereditary prostate cancer;exactmatch
intestinal infectious disease;bacterial enteritis;exactmatch
diphyllobothriasis;fish tapeworm;exactmatch
sensorineural hearing loss;high-frequency hearing loss;exactmatch
multiple endocrine neoplasia type 2b;men2b;exactmatch
multiple endocrine neoplasia type 1;wermer syndrome;exactmatch
duodenum cancer;duodenal neoplasm;exactmatch
migraine with aura;classic migraine;exactmatch
late congenital syphilis;juvenile neurosyphilis;exactmatch
dysplastic nevus syndrome;familial atypical multiple mole-melanoma;exactmatch
skin amelanotic melanoma;skin amelanotic malignant melanoma;exactmatch
hymenolepiasis;dwarf tapeworm infection ;exactmatch
cysticercosis;neurocysticercosis;exactmatch
heart conduction disease;heart rhythm disease;exactmatch
hyperpigmentation of eyelid;dyspigmentation of eyelid;exactmatch
keratoconus;conical cornea;exactmatch
meckel's diverticulum cancer;meckel diverticulum cancer;exactmatch
ileum cancer;ileal neoplasm;exactmatch
skin lipoma;cutaneous lipomatous tumor;exactmatch
dermatomyositis;dermatopolymyositis;exactmatch
brown's tendon sheath syndrome;brown tendon sheath syndrome;exactmatch
thalassemia;thalassemia hb-s disease with crisis;exactmatch
ehrlichiosis;human ehrlichiosis;exactmatch
palindromic rheumatism;hench's syndrome;exactmatch
familial hyperlipidemia;familial hyperlipoproteinemia;exactmatch
fanconi anemia complementation group r;fancr;exactmatch
heart cancer;malignant neoplasm of heart;exactmatch
childhood disintegrative disease;heller's syndrome;exactmatch
active cochleovestibular meniere's disease;active cochleovestibular meniere disease;exactmatch
active vestibular meniere's disease;active vestibular meniere disease;exactmatch
active cochlear meniere's disease;active cochlear meniere disease;exactmatch
tetanus neonatorum;neonatal tetanus;exactmatch
osteopetrosis;albers-schonberg disease;exactmatch
purulent labyrinthitis;bacterial labyrinthitis;exactmatch
paranasal sinus lymphoma;lymphoma of paranasal sinus;exactmatch
eclampsia;postpartum eclampsia;exactmatch
vaginal carcinosarcoma;malignant vaginal mixed epithelial and mesenchymal tumor;exactmatch
fanconi anemia;fanconi pancytopenia;exactmatch
uterine corpus adenomatoid tumor;uterine corpus localized epithelial mesothelioma;exactmatch
anodontia;developmental absence of tooth;exactmatch
hepatic infarction;infarct of liver;exactmatch
pthirus pubis infestation;crabs;exactmatch
addison's disease;addison disease;exactmatch
endometrial cancer;endometrial neoplasm;exactmatch
inclusion conjunctivitis;adult inclusion conjunctivitis;exactmatch
pharyngoconjunctival fever;pharyngo-conjunctival fever;exactmatch
fox-fordyce disease;fox fordyce disease;exactmatch
familial hypercholesterolemia;hyperbetalipoproteinemia;exactmatch
proteus syndrome;wiedemann's syndrome;exactmatch
coccidioidomycosis;primary extrapulmonary coccidioidomycosis;exactmatch
alexia;acquired dyslexia;exactmatch
acute cystitis;urinary tract infection;exactmatch
eumycotic mycetoma;eumycetoma;exactmatch
jaccoud's syndrome;jaccoud syndrome;exactmatch
moyamoya disease;progressive intracranial arterial occlusion;exactmatch
paronychia;onychia and paronychia of finger;exactmatch
focal segmental glomerulosclerosis;focal glomerular sclerosis;exactmatch
severe pre-eclampsia;severe pre-eclampsia, with delivery;exactmatch
hordeolum externum;external stye;exactmatch
werdnig-hoffmann disease;hmn (hereditary motor neuropathy) proximal type i;exactmatch
esophageal candidiasis;esophageal thrush;exactmatch
brain cancer;adult brain tumor;exactmatch
megaloblastic anemia;grasbeck-imerslund syndrome;exactmatch
retinal dystrophies primarily involving bruch's membrane;retinal dystrophies primarily involving bruch membrane;exactmatch
behcet's disease;behcet syndrome;exactmatch
diverticulitis of colon;colonic diverticular disease;exactmatch
intestinal tuberculosis;tuberculosis of intestine;exactmatch
vaginal mullerian papilloma;vaginal muellerian papilloma;exactmatch
scheuermann's disease;scheuermann's kyphosis;exactmatch
hyperinsulinemic hypoglycemia;nesidioblastosis;exactmatch
fibrodysplasia ossificans progressiva;stone man syndrome;exactmatch
kawasaki disease;mucocutaneous lymph node syndrome;exactmatch
lymphogranuloma venereum;durand-nicolas-favre disease;exactmatch
tangier disease;familial alpha-lipoprotein deficiency;exactmatch
sick sinus syndrome;sinus node infection;exactmatch
46 xy gonadal dysgenesis;46,xy sex reversal;exactmatch
mixed malaria;malaria by more than one parasite;exactmatch
parkinson's disease;parkinson disease;exactmatch
riedel's fibrosing thyroiditis;riedel fibrosing thyroiditis;exactmatch
systemic primary carnitine deficiency disease;carnitine transporter deficiency;exactmatch
parietal lobe neoplasm;malignant neoplasm of parietal lobe;exactmatch
machado-joseph disease;mjd;exactmatch
autosomal dominant cerebellar ataxia;spinocerebellar ataxia ;exactmatch
legg-calve-perthes disease;juvenile osteochondrosis of hip and pelvis;exactmatch
dipetalonemiasis;dipetalonema infectious disease;exactmatch
farmer's lung;farmer lung;exactmatch
pulmonary valve insufficiency;pulmonary incompetence;exactmatch
ureteral lymphoma;lymphoma of ureter;exactmatch
lipoid proteinosis;urbach-wiethe disease;exactmatch
niemann-pick disease;niemann-pick disease type a;exactmatch
candidal paronychia;candidiasis of skin;exactmatch
wagr syndrome;chromosome 11p13 deletion syndrome;exactmatch
argyll robertson pupil;argyll robertson phenomenon or pupil, nonsyphilitic;exactmatch
atrophic glossitis;smooth atrophic tongue;exactmatch
geographic tongue;benign migratory glossitis;exactmatch
disease of cellular proliferation;cell process disease;exactmatch
leopard syndrome;capute-rimoin-konigsmark-esterly-richardson syndrome;exactmatch
benign neonatal seizures;benign familial neonatal seizures;exactmatch
bird fancier's lung;bird fancier lung;exactmatch
epicondylitis;andrel epicondylitis;exactmatch
norum disease;lecithin:cholesterol acyltransferase deficiency;exactmatch
achromatopsia;achm;exactmatch
necrotizing ulcerative gingivitis;anug;exactmatch
urinary schistosomiasis;schistosoma hematobium infectious disease;exactmatch
cadasil;cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy;exactmatch
parasitic infectious disease;parasitemia;exactmatch
cleidocranial dysplasia;marie-sainton disease;exactmatch
autoimmune polyendocrine syndrome;autoimmune polyendocrinopathy;exactmatch
phaeohyphomycosis;phaehyphomycosis;exactmatch
boutonneuse fever;rickettsia conorii spotted fever;exactmatch
fragile x syndrome;fragile x mental retardation syndrome;exactmatch
anus cancer;anal cancer;exactmatch
toxic shock syndrome;toxic shock;exactmatch
multiple symmetric lipomatosis;lipodystrophy, cephalothoracic;exactmatch
bruton-type agammaglobulinemia;btk deficiency;exactmatch
hypophosphatasia;hypophospatasia, childhood;exactmatch
dihydropyrimidine dehydrogenase deficiency;thymine-uracilurea ;exactmatch
metabolic syndrome x;abdominal obesity-metabolic syndrome 1;exactmatch
azoospermia;spermatogenic failure;exactmatch
adult-onset still's disease;adult-onset still disease;exactmatch
tinea unguium;cellulitis and abscess of face;exactmatch
persistent fetal circulation syndrome;congenital alveolar capillary dysplasia with misalignment of pulmonary veins;exactmatch
subclavian steal syndrome;subclavian steal phenomenon;exactmatch
chagas disease;chagas' disease;exactmatch
tracheal lymphoma;lymphoma of the trachea;exactmatch
conn's syndrome;conn syndrome;exactmatch
allergic hypersensitivity disease;allergic disease;exactmatch
cryptococcosis;cryptococcal infection;exactmatch
dieulafoy lesion;dieulafoy lesion (hemorrhagic) of intestine;exactmatch
transient arthropathy;transient arthropathy involving forearm;exactmatch
pulmonary hemosiderosis;brown induration;exactmatch
hemosiderosis;haemosiderosis ;exactmatch
wegener's granulomatosis;wegener granulomatosis;exactmatch
alveolar echinococcosis;alveolococcosis;exactmatch
hypertrophic cardiomyopathy;familial hypertrophic cardiomyopathy;exactmatch
blessig's cysts;blessig cysts;exactmatch
goiter;goitre;exactmatch
common variable immunodeficiency;cvid;exactmatch
tinea corporis;dermatophytosis of the body;exactmatch
dengue disease;classic dengue;exactmatch
dengue hemorrhagic fever;dhf;exactmatch
filarial elephantiasis;elephantiasis of eyelid;exactmatch
oligohydramnios;antepartum oligohydramnios;exactmatch
primary biliary cirrhosis;biliary liver cirrhosis;exactmatch
female reproductive organ cancer;female reproductive cancer;exactmatch
botulism;botulism poisoning;exactmatch
coloboma;coloboma of eye;exactmatch
kohler's disease;kohler disease;exactmatch
neonatal diabetes mellitus;diabetes mellitus syndrome in newborn infant;exactmatch
hyperlipoproteinemia type iv;familial hypertriglyceridemia;exactmatch
distal muscular dystrophy;miyoshi muscular dystrophy;exactmatch
glycogen storage disease vii;glycogen storage disease type vii;exactmatch
myotonic dystrophy type 1;steinert disease;exactmatch
limb-girdle muscular dystrophy;erb's muscular dystrophy;exactmatch
cornelia de lange syndrome;de lange syndrome;exactmatch
emery-dreifuss muscular dystrophy;edmd;exactmatch
lyme disease;lyme neuroborreliosis;exactmatch
necrosis of ear ossicle;partial loss or necrosis of ear ossicles;exactmatch
esophagitis;acute esophagitis;exactmatch
degenerative myopia;pathological myopia;exactmatch
myopia;short-sightedness;exactmatch
clubfoot;congenital clubfoot;exactmatch
nephrotic syndrome;finnish congenital nephrosis;exactmatch
pick's disease;lobar atrophy of brain;exactmatch
peripheral nervous system neoplasm;nerve sheath tumors;exactmatch
tracheal cancer;tracheal neoplasm;exactmatch
head and neck cancer;head and neck tumours;exactmatch
creutzfeldt-jakob disease;creutzfeldt jacob syndrome;exactmatch
testicular lymphoma;lymphoma of the testis;exactmatch
paranoid schizophrenia;chronic paranoid schizophrenia;exactmatch
hereditary spherocytosis;spherocytic anemia;exactmatch
mucopolysaccharidosis i;hurler syndrome;exactmatch
friedreich ataxia;friedreich ataxia 1;exactmatch
capillary disease;disease of capillaries;exactmatch
nephronophthisis;medullary cystic disease;exactmatch
multiple epiphyseal dysplasia;polyepiphyseal dysplasia;exactmatch
choroid cancer;choroid neoplasm;exactmatch
migraine without aura;common migraine;exactmatch
mucopolysaccharidosis ii;hunter syndrome;exactmatch
mucopolysaccharidosis vi;mps vi - maroteaux-lamy syndrome;exactmatch
mucopolysaccharidosis iii;heparan sulfate sulfatase deficiency;exactmatch
sly syndrome;mps vii - sly syndrome;exactmatch
hyperprolactinemia;chiari-frommel syndrome;exactmatch
mucopolysaccharidosis iv;galactosamine-6-sulfatase deficiency;exactmatch
autistic disorder;autism;exactmatch
huntington's disease;huntington disease;exactmatch
choreatic disease;chorea;exactmatch
cardiovascular system disease;disease of subdivision of hemolymphoid system;exactmatch
neurodegenerative disease;degenerative disease;exactmatch
sjogren's syndrome;sjogren syndrome;exactmatch
dilated cardiomyopathy;primary dilated cardiomyopathy;exactmatch
poland syndrome;poland's syndactyly;exactmatch
ataxia telangiectasia;boder-sedgwick syndrome;exactmatch
hereditary hemorrhagic telangiectasia;osler hemorrhagic telangiectasia syndrome;exactmatch
vogt-koyanagi-harada disease;uveomeningoencephalitic syndrome;exactmatch
vulva cancer;vulvar neoplasm;exactmatch
dubin-johnson syndrome;chronic idiopathic jaundice;exactmatch
alcoholic hepatitis;acute alcoholic liver disease;exactmatch
graves' disease;grave's disease;exactmatch
malaria;induced malaria;exactmatch
bronchopneumonia;bronchial pneumonia;exactmatch
juvenile spinal muscular atrophy;type iii spinal muscular atrophy;exactmatch
shigellosis;shigella boydii infectious disease;exactmatch
intermittent explosive disorder;explosive personality disorder;exactmatch
pyromania;firesetting behavior;exactmatch
blood coagulation disease;postpartum coagulation defect;exactmatch
binocular vision disease;simultaneous visual perception without fusion;exactmatch
bell's palsy;bell palsy;exactmatch
trichuriasis;trichuris trichiura infection;exactmatch
von willebrand's disease;von willebrand disease;exactmatch
hemolytic-uremic syndrome;haemolytic-uraemic syndrome;exactmatch
idiopathic juvenile osteoporosis;juvenile osteoporosis;exactmatch
velocardiofacial syndrome;22q11 deletion syndrome;exactmatch
potter's syndrome;potter sequence;exactmatch
hypertrophic pyloric stenosis;congenital hypertrophic pyloric stenosis;exactmatch
hiatus hernia;hiatal hernia;exactmatch
fanconi anemia complementation group i;fanci;exactmatch
fanconi anemia complementation group d1;fad1;exactmatch
hypotrichosis 1;hhs;exactmatch
inflammatory bowel disease 13;ibd13;exactmatch
hereditary spastic paraplegia 77;spg77;exactmatch
hereditary spastic paraplegia 8;spg8;exactmatch
hereditary spastic paraplegia 9a;ad-spg9a;exactmatch
hereditary spastic paraplegia 9b;spg9b;exactmatch
usher syndrome type 1;us1;exactmatch
usher syndrome type 2;ush2;exactmatch
usher syndrome type 3;ush3;exactmatch
usher syndrome type 1c;ush1c;exactmatch
usher syndrome type 1d;ush1d;exactmatch
usher syndrome type 1f;ush1f;exactmatch
usher syndrome type 1e;ush1e;exactmatch
usher syndrome type 1g;ush1g;exactmatch
usher syndrome type 1h;ush1h;exactmatch
usher syndrome type 1j;ush1j;exactmatch
usher syndrome type 1k;ush1k;exactmatch
usher syndrome type 2a;ush2a;exactmatch
usher syndrome type 2c;ush2c;exactmatch
usher syndrome type 2d;ush2d;exactmatch
usher syndrome type 3a;ush3a;exactmatch
usher syndrome type 3b;ush3b;exactmatch
xeroderma pigmentosum group a;xp group a;exactmatch
hereditary spastic paraplegia 76;spg76;exactmatch
hereditary spastic paraplegia 75;spg75;exactmatch
hereditary spastic paraplegia 74;spg74;exactmatch
hereditary spastic paraplegia 55;spg55;exactmatch
hereditary spastic paraplegia 46;spg46;exactmatch
hereditary spastic paraplegia 47;cpsq5;exactmatch
hereditary spastic paraplegia 48;spg48;exactmatch
hereditary spastic paraplegia 49;spg49;exactmatch
hereditary spastic paraplegia 50;cpsq3;exactmatch
hereditary spastic paraplegia 51;cpsq4;exactmatch
hereditary spastic paraplegia 52;cpsq6;exactmatch
hereditary spastic paraplegia 53;spg53;exactmatch
hereditary spastic paraplegia 54;spg54;exactmatch
hereditary spastic paraplegia 56;spg56;exactmatch
hereditary spastic paraplegia 73;spg73;exactmatch
hereditary spastic paraplegia 57;spg57;exactmatch
hereditary spastic paraplegia 5a;spg5a;exactmatch
hereditary spastic paraplegia 6;fsp3;exactmatch
hereditary spastic paraplegia 61;spg61;exactmatch
hereditary spastic paraplegia 62;spg62;exactmatch
hereditary spastic paraplegia 63;spg63;exactmatch
hereditary spastic paraplegia 64;spg64;exactmatch
hereditary spastic paraplegia 7;spg7;exactmatch
hereditary spastic paraplegia 72;spg72;exactmatch
xeroderma pigmentosum group c;xp group c;exactmatch
xeroderma pigmentosum group d;xp group d;exactmatch
xeroderma pigmentosum group e;xp group e;exactmatch
holoprosencephaly 1;hpe1;exactmatch
holoprosencephaly 2;hpe2;exactmatch
holoprosencephaly 9;hpe9;exactmatch
holoprosencephaly 6;hpe6;exactmatch
holoprosencephaly 3;hlp3;exactmatch
holoprosencephaly 7;hpe7;exactmatch
holoprosencephaly 11;hpe11;exactmatch
holoprosencephaly 5;hpe5;exactmatch
holoprosencephaly 8;hpe8;exactmatch
holoprosencephaly 4;hpe4;exactmatch
inflammatory bowel disease 7;ibd7;exactmatch
congenital stationary night blindness 1a;csnb1a;exactmatch
inflammatory bowel disease 17;ibd17;exactmatch
inflammatory bowel disease 23;ibd23;exactmatch
inflammatory bowel disease 10;ibd10;exactmatch
inflammatory bowel disease 9;ibd9;exactmatch
inflammatory bowel disease 12;ibd12;exactmatch
inflammatory bowel disease 18;ibd18;exactmatch
inflammatory bowel disease 5;ibd5;exactmatch
inflammatory bowel disease 19;ibd19;exactmatch
inflammatory bowel disease 3;ibd3;exactmatch
congenital stationary night blindness 2a;congenital stationary night blindness 2a x-linked;exactmatch
congenital stationary night blindness 1e;csnb1e;exactmatch
xeroderma pigmentosum variant type;xpv;exactmatch
posterior polymorphous corneal dystrophy 3;ppcd3;exactmatch
xeroderma pigmentosum group f;xp group f;exactmatch
xeroderma pigmentosum group g;xp group g;exactmatch
xeroderma pigmentosum group b;xp group b;exactmatch
rhizomelic chondrodysplasia punctata type 1;pbd9;exactmatch
rhizomelic chondrodysplasia punctata type 2;chondrodysplasia punctata, rhizomelic, due to dihydroxyacetonephosphate acyltransferase deficiency;exactmatch
rhizomelic chondrodysplasia punctata type 3;agps deficiency;exactmatch
rhizomelic chondrodysplasia punctata type 5;rcdp5;exactmatch
posterior polymorphous corneal dystrophy 1;ched1;exactmatch
posterior polymorphous corneal dystrophy 2;ppcd2;exactmatch
polycystic kidney disease 1;apkd1;exactmatch
congenital stationary night blindness 1d;csnb1d;exactmatch
polycystic kidney disease 2;apkd2;exactmatch
polycystic kidney disease 3;apkd3;exactmatch
autosomal recessive polycystic kidney disease;arpkd;exactmatch
congenital stationary night blindness autosomal dominant 1;csnbad1;exactmatch
congenital stationary night blindness autosomal dominant 2;csnbad2;exactmatch
congenital stationary night blindness 1f;csnb1f;exactmatch
congenital stationary night blindness 1b;csnb1b;exactmatch
congenital stationary night blindness 1h;csnb1h;exactmatch
congenital stationary night blindness 1c;csnb1c;exactmatch
hereditary spastic paraplegia 45;spg45;exactmatch
hereditary spastic paraplegia 44;spg44;exactmatch
hereditary spastic paraplegia 43;spg43;exactmatch
neuronal ceroid lipofuscinosis 9;cln9;exactmatch
neuronal ceroid lipofuscinosis 8 northern epilepsy variant;epmr;exactmatch
neuronal ceroid lipofuscinosis 10;cln10;exactmatch
neuronal ceroid lipofuscinosis 2;cln2;exactmatch
neuronal ceroid lipofuscinosis 13;cln13;exactmatch
neuronal ceroid lipofuscinosis 5;cln5;exactmatch
neuronal ceroid lipofuscinosis 6;cln6;exactmatch
neuronal ceroid lipofuscinosis 4a;cln4a;exactmatch
neuronal ceroid lipofuscinosis 3;cln3;exactmatch
neuronal ceroid lipofuscinosis 11;cln11;exactmatch
neurodegeneration with brain iron accumulation;nbia;exactmatch
neuronal ceroid lipofuscinosis 7;cln7;exactmatch
neurodegeneration with brain iron accumulation 2a;inad1;exactmatch
neurodegeneration with brain iron accumulation 2b;nbia2b;exactmatch
neurodegeneration with brain iron accumulation 3;adult basal ganglia disease;exactmatch
neurodegeneration with brain iron accumulation 4;mpan;exactmatch
neurodegeneration with brain iron accumulation 5;bpan;exactmatch
neurodegeneration with brain iron accumulation 6;copan;exactmatch
type 1 diabetes mellitus 2;iddm2;exactmatch
type 1 diabetes mellitus 3;iddm3;exactmatch
type 1 diabetes mellitus 4;iddm4;exactmatch
neuronal ceroid lipofuscinosis 8;cln8;exactmatch
neuronal ceroid lipofuscinosis 1;cln1;exactmatch
type 1 diabetes mellitus 6;iddm6;exactmatch
hypotrichosis 12;hypt12;exactmatch
hypotrichosis 3;htss2;exactmatch
hypotrichosis 4;hypotrichosis, marie unna type, 1;exactmatch
hypotrichosis 5;hypt5;exactmatch
hypotrichosis 6;hypotrichosis, localized, autosomal recessive 1;exactmatch
hypotrichosis 7;hypt7;exactmatch
hypotrichosis 8;hypt8;exactmatch
hypotrichosis 9;hypt9;exactmatch
hypotrichosis 10;hypt10;exactmatch
hypotrichosis 11;hypt11;exactmatch
hypotrichosis 13;hypt13;exactmatch
neuronal ceroid lipofuscinosis 4b;cln4b disease;exactmatch
congenital hypotrichosis with juvenile macular dystrophy;hjmd;exactmatch
oguchi disease-1;csnbo1;exactmatch
oguchi disease-2;csnbo2;exactmatch
congenital stationary night blindness 1g;csnb1g;exactmatch
congenital stationary night blindness autosomal dominant 3;csnbad3;exactmatch
warburg micro syndrome 1;micro syndrome 1;exactmatch
warburg micro syndrome 2;micro syndrome 2;exactmatch
warburg micro syndrome 3;micro syndrome 3;exactmatch
