head;tail;relation
spinal cord neuroblastoma;spinal cord neuroblastoma;exactmatch
lobular neoplasia;lobular neoplasia;exactmatch
small cell carcinoma;small cell carcinoma;exactmatch
glioblastoma multiforme;gliosarcoma;narrowmatch
adrenoleukodystrophy;adrenoleukodystrophy;exactmatch
townes-brocks syndrome;autosomal dominant disease;broadmatch
breast extraskeletal osteosarcoma;breast osteosarcoma;exactmatch
bile duct cancer;malignant ampulla of vater neoplasm;narrowmatch
leukemia;chronic leukemia;narrowmatch
ovarian disease;leuteoma of pregnancy;narrowmatch
skin pseudovascular squamous cell carcinoma;skin squamous cell carcinoma;broadmatch
choroid plexus papilloma;choroid plexus papilloma;exactmatch
omenn syndrome;severe combined immunodeficiency;broadmatch
malignant choroid melanoma;choroid mixed cell melanoma;narrowmatch
atypical neurofibroma;atypical neurofibroma;exactmatch
localized osteosarcoma;localized osteosarcoma;exactmatch
glomerulonephritis;exudative glomerulonephritis;narrowmatch
oral cavity cancer;malignant hard palate neoplasm;narrowmatch
adult central nervous system embryonal tumor, not otherwise specified;adult central nervous system primitive neuroectodermal neoplasm;exactmatch
posterior cranial fossa meningioma;posterior cranial fossa meningioma;exactmatch
bladder urachal adenocarcinoma;bladder urachal adenocarcinoma;exactmatch
chronic sphenoidal sinusitis;chronic sphenoidal sinusitis;exactmatch
thymoma type a;spindle cell thymoma;exactmatch
progressive hemifacial atrophy;facial hemiatrophy;exactmatch
syndrome of inappropriate antidiuretic hormone secretion;inappropriate adh syndrome;exactmatch
salivary gland adenoid cystic carcinoma;salivary gland adenoid cystic carcinoma;exactmatch
bladder lymphoma;lymphoma;broadmatch
ethmoid sinus inverted papilloma;ethmoidal sinus neoplasm;broadmatch
vulvar leiomyosarcoma;vulvar sarcoma;broadmatch
thymoma type b;thymoma;broadmatch
nonfunctional pancreatic neuroendocrine tumor;non-functioning pancreatic endocrine tumor;exactmatch
potassium deficiency disorder;hypokalemia;exactmatch
childhood t lymphoblastic lymphoma;lymphoblastic lymphoma;broadmatch
scrotal squamous cell carcinoma;scrotal carcinoma;broadmatch
fibrolamellar carcinoma;hepatocellular carcinoma;broadmatch
malignant pyriform fossa neoplasm;pyriform sinus cancer;exactmatch
transitional cell carcinoma;sarcomatoid transitional cell carcinoma;narrowmatch
synovial sarcoma;monophasic synovial sarcoma;narrowmatch
nephroblastoma;epithelial predominant kidney wilms tumor;narrowmatch
ovarian mucinous cystadenoma;ovarian cystadenoma;broadmatch
gastric cardia adenocarcinoma;gastric cardia adenocarcinoma;exactmatch
ebstein anomaly;ebstein anomaly;exactmatch
trigeminal schwannoma;trigeminal nerve neoplasm;broadmatch
melanotic psammomatous malignant peripheral nerve sheath tumor;malignant melanocytic neoplasm of the peripheral nerve sheath;broadmatch
malignant thyroid gland neoplasm;thyroid cancer;exactmatch
infective endocarditis;infective endocarditis;exactmatch
common variable immunodeficiency;agammaglobulinemia;broadmatch
epiglottis neoplasm;epiglottis neoplasm;exactmatch
intracranial abscess;central nervous system disease;broadmatch
inflammatory myofibroblastic tumor;inflammatory myofibroblastic tumor;exactmatch
skin disease;achenbach syndrome;narrowmatch
acute conjunctivitis;pseudomembranous conjunctivitis;narrowmatch
prion disease;prion disease;exactmatch
fanconi anemia, complementation group a;fanconi anemia complementation group a;exactmatch
hiatal hernia;hiatus hernia;exactmatch
melnick-fraser syndrome;autosomal dominant disease;broadmatch
anti-basement membrane glomerulonephritis;anti-basement membrane glomerulonephritis;exactmatch
benign muscle neoplasm;muscle benign neoplasm;broadmatch
blindness;retinal disease;broadmatch
sclerosing breast papilloma;sclerosing breast papilloma;exactmatch
prion disease;variant creutzfeldt-jakob disease;narrowmatch
allergic rhinitis;rhinitis;broadmatch
obesity;overnutrition;broadmatch
melancholic depression;mental depression;broadmatch
pulmonary edema;respiratory failure;broadmatch
parapharyngeal meningioma;parapharyngeal meningioma;exactmatch
syndrome;aagenaes syndrome;narrowmatch
esophagus squamous cell carcinoma;esophageal basaloid carcinoma;narrowmatch
primary hypertrophic osteoarthropathy;syndrome;broadmatch
malignant breast eccrine spiradenoma;breast malignant eccrine spiradenoma;exactmatch
diverticulitis;meckel diverticulitis;narrowmatch
pearson syndrome;mitochondrial metabolism disease;broadmatch
central nervous system childhood germ cell tumor;childhood brain germ cell tumor;narrowmatch
intracranial cavernous hemangioma;intracranial structure hemangioma;broadmatch
mood disorder;mood disorder;exactmatch
asbestos-related lung carcinoma;asbestos-related lung carcinoma;exactmatch
primary sclerosing cholangitis;cholangitis;broadmatch
skin disease;reactive cutaneous fibrous lesion;narrowmatch
disease of mental health;adjustment disorder;narrowmatch
splenic manifestation of hairy cell leukemia;splenic manifestation of hairy cell leukemia;exactmatch
lymphangioma;lymphangioma;exactmatch
spinal cord embryonal tumor, not otherwise specified;central nervous system primitive neuroectodermal neoplasm;broadmatch
osteosarcoma;multifocal osteosarcoma;narrowmatch
adrenal cortex adenoma;adrenal adenoma;exactmatch
encapsulated thymoma;thymoma;broadmatch
upper respiratory tract disease;pharyngitis;narrowmatch
nephritis;kidney disease;broadmatch
adenosquamous lung carcinoma;non-small cell lung carcinoma;broadmatch
intracranial embryonal tumor, not otherwise specified;intracranial primitive neuroectodermal tumor;exactmatch
histrionic personality disorder;histrionic personality disorder;exactmatch
esophageal varices;esophageal varix;exactmatch
paget disease of the vulva;vulval paget's disease;exactmatch
bronchiolitis;lung disease;broadmatch
congenital heart disease;total anomalous pulmonary venous return;narrowmatch
lymphoma;colon lymphoma;narrowmatch
hemoglobin d disease;hemoglobin d disease;exactmatch
pituitary gland disorder;pituitary gland disease;exactmatch
cell type cancer;gangliocytoma;narrowmatch
malignant hard palate neoplasm;oral cavity cancer;broadmatch
testicular yolk sac tumor, papillary pattern;papillary pattern testicular yolk sac tumor;exactmatch
paraganglioma;neuroendocrine tumor;broadmatch
medulloblastoma;medullomyoblastoma with myogenic differentiation;narrowmatch
maple syrup urine disease;maple syrup urine disease;exactmatch
breast myoepitheliosis;breast myoepitheliosis;exactmatch
viral gastritis;viral gastritis;exactmatch
axenfeld-rieger syndrome;rieger syndrome type 1;narrowmatch
cellular leiomyoma;uterine corpus cellular leiomyoma;narrowmatch
dermatophytosis of scalp and beard;dermatophytosis;broadmatch
inguinal hernia;intestinal disease;broadmatch
arteriosclerosis;arteriosclerotic cardiovascular disease;exactmatch
paget disease of the anal canal;mammary paget's disease;broadmatch
scirrhous adenocarcinoma;adenocarcinoma;broadmatch
trichuriasis;parasitic helminthiasis infectious disease;broadmatch
bacillary angiomatosis;bacillary angiomatosis;exactmatch
infiltrating bladder urothelial carcinoma, lymphoma-like variant;invasive bladder transitional cell carcinoma;broadmatch
hereditary multiple exostoses;hereditary multiple exostoses;exactmatch
connective tissue disease;volkmann's ischemic contracture;narrowmatch
syndrome;takayasu arteritis;narrowmatch
carney complex;autosomal dominant disease;broadmatch
squamous cell lung carcinoma;lung squamous cell carcinoma;exactmatch
digeorge syndrome;digeorge syndrome;exactmatch
small cell lung carcinoma;lung oat cell carcinoma;exactmatch
balloon cell melanoma;balloon cell malignant melanoma;exactmatch
stein-leventhal syndrome;syndrome;broadmatch
esophageal adenoid cystic carcinoma;esophageal adenoid cystic carcinoma;exactmatch
digestive system carcinoma;gastrointestinal system cancer;broadmatch
adult brain stem glioma;adult brain stem astrocytoma;narrowmatch
japanese b encephalitis;japanese encephalitis;exactmatch
anal canal squamous cell carcinoma;anal canal squamous cell carcinoma;exactmatch
methotrexate-associated lymphoproliferative disorder;methotrexate-associated lymphoproliferation;exactmatch
idiopathic interstitial pneumonia;idiopathic interstitial pneumonia;exactmatch
paget disease of the penis;mammary paget's disease;broadmatch
middle ear squamous cell carcinoma;squamous cell carcinoma;broadmatch
ureter abscess;pyoureter;exactmatch
athetoid cerebral palsy;dyskinetic cerebral palsy;exactmatch
periosteum;periostitis;exactmatch
cranial nerve malignant neoplasm;malignant vestibulocochlear nerve neoplasm;narrowmatch
malignant glottis neoplasm;glottis cancer;exactmatch
muscular dystrophy;muscular dystrophy;exactmatch
b-cell lymphoma;mature b-cell neoplasm;narrowmatch
vaginal carcinosarcoma;vaginal adenosarcoma;narrowmatch
prostate leiomyosarcoma;prostate leiomyosarcoma;exactmatch
l-cell glucagon-like peptide-producing neuroendocrine tumor;gastrointestinal neuroendocrine benign tumor;broadmatch
ectopic thymus;thymus gland disease;broadmatch
mixed tumor of the skin (chondroid syringoma);eccrine mixed tumor of skin;exactmatch
bone cancer;notochordal tumor;narrowmatch
liver sarcoma;liver rhabdomyosarcoma;narrowmatch
hereditary retinal dystrophy;fundus dystrophy;broadmatch
autosomal dominant disease;carney complex;narrowmatch
male reproductive organ cancer;seminal vesicle adenocarcinoma;narrowmatch
clostridium difficile colitis;clostridium difficile colitis;exactmatch
nelson syndrome;nelson syndrome;exactmatch
phimosis;phimosis;exactmatch
familial periodic paralysis;metal metabolism disorder;broadmatch
valvular heart disorder;heart disease;broadmatch
mesenchymal extraskeletal chondrosarcoma;extraskeletal mesenchymal chondrosarcoma;exactmatch
autosomal recessive limb-girdle muscular dystrophy;limb-girdle muscular dystrophy type 2a;narrowmatch
familial periodic paralysis;familial periodic paralysis;exactmatch
extrahepatic bile duct papillary neoplasm;extrahepatic biliary papillomatosis;exactmatch
small cell osteosarcoma;small cell osteogenic sarcoma;exactmatch
lobular breast carcinoma;breast lobular carcinoma;exactmatch
bladder clear cell adenocarcinoma;bladder clear cell adenocarcinoma;exactmatch
cervical adenoid cystic carcinoma;cervix carcinoma;broadmatch
optic atrophy;optic atrophy;exactmatch
bacterial esophagitis;bacterial esophagitis;exactmatch
hantavirus pulmonary syndrome;hantavirus pulmonary syndrome;exactmatch
retinal arterial branch occlusion;retinal artery occlusion;broadmatch
2-hydroxyglutaric aciduria;2-hydroxyglutaric aciduria;exactmatch
cortical blindness;cortical blindness;exactmatch
lymphogranuloma venereum;granuloma inguinale;broadmatch
meningeal melanomatosis;central nervous system melanocytic neoplasm;broadmatch
serous cystadenocarcinoma;fallopian tube serous adenocarcinoma;narrowmatch
dermatitis;palmoplantar pustulosis;narrowmatch
retroperitoneal cancer;retroperitoneal lymphoma;narrowmatch
subacute bacterial endocarditis;subacute bacterial endocarditis;exactmatch
central nervous system organ benign neoplasm;dysembryoplastic neuroepithelial tumor;narrowmatch
anal carcinoma;anal carcinoma;exactmatch
proctitis;rectal disease;broadmatch
generalized dystonia;early onset primary dystonia;narrowmatch
malignant tonsillar neoplasm;tonsil cancer;exactmatch
uterine corpus dissecting leiomyoma;uterine fibroid;broadmatch
staphylococcal scalded skin syndrome;commensal bacterial infectious disease;broadmatch
early yaws;early yaws;exactmatch
sphingolipidosis;multiple sulfatase deficiency disease;narrowmatch
vulvar syringoma;vulvar benign neoplasm;broadmatch
carcinoma of cowper glands;male reproductive organ cancer;broadmatch
skin infundibulocystic basal cell carcinoma;infundibulocystic basal cell carcinoma;exactmatch
autosomal dominant disease;townes-brocks syndrome;narrowmatch
gout;arthritis;broadmatch
entrapment neuropathy;nerve compression syndrome;exactmatch
colon adenoma;colonic benign neoplasm;broadmatch
syphilis;primary syphilis;narrowmatch
pancreatic acinar cell carcinoma;pancreatic adenocarcinoma;broadmatch
pancreas disease;pancreatic mucinous ductal ectasia;narrowmatch
superior vena cava leiomyosarcoma;superior vena cava leiomyosarcoma;exactmatch
cranial nerve malignant neoplasm;schwannoma of the twelfth cranial nerve;narrowmatch
chronic frontal sinusitis;chronic frontal sinusitis;exactmatch
plexiform schwannoma;plexiform schwannoma;exactmatch
ovarian benign neoplasm;ovarian gonadoblastoma;narrowmatch
parosteal osteosarcoma;juxtacortical osteosarcoma;exactmatch
adult astrocytic tumor;astrocytoma;broadmatch
extratemporal epilepsy;epilepsy;broadmatch
astrocytic tumor;astrocytoma;exactmatch
epidural spinal canal meningioma;epidural spinal canal meningioma;exactmatch
gangliosidosis gm2;gm2-gangliosidosis, ab variant;narrowmatch
complete atrioventricular block;third-degree atrioventricular block;exactmatch
clivus chordoma;clivus chondroid chordoma;narrowmatch
rectum cancer;rectal squamous cell carcinoma;narrowmatch
polyclonal hypergammaglobulinemia;polyclonal hypergammaglobulinemia;exactmatch
adenomyoma;adenomyoma;exactmatch
dysthymic disorder;mood disorder;broadmatch
hypoglossal nerve neoplasm;hypoglossal nerve neoplasm;exactmatch
dermatitis herpetiformis;dermatitis herpetiformis;exactmatch
cervical basaloid carcinoma;cervical basaloid squamous cell carcinoma;exactmatch
ebola hemorrhagic fever;viral infectious disease;broadmatch
lipodystrophy;lipodystrophy;exactmatch
osteoblastoma;osteoblastoma;exactmatch
rete ovarii adenocarcinoma;rete ovarii adenocarcinoma;exactmatch
malignant labia minora neoplasm;vulva cancer;broadmatch
mesenteric lymphadenitis;lymphadenitis;broadmatch
extraskeletal ewing sarcoma/peripheral primitive neuroectodermal tumor;extraosseous ewings sarcoma-primitive neuroepithelial tumor;exactmatch
parasitic helminthiasis infectious disease;filariasis;narrowmatch
malignant struma ovarii;struma ovarii;broadmatch
retinal degeneration;peripheral retinal degeneration;narrowmatch
urinary system disorder;urinary system disease;exactmatch
epithelial predominant pulmonary blastoma;pulmonary blastoma;broadmatch
spinal multifocal clear cell meningioma;spinal multifocal clear cell meningioma;exactmatch
cerebellar hemangioblastoma;central nervous system hemangioma;broadmatch
dermatosis papulosa nigra;dermatitis;broadmatch
neuromuscular disease;atrophic muscular disorder;narrowmatch
connective tissue cancer;malignant synovial neoplasm;narrowmatch
leiomyosarcoma;small intestinal leiomyosarcoma;narrowmatch
hermansky-pudlak syndrome;hermansky-pudlak syndrome 6;narrowmatch
amino acid metabolic disorder;alkaptonuria;narrowmatch
endobronchial lipoma;endobronchial lipoma;exactmatch
biphasic synovial sarcoma;synovial sarcoma;broadmatch
alpha thalassemia;alpha thalassemia x-linked mental retardation syndrome;narrowmatch
hidrocystoma;hidrocystoma;exactmatch
leuteoma of pregnancy;luteoma;exactmatch
sideroblastic anemia;sideroblastic anemia;exactmatch
choriocarcinoma;placental-site gestational trophoblastic tumor;narrowmatch
malignant colorectal neoplasm;colorectal cancer;exactmatch
sporadic breast carcinoma;sporadic breast cancer;exactmatch
spinal cancer;childhood spinal cord neoplasm;narrowmatch
spina bifida;spinal meningocele;narrowmatch
ampulla of vater clear cell adenocarcinoma;ampulla of vater adenocarcinoma;broadmatch
blastoma;embryonal cancer;broadmatch
tubular breast carcinoma;invasive tubular breast carcinoma;exactmatch
granular cell carcinoma;granular cell carcinoma;exactmatch
skin basaloid carcinoma;basaloid squamous cell carcinoma;broadmatch
tendon sheath lipoma;lipoma;broadmatch
liver extraskeletal osteosarcoma;liver sarcoma;broadmatch
heart conduction disease;wolff-parkinson-white syndrome;narrowmatch
solitary osseous plasmacytoma;plasmacytoma;broadmatch
congenital heart disease;congenital septal defect;narrowmatch
malignant central nervous system neoplasm;central nervous system disease;broadmatch
hypotrichosis;alopecia;narrowmatch
narcissistic personality disorder;personality disorder;broadmatch
testicular non-seminomatous germ cell tumor;testicular germ cell tumor non-seminomatous;exactmatch
spindle cell rhabdomyosarcoma;spindle cell rhabdomyosarcoma;exactmatch
myopathy;mitochondrial myopathy;narrowmatch
tyrosinemia type i;tyrosinemia type i;exactmatch
malignant cranial nerve neoplasm;cranial nerve malignant neoplasm;exactmatch
ovarian yolk sac tumor;ovarian primitive germ cell tumor;broadmatch
triple-negative breast carcinoma;triple-receptor negative breast cancer;exactmatch
localized scleroderma;scleroderma;broadmatch
gynecomastia;gynecomastia;exactmatch
chronic meningitis;eosinophilic meningitis;narrowmatch
malignant middle ear neoplasm;auditory system cancer;broadmatch
testicular thecoma;testicular thecoma;exactmatch
hereditary elliptocytosis;hematopoietic system disease;broadmatch
anal melanoma;anus cancer;broadmatch
bacterial gastritis;bacterial gastritis;exactmatch
sweat gland carcinoma;sweat gland carcinoma;exactmatch
breast cancer;triple-negative breast carcinoma;narrowmatch
malignant uterine neoplasm;female reproductive organ cancer;broadmatch
autosomal recessive disease;bardet-biedl syndrome;narrowmatch
neuromyelitis optica;central nervous system disease;broadmatch
pdx1-associated monogenic diabetes;maturity-onset diabetes of the young type 4;exactmatch
dry eye syndrome;keratoconjunctivitis sicca;exactmatch
benign peritoneal neoplasm;peritoneal benign neoplasm;exactmatch
hepatocellular carcinoma;hepatocellular carcinoma;exactmatch
bile duct mucinous cystic neoplasm;bile duct cystadenoma;exactmatch
meningothelial meningioma;meningioma;broadmatch
carcinoma of supraglottis;supraglottic squamous cell carcinoma;narrowmatch
spermatic cord lipoma;paratesticular lipoma;broadmatch
leptomeningeal sarcoma;malignant leptomeningeal tumor;broadmatch
primary peritoneal serous papillary adenocarcinoma;peritoneal serous adenocarcinoma;broadmatch
image syndrome;image syndrome;exactmatch
atopic conjunctivitis;allergic conjunctivitis;exactmatch
non-proliferative diabetic retinopathy;background diabetic retinopathy;exactmatch
diabetic vascular disorder;peripheral vascular disease;broadmatch
visual cortex disease;cortical blindness;narrowmatch
pontiac fever;pontiac fever;exactmatch
hepatoid adenocarcinoma;hepatoid adenocarcinoma;exactmatch
pancreatic ductal adenocarcinoma;pancreatic signet ring cell carcinoma;narrowmatch
cataract;tetanic cataract;narrowmatch
meningioma;parapharyngeal meningioma;narrowmatch
melioidosis;melioidosis;exactmatch
posterior foramen magnum meningioma;foramen magnum meningioma;broadmatch
leiomyoma;small intestinal leiomyoma;narrowmatch
laurence-moon syndrome;laurence-moon syndrome;exactmatch
pancreatic mucinous cystadenoma;pancreatic mucinous cystadenoma;exactmatch
hepatocellular carcinoma;clear cell hepatocellular carcinoma;narrowmatch
exudative glomerulonephritis;glomerulonephritis;broadmatch
neuronal ceroid lipofuscinosis type 3;neuronal ceroid lipofuscinosis 3;exactmatch
vitiligo;vitiligo;exactmatch
primary hypertrophic osteoarthropathy;primary hypertrophic osteoarthropathy;exactmatch
intrahepatic bile duct mucinous cystic neoplasm;intrahepatic bile duct cystadenoma;exactmatch
vulvar angiokeratoma;vulvar angiokeratoma;exactmatch
malignant cardiac germ cell tumor;heart cancer;broadmatch
farmer's lung;farmer's lung;exactmatch
liver angiosarcoma;liver angiosarcoma;exactmatch
adrenal gland pheochromocytoma;adrenal medulla cancer;broadmatch
vulvar benign neoplasm;vulvar syringoma;narrowmatch
nasal cavity lymphoma;nasal cavity cancer;broadmatch
immature gastric teratoma;malignant gastric teratoma;exactmatch
monophasic synovial sarcoma;monophasic synovial sarcoma;exactmatch
gastrointestinal mucositis;gastrointestinal system disease;broadmatch
glomus tumor;glomus tumor;exactmatch
canavan disease;leukodystrophy;broadmatch
congenital muscular dystrophy;bethlem myopathy 1;narrowmatch
glioblastoma multiforme;mesenchymal glioblastoma;narrowmatch
chagas disease;chagas disease;exactmatch
subcutaneous tissue hemangioma;hemangioma of subcutaneous tissue;exactmatch
breast carcinoma in situ;comedocarcinoma;narrowmatch
parathyroid adenoma;parathyroid gland mixed cell type adenoma;narrowmatch
heart disease;cardiomyopathy;narrowmatch
meningocele;spina bifida;broadmatch
cholecystitis;xanthogranulomatous cholecystitis;narrowmatch
parapsoriasis;psoriasis;broadmatch
histiocytosis;malignant histiocytosis;narrowmatch
congenital nephrotic syndrome;familial nephrotic syndrome;exactmatch
lung sarcoma;lung sarcoma;exactmatch
glomangiomyoma;benign perivascular tumor;broadmatch
esophageal liposarcoma;liposarcoma;broadmatch
thymic carcinoma;thymic small cell carcinoma;narrowmatch
corneal disease;keratopathy;narrowmatch
speech disorder;speech disorder;exactmatch
rett syndrome;rett syndrome;exactmatch
thymic sarcomatoid carcinoma;thymus sarcomatoid carcinoma;exactmatch
retinal vein occlusion;retinal vein occlusion;exactmatch
multinodular goiter;goiter;broadmatch
ovarian mucinous cystadenoma;mucinous ovarian cystadenoma;exactmatch
fallopian tube leiomyoma;leiomyoma;broadmatch
small cell lung carcinoma;lung small cell carcinoma;broadmatch
achard syndrome;achard syndrome;exactmatch
malignant gingival neoplasm;gum cancer;exactmatch
autoimmune hepatitis;autoimmune disease of gastrointestinal tract;broadmatch
osteitis fibrosa cystica;bone resorption disease;broadmatch
cervical lymphoepithelioma-like carcinoma;cervical lymphoepithelioma-like carcinoma;exactmatch
fallopian tube serous adenofibroma;fallopian tube adenofibroma;exactmatch
vulvar fibroepithelial stromal polyp;vulva fibroepithelial polyp;exactmatch
cellular leiomyoma;cellular leiomyoma;exactmatch
seminal vesicle;vesiculitis;exactmatch
small intestinal lymphoma;lymphoma;broadmatch
tracheal adenoid cystic carcinoma;trachea carcinoma;broadmatch
functioning pituitary gland neoplasm;hormone producing pituitary cancer;exactmatch
childhood cerebral embryonal tumor with multilayered rosettes, c19mc-altered;central nervous system primitive neuroectodermal neoplasm;broadmatch
paget disease of the anus;anus adenocarcinoma;broadmatch
synovial hemangioma;deep angioma;broadmatch
periodontitis;periodontosis;exactmatch
sarcomatoid renal cell carcinoma;renal cell carcinoma;broadmatch
pulmonary valve disorder;pulmonary valve disease;exactmatch
testicular yolk sac tumor;testicular yolk sac tumor;exactmatch
kidney disease;renal hypertrophy;narrowmatch
image syndrome;syndrome;broadmatch
cerebral convexity meningioma;cerebral convexity meningioma;exactmatch
neuropathy;axonal neuropathy;narrowmatch
anal margin basal cell carcinoma;basal cell carcinoma;broadmatch
malignant granular cell tumor;malignant granular cell myoblastoma;exactmatch
kimura disease;skin disease;broadmatch
melnick-fraser syndrome;branchiootorenal syndrome;exactmatch
bethlem myopathy 1;bethlem myopathy;exactmatch
richter syndrome;richter's syndrome;exactmatch
fallopian tube leiomyosarcoma;leiomyosarcoma;broadmatch
nerve sheath neoplasm;peripheral nerve sheath neoplasm;exactmatch
central nervous system fibrosarcoma;central nervous system fibrosarcoma;exactmatch
viral encephalitis;viral encephalitis;exactmatch
autosomal dominant disease;li-fraumeni syndrome;narrowmatch
metal metabolism disorder;atransferrinemia;narrowmatch
bone osteosarcoma;small cell osteosarcoma;narrowmatch
fallopian tube adenosarcoma;fallopian tube adenosarcoma;exactmatch
basilar artery syndrome;basilar artery insufficiency;exactmatch
diffuse infiltrative lymphocytosis syndrome;diffuse infiltrative lymphocytosis syndrome;exactmatch
sick euthyroid syndrome;thyroid gland disease;broadmatch
refractory hematologic malignancy;refractory hematologic cancer;exactmatch
smith-magenis syndrome;smith-magenis syndrome;exactmatch
drug dependence;cocaine dependence;narrowmatch
muscle benign neoplasm;benign muscle neoplasm;narrowmatch
serous cystadenocarcinoma;ovarian serous adenocarcinoma;narrowmatch
gallbladder carcinoma;gallbladder small cell neuroendocrine carcinoma;narrowmatch
adult t-cell leukemia/lymphoma;t-cell leukemia;broadmatch
carcinosarcoma;carcinosarcoma;exactmatch
gm2-gangliosidosis, ab variant;gangliosidosis gm2;broadmatch
hypoparathyroidism-retardation-dysmorphism syndrome;hypoparathyroidism-retardation-dysmorphism syndrome;exactmatch
congo-crimean hemorrhagic fever;viral infectious disease;broadmatch
autosomal dominant disease;waardenburg syndrome;narrowmatch
patent ductus arteriosus;congenital heart disease;broadmatch
treacher collins syndrome;treacher collins syndrome;exactmatch
gastric tubular adenocarcinoma;gastric adenocarcinoma;broadmatch
respiratory syncytial virus infection;viral infectious disease;broadmatch
hydrocephalus;hydrocephalus;exactmatch
struma ovarii;malignant struma ovarii;narrowmatch
irritable bowel syndrome;irritable bowel syndrome;exactmatch
secondary syphilis;syphilis;broadmatch
primary bacterial infectious disease;buruli ulcer;narrowmatch
specific developmental disorder;communication disorder;narrowmatch
renal pelvis transitional cell carcinoma;renal pelvis papillary urothelial carcinoma;narrowmatch
autoimmune disease of skin and connective tissue;dermatitis herpetiformis;narrowmatch
spindle cell synovial sarcoma;synovial sarcoma;broadmatch
dermatosis papulosa nigra;dermatosis papulosa nigra;exactmatch
macrotrabecular hepatoblastoma;hepatoblastoma;broadmatch
pseudoachondroplasia;pseudoachondroplasia;exactmatch
malignant duodenal neoplasm;duodenum cancer;exactmatch
griscelli syndrome;griscelli syndrome type 2;narrowmatch
early infantile epileptic encephalopathy;ohtahara syndrome;exactmatch
schizotypal personality disorder;personality disorder;broadmatch
aortic valve insufficiency;aortic valve insufficiency;exactmatch
rectal squamous cell carcinoma;rectum squamous cell carcinoma;exactmatch
ampulla of vater mucinous adenocarcinoma;ampulla of vater mucinous adenocarcinoma;exactmatch
cervicitis;cervicitis;exactmatch
pterygium;corneal disease;broadmatch
plasma protein metabolism disease;monoclonal paraproteinemia;narrowmatch
tetralogy of fallot;congenital heart disease;broadmatch
angelman syndrome;chromosomal disease;broadmatch
falx cerebri meningioma;cerebral falx meningioma;exactmatch
hypercalcemic sarcoidosis;sarcoidosis;broadmatch
osteopetrosis;osteopetrosis with renal tubular acidosis;narrowmatch
childhood brain stem glioma;childhood brain stem astrocytoma;narrowmatch
trisomy 18;chromosomal disease;broadmatch
orbit hemangioma;hemangioma of orbit;exactmatch
anal glands adenocarcinoma;anal gland adenocarcinoma;exactmatch
splenic marginal zone lymphoma;splenic marginal zone lymphoma;exactmatch
dermoid cyst of the spinal cord;spinal cancer;broadmatch
benign breast neoplasm;breast benign neoplasm;exactmatch
paraplegia;paraplegia;exactmatch
exostosis;hyperostosis;broadmatch
nasopharyngeal type undifferentiated carcinoma;lymphoepithelioma-like carcinoma;exactmatch
chordoid meningioma;chordoid meningioma;exactmatch
cystadenofibroma;mucinous cystadenofibroma;narrowmatch
