head;tail;relation
psyllium (substance);ispaghula;exactmatch
amino acid (substance);aa - amino acid;exactmatch
body region structure (body structure);anatomic region;exactmatch
ulcer (morphologic abnormality);ulcer - lesion;exactmatch
adenosine phosphate (substance);a5mp;exactmatch
antigen of clostridium tetani toxoid (substance);antigen of clostridium tetani toxoid;exactmatch
calcium (substance);ca - calcium;exactmatch
oxycodone (substance);14-hydroxydihydrocodeinone;exactmatch
excision of abdominal artery (procedure);abdominal arteriectomy;exactmatch
methenamine hippurate (substance);hexamine hippurate;exactmatch
hyoscyamine sulfate (substance);hyoscyamine sulphate;exactmatch
antigen of live attenuated human alphaherpesvirus 3 (substance);antigen of live attenuated human alphaherpesvirus 3;exactmatch
dextropropoxyphene hydrochloride (substance);dextro-propoxyphene hydrochloride;exactmatch
arginine (substance);l-arginine;exactmatch
clostridium histolyticum collagenase (substance);clostridiopeptidase a;exactmatch
excision of soft tissue (procedure);resection of soft tissue;exactmatch
sulfanilamide (substance);sulphanilamide;exactmatch
foot structure (body structure);foot;exactmatch
skatole (substance);3-methyl indole;exactmatch
indium-111 (substance);111-in;exactmatch
somatomedin c (substance);igf 1 - insulin like growth factor 1;exactmatch
alkaline phosphatase (substance);alp - alkaline phosphatase;exactmatch
plant terpene (substance);terpenoid;exactmatch
tryptophan (substance);l-tryptophan;exactmatch
cobalt (substance);co - cobalt;exactmatch
metanil yellow stain (substance);acid yellow 36;exactmatch
chromium-51 (substance);51-cr;exactmatch
chenopodium oil (substance);american wormseed oil;exactmatch
paraformaldehyde (substance);trioxymethylene;exactmatch
profenamine (substance);ethopropazine;exactmatch
cerebroside (substance);gaucher lipid;exactmatch
coal tar (substance);crude coal tar;exactmatch
female genital structure (body structure);female genital organs;exactmatch
sulfacytidine (substance);sulphacytidine;exactmatch
ethylene (substance);elayl;exactmatch
psilocybin (substance);psilocybin;exactmatch
phthalylsulfacetamide (substance);phthalylsulphacetamide;exactmatch
colony-stimulating factor, granulocyte-macrophage (substance);csf-gm;exactmatch
semustine (substance);methyl lomustine;exactmatch
antigen of clostridium tetani (substance);antigen of clostridium tetani;exactmatch
sandalwood oil (substance);santal oil;exactmatch
psyllium seed (substance);ispaghula seeds;exactmatch
coagulation factor ix (substance);antihaemophilic factor b;exactmatch
dimazole (substance);diamthazole;exactmatch
butamben (substance);butyl aminobenzoate;exactmatch
substance with serine proteinase inhibitor mechanism of action (substance);substance with serine proteinase inhibitor mechanism of action;exactmatch
inflammation of skin due to parasite (disorder);parasitic dermatitis;exactmatch
substance with thrombopoietin receptor agonist mechanism of action (substance);substance with thrombopoietin receptor agonist mechanism of action;exactmatch
clevidipine (substance);clevidipine butyrate;exactmatch
ammonia (substance);nh3 - ammonia;exactmatch
3,4-methylenedioxybenzyl methyl ketone (substance);mdbmk;exactmatch
padimate o (substance);2-ethylhexyl-p-dimethylaminobenzoate;exactmatch
gamboge (substance);cambogia;exactmatch
ademetionine (substance);methioninyl adenylate;exactmatch
unithiol (substance);unitiol;exactmatch
flupentixol hydrochloride (substance);flupentixol dihydrochloride;exactmatch
ancrod (substance);agkistrodon serine proteinase;exactmatch
antigen of influenza a virus subtype h1n1 (substance);antigen of influenza a virus subtype h1n1;exactmatch
green food coloring (substance);green food colouring;exactmatch
substance with peroxisome proliferator-activated alpha receptor agonist mechanism of action (substance);substance with peroxisome proliferator-activated alpha receptor agonist mechanism of action;exactmatch
wheat gluten (substance);seitan;exactmatch
petroleum agent (substance);petroleum agent;exactmatch
substance with kallikrein inhibitor mechanism of action (substance);substance with kallikrein inhibitor mechanism of action;exactmatch
nylidrin hydrochloride (substance);buphenine hydrochloride;exactmatch
mycotoxin (substance);fungal toxin;exactmatch
piperidine derivative with histamine receptor antagonist mechanism of action (substance);piperidine derivative with histamine receptor antagonist mechanism of action;exactmatch
centrally acting hypotensive agent (product);centrally acting antihypertensive agent;exactmatch
structure of integumentary system (body structure);integument;exactmatch
rubber (substance);raw rubber;exactmatch
pyridoxine (substance);vitamin b6;exactmatch
carbamate ester (substance);carbamate esters;exactmatch
substance with interleukin 1 receptor antagonist mechanism of action (substance);substance with interleukin 1 receptor antagonist mechanism of action;exactmatch
substance with recombinant interleukin 1 receptor antagonist mechanism of action (substance);substance with recombinant interleukin 1 receptor antagonist mechanism of action;exactmatch
packed red blood cells (product);packed red blood cells (prbc's);exactmatch
strontium (substance);sr - strontium;exactmatch
levomefolic acid (substance);6(s)-5-methyltetrahydrofolate;exactmatch
substance with nicotinamide adenine dinucleotide adenosine diphosphate ribosyltransferase inhibitor mechanism of action (substance);substance with nicotinamide adenine dinucleotide adenosine diphosphate ribosyltransferase inhibitor mechanism of action;exactmatch
selenium-75 (substance);75-se;exactmatch
sulfur (substance);brimstone;exactmatch
recombinant human antithrombin iii (substance);antithrombin alfa;exactmatch
trabectedin (substance);ecteinascidin 743;exactmatch
substance with elastase inhibitor mechanism of action (substance);substance with elastase inhibitor mechanism of action;exactmatch
tar oil (substance);wood tar oil;exactmatch
capric acid (substance);aliphatic carboxylic acid, c10:0;exactmatch
betaine (substance);lycine;exactmatch
dibutyl phthalate (substance);di-n-butylphthalate;exactmatch
ascorbic acid (substance);l-ascorbic acid;exactmatch
surgical procedure on skin and/or subcutaneous tissue (procedure);surgical procedure on skin and/or subcutaneous tissue;exactmatch
formoterol fumarate dihydrate (substance);eformoterol fumarate dihydrate;exactmatch
lutetium-177 (substance);177-lu;exactmatch
cephaeline (substance);cephaelin;exactmatch
coagulation factor xi (substance);antihaemophilic factor c;exactmatch
examination of breast (procedure);breast examination;exactmatch
homatropine methylbromide (substance);homatropine methobromide;exactmatch
skin ulcer (disorder);cutaneous ulcer;exactmatch
ambenonium chloride (substance);ambestigmine chloride;exactmatch
beef insulin (substance);bovine insulin;exactmatch
sulfuric acid (substance);oil of vitriol;exactmatch
inspection of foot (procedure);visual examination of foot;exactmatch
methyl tert-butyl ether (substance);2-methoxy-2-methylpropane;exactmatch
sulfaethidole (substance);sulphaethidole;exactmatch
naftifine hydrochloride (substance);sn 105-843;exactmatch
congenital anomaly of the pelvis (disorder);congenital abnormal pelvis;exactmatch
lactose (substance);milk sugar;exactmatch
arsenic (substance);as - arsenic;exactmatch
quinine sulfate (substance);quinine sulphate;exactmatch
5-trimethoxyamphetamine (substance);tma;exactmatch
ipecac syrup (substance);ipecacuanha syrup;exactmatch
benomyl (substance);benlate;exactmatch
imipenem (substance);imipemide;exactmatch
modified polyvinyl alcohol with copper sulfate and ten percent formalin (product);modified polyvinyl alcohol with copper sulfate and 10% formalin;exactmatch
sulisobenzone (substance);2-hydroxy-4-methoxybenzophenon-5-sulfonic acid;exactmatch
iodoform (substance);triiodomethane;exactmatch
cyclopropane (substance);trimethylene;exactmatch
aspartic acid (substance);l-aspartic acid;exactmatch
neck structure (body structure);neck;exactmatch
glycine salt of bile acid (substance);ursodeoxycholylglycine;exactmatch
dexamfetamine sulfate (substance);dexamphetamine sulfate;exactmatch
upper genitourinary tract structure (body structure);upper genitourinary tract;exactmatch
tissue stain (substance);biological stain;exactmatch
tranquilizer (substance);tranquilizer drug;exactmatch
examination of neck (procedure);neck examination;exactmatch
amylo-1,6-glucosidase (substance);6-alpha-d-glucosidase;exactmatch
melanocyte stimulating hormone (substance);msh;exactmatch
17-ketosteroid (substance);17-oxosteroid;exactmatch
prostaglandin pga1 (substance);prostaglandin a1;exactmatch
borneol (substance);borneo camphor;exactmatch
cholecystokinin (substance);cck-pz - cholecystokinin-pancreozymin;exactmatch
vaccine product containing only neisseria meningitidis conjugated antigen (medicinal product);meningococcal conjugate vaccine;exactmatch
vaccine product containing only low dose acellular bordetella pertussis and clostridium tetani and low dose corynebacterium diphtheriae antigens (medicinal product);tdap - low dose diphtheria and low dose acellular pertussis and tetanus vaccine;exactmatch
antigen of vibrio cholerae (substance);antigen of vibrio cholerae;exactmatch
nerve injury (disorder);injuries to nerves, nerve plexuses and roots;exactmatch
structure of special senses organ system (body structure);special sense organ;exactmatch
octocrilene (substance);2-ethylhexyl-2-cyano-3,3-diphenylacrylate;exactmatch
tragacanth (substance);bassorin;exactmatch
urinary tract infectious disease (disorder);uti - urinary tract infection;exactmatch
iron-59 (substance);59-fe;exactmatch
bicarbonate (substance);hco3 - bicarbonate;exactmatch
iodine-125 (substance);125-i;exactmatch
interleukin-2 (substance);il-2;exactmatch
excision of breast tissue (procedure);mastectomy;exactmatch
physostigmine salicylate (substance);eserine salicylate;exactmatch
trichothecenes (substance);fusarium toxins;exactmatch
fuller's earth (substance);fuller earth;exactmatch
benzophenone (substance);benzoylbenzene;exactmatch
ethylenediamine tetra-acetate (substance);edta;exactmatch
pine tar (substance);pix liquida;exactmatch
head structure (body structure);head;exactmatch
lower body part structure (body structure);lower body part;exactmatch
citicoline (substance);cdp choline;exactmatch
delapril (substance);alindapril;exactmatch
acrylamide (substance);2-propenamide;exactmatch
digoxin immune fab (substance);antidigoxin fab fragments;exactmatch
methenamine mandelate (substance);hexamine mandelate;exactmatch
injury of blood vessel (disorder);vascular injury;exactmatch
methylene blue stain (substance);methylene blue;exactmatch
secobarbital sodium (substance);quinalbarbitone sodium;exactmatch
phytomenadione (substance);vitamin k1;exactmatch
pigmenting agent (product);pigmenting drug;exactmatch
copper (substance);cu - copper;exactmatch
magnesium citrate tribasic nonahydrate (substance);magnesium citrate nonahydrate;exactmatch
glucose (substance);d-glucose;exactmatch
nitric oxide (substance);no - nitric oxide;exactmatch
methyl benzene (substance);toluene;exactmatch
pork insulin (substance);insulin porcine;exactmatch
rutin (substance);quercetin-3-rutinoside;exactmatch
structure of soft tissues of lower limb (body structure);soft tissues of lower extremity;exactmatch
levorphanol tartrate (substance);levorphan tartrate;exactmatch
isopropyl ether (substance);di-isopropyl ether;exactmatch
sulfonmethane (substance);sulphonmethane;exactmatch
structure of thoracic segment of trunk (body structure);structure of thoracic segment of trunk;exactmatch
operative procedure on sclera (procedure);operation on sclera;exactmatch
amnesic shellfish poison (substance);domoic acid;exactmatch
structure of infrahyoid muscle (body structure);infrahyoid muscle;exactmatch
vinburnine (substance);eburnamonine;exactmatch
pirisudanol (substance);pyrisuccideanol;exactmatch
retigabine (substance);ezogabine;exactmatch
trimethadione (substance);troxidone;exactmatch
amfetamine (substance);1-phenylpropan-2-amine;exactmatch
inflammatory dermatosis (disorder);dermatitis;exactmatch
substance with janus kinase inhibitor mechanism of action (substance);substance with janus kinase inhibitor mechanism of action;exactmatch
prolactin (substance);prl - prolactin;exactmatch
lipoic acid (substance);alpha-lipoic acid;exactmatch
sulfadoxine (substance);sulphadoxine;exactmatch
troxerutin (substance);trioxyethylrutin;exactmatch
tyrosol and tyrosol derivative (substance);tyrosol and derivatives;exactmatch
kynurenine (substance);kynurenin;exactmatch
almagate (substance);aluminium magnesium hydroxide carbonate;exactmatch
mannose-binding protein (substance);mannose-binding lectin;exactmatch
n-octanoylglycine (substance);capryloyl glycine;exactmatch
somatomedin (substance);insulin-like growth factor;exactmatch
tuaminoheptane sulfate (substance);tuaminoheptane sulphate;exactmatch
oteracil (substance);oxonic acid;exactmatch
antigen of bordetella (substance);antigen of bordetella;exactmatch
antigen of human coronavirus (substance);antigen of human coronavirus;exactmatch
antigen of human papillomavirus 11 (substance);antigen of human papilloma virus 11;exactmatch
substance with bradykinin b2 inhibitor mechanism of action (substance);substance with bradykinin b2 inhibitor mechanism of action;exactmatch
substance with sodium glucose cotransporter subtype 2 inhibitor mechanism of action (substance);substance with sodium glucose cotransporter subtype 2 inhibitor mechanism of action;exactmatch
substance with b-raf inhibitor mechanism of action (substance);substance with b-raf inhibitor mechanism of action;exactmatch
pipethanate ethobromide (substance);piperilate ethobromide;exactmatch
notechis scutatus antivenom (substance);notechis scutatus antivenom;exactmatch
enhydrina schistosa antivenom (substance);enhydrina schistosa antivenom;exactmatch
sodium sulfate (substance);sodium sulphate;exactmatch
upper body part structure (body structure);upper body part;exactmatch
copper sulfate (substance);copper sulphate;exactmatch
ciclopirox olamine (substance);ciclopirox ethanolamine;exactmatch
glucosamine (substance);glycosamine;exactmatch
methionine (substance);dl-methionine;exactmatch
amantadine sulfate (substance);amantadine sulphate;exactmatch
anetholtrithion (substance);anethole trithione;exactmatch
dihydralazine sulfate (substance);dihydralazine sulphate;exactmatch
synanceia trachynis antivenom (substance);synanceia trachynis antivenom;exactmatch
substance with phosphodiesterase 4 inhibitor mechanism of action (substance);substance with phosphodiesterase 4 inhibitor mechanism of action;exactmatch
trimetazidine hydrochloride (substance);trimetazidine dihydrochloride;exactmatch
berberine hydrochloride (substance);berberine chloride;exactmatch
acexamic acid (substance);6-acetamidohexanoic acid;exactmatch
alanylglutamine (substance);ala-gln - alanylglutamine;exactmatch
isophane insulin (substance);nph (neutral protamine hagedorn) insulin;exactmatch
dextran 40 (substance);lmd;exactmatch
congenital disease (disorder);congenital disorder;exactmatch
plant sapogenin glycoside (substance);plant saponin;exactmatch
cysteine (substance);l-cysteine;exactmatch
human chorionic gonadotropin (substance);chorionic gonadotrophin;exactmatch
blood vessel structure (body structure);blood vessel;exactmatch
aminocaproic acid (substance);6-aminocaproic acid;exactmatch
thallium-201 (substance);201-tl;exactmatch
coagulation factor v (substance);ac globulin;exactmatch
histidine (substance);l-histidine;exactmatch
succinic acid (substance);succinate;exactmatch
trypan blue stain (substance);congo blue 3b;exactmatch
liothyronine (substance);3,5,3' triiodothyronine;exactmatch
congenital anomaly of limb (disorder);congenital abnormality of the limb;exactmatch
skin structure of foot (body structure);skin of foot;exactmatch
excision of lesion of sclera (procedure);removal of scleral lesion;exactmatch
saccular dilatation (morphologic abnormality);saccular ectasia;exactmatch
trisulfapyrimidine (substance);trisulphapyrimidine;exactmatch
morphine sulfate (substance);morphine sulphate;exactmatch
structure of pelvic segment of trunk (body structure);pelvic segment of trunk;exactmatch
finding of upper trunk (finding);finding of thoracic segment of trunk;exactmatch
lower genitourinary tract structure (body structure);lower genitourinary tract;exactmatch
antigen of inactivated whole vibrio cholerae (substance);antigen of inactivated whole vibrio cholerae;exactmatch
urokinase (substance);u-plasminogen activator;exactmatch
vinyl ether (substance);divinyl ether;exactmatch
sulfamerazine (substance);sulphamerazine;exactmatch
growth alteration (morphologic abnormality);disturbance of growth;exactmatch
chemical element (substance);element;exactmatch
heme (substance);ferroheme;exactmatch
zineb (substance);zinc ethylenebis(dithiocarbamate);exactmatch
antigen of live attenuated vibrio cholerae (substance);antigen of live attenuated vibrio cholerae;exactmatch
fluorodopa (18-f) (substance);fluoro-l-dopa (18-f);exactmatch
injury of anterior neck (disorder);injury of throat;exactmatch
fructose (substance);fruit sugar;exactmatch
selenium sulfide (substance);selenium disulfide;exactmatch
inorganic chemical (substance);inorganic chemical compound;exactmatch
metaraminol bitartrate (substance);metaraminol tartrate;exactmatch
antimony dimercaptosuccinate (substance);stibocaptate;exactmatch
p-tert-butylphenol (substance);para-tertiary butyl phenol;exactmatch
physical examination procedure (procedure);clinical examination;exactmatch
liquefied phenol (substance);phenol liquefied;exactmatch
trometamol (substance);tris buffer;exactmatch
plastic (substance);plastic compound;exactmatch
paramethadione (substance);isoethadione;exactmatch
limb structure (body structure);extremity;exactmatch
substance with halogenated hydrocarbon structure and insecticide mechanism of action (substance);substance with halogenated hydrocarbon structure and insecticide mechanism of action;exactmatch
troleandomycin (substance);t.a.o.;exactmatch
pituitary luteinizing hormone (substance);icsh;exactmatch
naltrexone hydrochloride (substance);n-cyclopropylmethylnoroxymorphone hydrochloride;exactmatch
structure of nervous system ganglion (body structure);nervous system ganglion;exactmatch
ethotoin (substance);ethylphenylhydantoin;exactmatch
amantadine hydrochloride (substance);adamantanamine hydrochloride;exactmatch
disease (disorder);clinical disease and/or syndrome;exactmatch
succinylsulfathiazole (substance);succinylsulphathiazole;exactmatch
dimevamide (substance);aminopentamide hydrogen sulfate;exactmatch
operative procedure on foot (procedure);operative procedure on foot or toes;exactmatch
aldicarb (substance);2-methyl-2-(methylthio) propionaldehyde o-methylcarbamoyloxime;exactmatch
thyrotrophin (substance);tsh;exactmatch
nutmeg oil (substance);myristica oil;exactmatch
strong acid (substance);corrosive acid;exactmatch
chloropicrin (substance);acquinite;exactmatch
excision (procedure);abscission;exactmatch
dihydroxyphenylalanine (substance);3,4-dihydroxyphenylalanine;exactmatch
female genitourinary system structure (body structure);female genitourinary system;exactmatch
antigen of haemophilus influenzae type b capsular polysaccharide conjugated (substance);antigen of haemophilus influenzae type b capsular polysaccharide conjugated;exactmatch
false (qualifier value);pseudo;exactmatch
morpholine (substance);diethylene imidoxide;exactmatch
cuprous oxide (substance);copper oxide;exactmatch
lower limb structure (body structure);leg;exactmatch
lidocaine hydrochloride (substance);lignocaine hydrochloride;exactmatch
diclofenac sodium (substance);diclofenac sodium product;exactmatch
injury of breast (disorder);breast injury;exactmatch
kerosene (substance);range oil;exactmatch
eritrityl tetranitrate (substance);erythritol tetranitrate;exactmatch
flurothyl (substance);hexafluorodiethyl ether;exactmatch
partial salpingectomy (procedure);partial excision of fallopian tube;exactmatch
plant agent (substance);plant agent;exactmatch
phenylalanine (substance);l-phenylalanine;exactmatch
phytotoxin (substance);plant exotoxin;exactmatch
injury of artery (disorder);arterial injury;exactmatch
structure of abdominopelvic segment of trunk (body structure);lower trunk;exactmatch
bromdimethoxyamphetamine (substance);dob - bromdimethoxyamphetamine;exactmatch
folic acid (substance);fa - folic acid;exactmatch
calcitonin (substance);ct - calcitonin;exactmatch
taurine salt of bile acid (substance);ursodeoxycholyltaurine;exactmatch
congenital anomaly of peripheral blood vessel (disorder);peripheral vascular congenital anomaly;exactmatch
substance with microtubule inhibitor mechanism of action (substance);substance with microtubule inhibitor mechanism of action;exactmatch
substance with phosphodiesterase 5 inhibitor mechanism of action (substance);substance with phosphodiesterase 5 inhibitor mechanism of action;exactmatch
substance with aromatase inhibitor mechanism of action (substance);substance with aromatase inhibitor mechanism of action;exactmatch
cimicifuga racemosa extract (substance);black cohosh extract;exactmatch
cimicifuga racemosa preparation (product);black cohosh preparation;exactmatch
cadexomer iodine (substance);cadexomer-iodine;exactmatch
thiopental (substance);thiopentone;exactmatch
3-aminobutyric acid (substance);3-aminobutyrate;exactmatch
substance with 4-aminobutyrate - 2-oxoglutarate transaminase inhibitor mechanism of action (substance);substance with 4-aminobutyrate - 2-oxoglutarate transaminase inhibitor mechanism of action;exactmatch
substance with alpha-4 integrin receptor antagonist mechanism of action (substance);substance with alpha-4 integrin receptor antagonist mechanism of action;exactmatch
substance with aminotransferase inhibitor mechanism of action (substance);substance with aminotransferase inhibitor mechanism of action;exactmatch
disorder of urinary tract proper (disorder);disorder of urinary tract proper;exactmatch
indigotindisulfonate sodium (substance);fd and c blue 2;exactmatch
butyl benzyl phthalate (substance);benzyl butyl phthalate;exactmatch
carotinoid (substance);carotinoids;exactmatch
class gammaproteobacteria (organism);class gammaproteobacteria;exactmatch
denatured ethanol (substance);denatured alcohol;exactmatch
substance with direct thrombin inhibitor mechanism of action (substance);substance with direct thrombin inhibitor mechanism of action;exactmatch
tannic acid (substance);tannin;exactmatch
formoterol (substance);eformoterol;exactmatch
substance with glutamate receptor antagonist mechanism of action (substance);substance with glutamate receptor antagonist mechanism of action;exactmatch
canada balsam (substance);balm of gilead;exactmatch
sodium citrate (substance);citrate sodium;exactmatch
passiflora incarnata extract (substance);passiflora incarnata extract;exactmatch
hypromellose (substance);hydroxypropyl methylcellulose;exactmatch
carglumic acid (substance);carglutamic acid;exactmatch
drug vehicle (substance);vehicle;exactmatch
sodium lauryl sulfate (substance);sodium lauryl sulphate;exactmatch
sparteine sulfate (substance);sparteine sulphate;exactmatch
salicin extract (substance);salcaceae extract;exactmatch
azacitidine (substance);5 azacytidine;exactmatch
clopidogrel bisulfate (substance);clopidogrel hydrogen sulfate;exactmatch
ferumoxide (substance);superparamagnetic iron oxide;exactmatch
silybum marianum extract (substance);silybum marianum extract;exactmatch
humulus lupulus extract (substance);hops extract;exactmatch
oat extract (substance);oat leaf extract;exactmatch
iris germanica extract (substance);orris root extract;exactmatch
policosanol (substance);ateromixol;exactmatch
hypericum perforatum extract (substance);saint johns wort extract;exactmatch
melaleuca alternifolia oil (substance);tea tree oil;exactmatch
thyrotropin alfa (substance);thyrotropin alpha subunit;exactmatch
citrullus vulgaris extract (substance);watermelon seed extract;exactmatch
acriflavine hydrochloride (substance);acriflavinium chloride;exactmatch
glyceryl trierucate (substance);trierucate;exactmatch
substance with glycopeptide structure and antibacterial mechanism of action (substance);substance with glycopeptide structure and antibacterial mechanism of action;exactmatch
enoxolone (substance);glycyrrhetin;exactmatch
exenatide (substance);exendin 4;exactmatch
substance with peptide hormone receptor antagonist mechanism of action (substance);substance with peptide hormone receptor antagonist mechanism of action;exactmatch
neck and/or chest and/or abdomen and/or pelvis (body structure);neck and/or chest and/or abdomen and/or pelvis;exactmatch
gadoxetic acid (substance);gadolinium ethoxybenzyl diethylenetriaminepentaacetic acid;exactmatch
ziconotide (substance);omega conotoxin m7a;exactmatch
boldenone (substance);dehydrotestosterone;exactmatch
chest and/or abdomen structure (body structure);chest and/or abdomen structure;exactmatch
chest and/or abdomen and/or pelvis structure (body structure);chest and/or abdomen and/or pelvis structure;exactmatch
substance with calcineurin inhibitor mechanism of action (substance);substance with calcineurin inhibitor mechanism of action;exactmatch
oil derived from plant (substance);oil derived from plant;exactmatch
substance with n-methyl-d-aspartate receptor antagonist mechanism of action (substance);substance with n-methyl-d-aspartate receptor antagonist mechanism of action;exactmatch
traumatic or non-traumatic injury (disorder);injury;exactmatch
growth substance (substance);mitogenic substance;exactmatch
petasites hybridus extract (substance);butterbur extract;exactmatch
neck and/or chest structure (body structure);neck and/or chest structure;exactmatch
skin and/or subcutaneous tissue structure of foot (body structure);skin and subcutaneous tissue structure of foot;exactmatch
astaxanthin (substance);astaxanthine;exactmatch
traumatic injury (disorder);injury - disorder;exactmatch
arachis oil (substance);groundnut oil;exactmatch
substance with glucagon-like peptide 1 receptor agonist mechanism of action (substance);glp-1 receptor agonist;exactmatch
neck and/or chest and/or abdomen structure (body structure);neck and/or chest and/or abdomen structure;exactmatch
cephamycin (substance);cefamycin;exactmatch
skin and/or subcutaneous tissue structure of lower limb (body structure);skin and subcutaneous tissue structure of lower limb;exactmatch
pentetate zinc trisodium (substance);zn-dpta - pentetate zinc trisodium;exactmatch
polylactic acid (substance);polylactic acid polymer;exactmatch
porcine calcitonin (substance);pork calcitonin;exactmatch
porcine derived substance (substance);pork derived substance;exactmatch
substance with potassium channel blocker mechanism of action (substance);substance with potassium channel blocker mechanism of action;exactmatch
pteroyltriglutamic acid (substance);teropterin;exactmatch
racepinephrine (substance);adrenaline racemic;exactmatch
lutropin alfa (substance);recombinant human luteinising hormone;exactmatch
substance with selective adhesion molecule inhibitor mechanism of action (substance);substance with selective adhesion molecule inhibitor mechanism of action;exactmatch
selective estrogen receptor modulator (substance);serm - selective estrogen receptor modulator;exactmatch
serpin protein (substance);serpin protein;exactmatch
sodium glycerophosphate (substance);1-(dihydrogen phosphate)-1,2,3-propanetriol sodium salt;exactmatch
soy bean product (substance);soy product;exactmatch
domain eukarya (organism);eukarya;exactmatch
terpene (substance);terpenes;exactmatch
linseed oil (substance);flaxseed oil;exactmatch
substance with transferase inhibitor mechanism of action (substance);substance with transferase inhibitor mechanism of action;exactmatch
trifolium pratense extract (substance);red clover extract;exactmatch
mitoxantrone hydrochloride (substance);mitozantrone hydrochloride;exactmatch
substance with thymidylate synthase inhibitor mechanism of action (substance);substance with thymidylate synthase inhibitor mechanism of action;exactmatch
free-range sterile maggots (product);free range sterile maggots;exactmatch
bisacodyl metabolites (substance);biscodyl metabolites;exactmatch
physical examination assessment (procedure);assess physical examination;exactmatch
chondroitin sulfate (substance);chondroitin sulphate;exactmatch
methoxsalen (substance);8-mop;exactmatch
oxiconazole nitrate (substance);acn 6349;exactmatch
perfluorochemical (substance);perfluoro compound;exactmatch
perfluoroalkylpolyether (substance);pfpe - perfluoroalkylpolyether;exactmatch
drug or medicament (substance);drug;exactmatch
diagnostic allergen extract (product);allergenic diagnostic allergen extract;exactmatch
domain bacteria (organism);bacteria;exactmatch
photoallergen (product);photoallergens;exactmatch
ursodeoxycholic acid (substance);3 alpha, 7 beta dihydroxy-5 beta cholanic acid;exactmatch
epidermal and animal protein specific diagnostic allergen extract (product);epidermal and animal protein specific diagnostic allergen extract;exactmatch
cow dander diagnostic allergen extract (product);cow dander extract;exactmatch
acacia species diagnostic allergen extract (product);acacia species diagnostic allergen extract;exactmatch
allium sativum diagnostic allergen extract (product);allium sativum diagnostic allergen extract;exactmatch
astacus astacus diagnostic allergen extract (product);astacus astacus diagnostic allergen extract;exactmatch
astragalus species diagnostic allergen extract (product);astragalus species diagnostic allergen extract;exactmatch
phylum proteobacteria (organism);division gracilicutes;exactmatch
gadoversetamide (substance);gadolinium dtpa bmea;exactmatch
menadione (substance);vitamin k3;exactmatch
water-soluble vitamin (substance);water soluble vitamin;exactmatch
infectious disease (disorder);disease due to infection;exactmatch
adrenocorticotropic hormone (substance);acth - adrenocorticotrophic hormone;exactmatch
disease caused by gram-negative bacillus (disorder);disease caused by gram-negative bacillus;exactmatch
choriogonadotropin (substance);choriogonadotrophin;exactmatch
enbucrilate (substance);n-butyl-2-cyanoacrylate;exactmatch
substance with neurokinin 1 receptor antagonist mechanism of action (substance);substance with neurokinin 1 receptor antagonist mechanism of action;exactmatch
substance with proteasome inhibitor mechanism of action (substance);substance with proteasome inhibitor mechanism of action;exactmatch
