head;tail;relation
product containing suramin (medicinal product);angiogenesis activator inhibitor;broadmatch
valbenazine (substance);valbenazine;exactmatch
product containing reverse transcriptase inhibitor (product);enzyme inhibitor;broadmatch
product containing buserelin (medicinal product);gonadotropin-releasing hormone analog;broadmatch
lysine (substance);lysine;exactmatch
nicofuranose (substance);vasodilating agent;broadmatch
venlafaxine hydrochloride (substance);venlafaxine hydrochloride;exactmatch
cns stimulant;caffeine monohydrate (substance);narrowmatch
antineoplastic plant product;hypericin (substance);narrowmatch
antineoplastic enzyme inhibitor;alectinib (substance);narrowmatch
tioconazole (substance);tioconazole;exactmatch
histrelin acetate (substance);gonadotropin-releasing hormone analog;broadmatch
antibiotic;amfomycin (substance);narrowmatch
product containing fampridine (medicinal product);dalfampridine;exactmatch
thiazide diuretic;product containing cyclopenthiazide (medicinal product);narrowmatch
ondansetron hydrochloride (substance);ondansetron hydrochloride;exactmatch
proguanil (substance);dihydrofolate reductase inhibitor;broadmatch
estazolam (substance);estazolam;exactmatch
radioprotective agent;product containing pirfenidone (medicinal product);narrowmatch
product containing encainide (medicinal product);encainide;exactmatch
antifungal agent;product containing terbinafine (medicinal product);narrowmatch
angiotensin ii receptor antagonist;product containing irbesartan (medicinal product);narrowmatch
antihelminthic agent;product containing flubendazole (medicinal product);narrowmatch
product containing fludarabine (medicinal product);fludarabine;exactmatch
product containing theophylline (medicinal product);alkaloid;broadmatch
haloprogin (substance);haloprogin;exactmatch
vasodilating agent;fenspiride (substance);narrowmatch
clodronate (substance);biphosphonate;broadmatch
diethylaminoethanol (substance);2-(diethylamino)ethanol;exactmatch
amitriptyline (substance);amitriptyline;exactmatch
methylnaltrexone (substance);opiate antagonist;broadmatch
cyclin-dependent kinase inhibitor;trilaciclib (substance);narrowmatch
pharmacologic substance;glucose monohydrate (substance);narrowmatch
adjuvant analgesic;product containing chloral hydrate (medicinal product);narrowmatch
cyclooxygenase inhibitor;lumiracoxib (substance);narrowmatch
product containing fenofibric acid (medicinal product);antilipidemic agent;broadmatch
chloral hydrate (substance);adjuvant analgesic;broadmatch
brompheniramine maleate (substance);brompheniramine maleate;exactmatch
thioridazine hydrochloride (substance);antipsychotic agent;broadmatch
product containing propylhexedrine (medicinal product);levopropylhexedrine;exactmatch
amfepramone hydrochloride (substance);cns stimulant;broadmatch
antiprotozoal agent;artesunate (substance);narrowmatch
pharmacologic substance;cortivazol (substance);narrowmatch
phenylephrine (substance);phenylephrine;exactmatch
dimethisoquin (substance);dimethisoquin;exactmatch
fexofenadine (substance);histamine-1 receptor antagonist;broadmatch
product containing emedastine (medicinal product);histamine-1 receptor antagonist;broadmatch
opioid receptor agonist;fentanyl (substance);narrowmatch
product containing benzatropine (medicinal product);benztropine;exactmatch
dopamine agonist;dihydroergocristine mesilate (substance);narrowmatch
ceritinib (substance);antineoplastic enzyme inhibitor;broadmatch
betaxolol hydrochloride (substance);betaxolol hydrochloride;exactmatch
product containing piretanide (medicinal product);piretanide;exactmatch
product containing ledipasvir (medicinal product);antiviral agent;broadmatch
methyprylon (substance);sedative and hypnotic;broadmatch
tricyclic antidepressant;product containing protriptyline (medicinal product);narrowmatch
halobetasol (substance);adrenal agent;broadmatch
nitrofurantoin sodium (substance);nitrofurantoin sodium;exactmatch
muscle relaxant;product containing orphenadrine (medicinal product);narrowmatch
anagrelide hydrochloride (substance);anagrelide hydrochloride;exactmatch
product containing clemastine (medicinal product);clemastine;exactmatch
fosaprepitant (substance);fosaprepitant;exactmatch
buspirone hydrochloride (substance);buspirone hydrochloride;exactmatch
mycophenolate mofetil (substance);mycophenolate mofetil;exactmatch
lopobutan (substance);lopobutan;exactmatch
eliglustat (substance);enzyme inhibitor;broadmatch
esmolol (substance);esmolol;exactmatch
adrenal agent;fluocinolone (substance);narrowmatch
hemostatic agent;nonacog alfa (substance);narrowmatch
product containing tranexamic acid (medicinal product);tranexamic acid;exactmatch
hiv protease inhibitor;product containing saquinavir (medicinal product);narrowmatch
antioxidant;uncaria tomentosa extract (substance);narrowmatch
product containing biperiden (medicinal product);antiparkinsonian agent;broadmatch
proguanil (substance);proguanil;exactmatch
methotrexate (substance);dihydrofolate reductase inhibitor;broadmatch
product containing aloin (medicinal product);laxative;broadmatch
product containing apalutamide (medicinal product);androgen receptor inhibitor;broadmatch
gemifloxacin mesilate (substance);antibiotic;broadmatch
paroxetine (substance);paroxetine;exactmatch
drostanolone propionate (substance);hormone therapy agent;broadmatch
cimetidine (substance);cimetidine;exactmatch
product containing clove oil (medicinal product);clove oil;exactmatch
pyritinol (substance);pyritinol;exactmatch
tipiracil hydrochloride (substance);tipiracil hydrochloride;exactmatch
histamine-1 receptor antagonist;bepotastine (substance);narrowmatch
osilodrostat (substance);enzyme inhibitor;broadmatch
antihypertensive agent;hydralazine (substance);narrowmatch
dna binding agent;mitoxantrone (substance);narrowmatch
product containing methocarbamol (medicinal product);muscle relaxant;broadmatch
saxagliptin hydrochloride (substance);dipeptidyl peptidase-4 inhibitor;broadmatch
telmisartan (substance);angiotensin ii receptor antagonist;broadmatch
topical anti-infective agent;product containing fenticlor (medicinal product);narrowmatch
antispasmodic agent;trospium chloride (substance);narrowmatch
product containing butobarbital (medicinal product);butethal;exactmatch
succinylcholine chloride (substance);muscle relaxant;broadmatch
niclosamide (substance);antihelminthic agent;broadmatch
sodium polystyrene sulfonate (substance);sodium polystyrene sulfonate;exactmatch
nonsteroidal antiinflammatory drug;calcium carbaspirin (substance);narrowmatch
product containing dorzolamide (medicinal product);dorzolamide;exactmatch
product containing ferrous gluconate (medicinal product);ferrous gluconate;exactmatch
topical anti-infective agent;nifuroxazide (substance);narrowmatch
product containing melperone (medicinal product);melperone;exactmatch
opioid receptor agonist;phenazocine hydrobromide (substance);narrowmatch
product containing trifluoperazine (medicinal product);phenothiazine;broadmatch
product containing procarbazine (medicinal product);procarbazine hydrochloride;exactmatch
potassium-sparing diuretic;product containing spironolactone (medicinal product);narrowmatch
nonsteroidal antiinflammatory drug;product containing choline magnesium trisalicylate (medicinal product);narrowmatch
pharmacologic substance;mycophenolate mofetil hydrochloride (substance);narrowmatch
product containing lumefantrine (medicinal product);antimalarial agent;broadmatch
duloxetine hydrochloride (substance);duloxetine hydrochloride;exactmatch
lisuride (substance);lisuride;exactmatch
antipsychotic agent;product containing pimozide (medicinal product);narrowmatch
pharmacologic substance;flumetasone pivalate (substance);narrowmatch
eravacycline (substance);protein synthesis inhibitor;broadmatch
product containing amobarbital (medicinal product);barbiturate;broadmatch
product containing trifluperidol (medicinal product);trifluperidol;exactmatch
cns stimulant;ethylamfetamine (substance);narrowmatch
carbon (11-c) methionine (substance);pharmacologic substance;broadmatch
dexamethasone acetate (substance);dexamethasone acetate;exactmatch
dextran 70 (substance);dextran 70;exactmatch
antipsychotic agent;pipotiazine (substance);narrowmatch
5-ht3 receptor antagonist;dolasetron (substance);narrowmatch
photosensitizing agent;verteporfin (substance);narrowmatch
phenformin (substance);anti-diabetic agent;broadmatch
product containing vorapaxar (medicinal product);vorapaxar;exactmatch
pargyline hydrochloride (substance);pargyline hydrochloride;exactmatch
product containing selexipag (medicinal product);prostaglandin analogue;broadmatch
alectinib (substance);antineoplastic enzyme inhibitor;broadmatch
sodium citrate dihydrate (substance);trisodium citrate dihydrate;exactmatch
smoothened antagonist;product containing glasdegib (medicinal product);narrowmatch
product containing aliskiren (medicinal product);aliskiren;exactmatch
ethinamate (substance);ethinamate;exactmatch
etafedrine (substance);etafedrine;exactmatch
nonsteroidal antiinflammatory drug;product containing magnesium salicylate (medicinal product);narrowmatch
ombitasvir (substance);antiviral agent;broadmatch
podophyllum resin (substance);podophyllin;exactmatch
product containing chloroquine (medicinal product);antimalarial agent;broadmatch
clocinizine hydrochloride (substance);histamine-1 receptor antagonist;broadmatch
isoflupredone (substance);pharmacologic substance;broadmatch
product containing protionamide (medicinal product);protionamide;exactmatch
hemostatic agent;product containing human fibrinogen (medicinal product);narrowmatch
antiprotozoal agent;nequinate (substance);narrowmatch
product containing clomipramine (medicinal product);clomipramine;exactmatch
product containing spinosad (medicinal product);spinosad;exactmatch
product containing deserpidine (medicinal product);antihypertensive agent;broadmatch
antipsychotic agent;product containing molindone (medicinal product);narrowmatch
rasagiline tartrate (substance);rasagiline tartrate;exactmatch
product containing entecavir (medicinal product);entecavir;exactmatch
histamine-1 receptor antagonist;astemizole (substance);narrowmatch
chlorphenoxamine (substance);histamine-1 receptor antagonist;broadmatch
oxycodone hydrochloride (substance);alkaloid;broadmatch
barbiturate;hexobarbital (substance);narrowmatch
product containing tasimelteon (medicinal product);tasimelteon;exactmatch
antihypertensive agent;dihydralazine mesilate (substance);narrowmatch
calcium channel blocker;gallopamil (substance);narrowmatch
metixene hydrochloride (substance);methixene hydrochloride;exactmatch
pharmacologic substance;medicinal product acting as antiinfective agent (product);narrowmatch
hydrocortisone probutate (substance);hydrocortisone probutate;exactmatch
hydroxychloroquine (substance);hydroxychloroquine;exactmatch
vasodilating agent;product containing papaverine (medicinal product);narrowmatch
product containing cabazitaxel (medicinal product);tubulin binding agent;broadmatch
product containing thymidylate synthase inhibitor (product);thymidylate synthase inhibitor;exactmatch
diphemanil methylsulfate (substance);diphemanil methylsulfate;exactmatch
beta-adrenergic antagonist;product containing propranolol (medicinal product);narrowmatch
clopidogrel bisulfate (substance);thienopyridine antiplatelet agent;broadmatch
dexamethasone sodium phosphate (substance);adrenal agent;broadmatch
cromoglicate sodium (substance);cromolyn sodium;exactmatch
fluoxetine hydrochloride (substance);selective serotonin reuptake inhibitor;broadmatch
opioid receptor agonist;phenazocine (substance);narrowmatch
opioid receptor agonist;product containing nalorphine (medicinal product);narrowmatch
beta-adrenergic antagonist;product containing celiprolol (medicinal product);narrowmatch
methylergometrine maleate (substance);methylergonovine maleate;exactmatch
pomalidomide (substance);immunomodulatory imide drug;broadmatch
valbenazine (substance);pharmacologic substance;broadmatch
monoamine oxidase inhibitor;product containing moclobemide (medicinal product);narrowmatch
naftidrofuryl (substance);vasodilating agent;broadmatch
bile acid sequestrant;colestipol hydrochloride (substance);narrowmatch
butylated hydroxytoluene (substance);butylated hydroxytoluene;exactmatch
product containing rimegepant (medicinal product);rimegepant;exactmatch
vericiguat (substance);vericiguat;exactmatch
saxagliptin (substance);dipeptidyl peptidase-4 inhibitor;broadmatch
cyclooxygenase inhibitor;indometacin sodium (substance);narrowmatch
cobimetinib (substance);cobimetinib;exactmatch
trimeperidine (substance);trimeperidine;exactmatch
inosine monophosphate dehydrogenase inhibitor;mycophenolic acid (substance);narrowmatch
pdgfr inhibitor;avapritinib (substance);narrowmatch
barbiturate;allobarbital (substance);narrowmatch
carboplatin (substance);platinum compound;broadmatch
antihypertensive agent;epoprostenol sodium (substance);narrowmatch
product containing prednisolone (medicinal product);prednisolone;exactmatch
adrenergic agonist;ephedrine sulfate (substance);narrowmatch
sitagliptin phosphate (substance);sitagliptin phosphate;exactmatch
product containing paritaprevir (medicinal product);paritaprevir;exactmatch
chamomile extract (substance);chamomile;exactmatch
piracetam (substance);neuroprotective agent;broadmatch
pirmenol (substance);pirmenol;exactmatch
pyrimidine antagonist;product containing gemcitabine (medicinal product);narrowmatch
product containing glyceryl trinitrate (medicinal product);vasodilating agent;broadmatch
product containing vardenafil (medicinal product);vardenafil;exactmatch
desipramine hydrochloride (substance);desipramine hydrochloride;exactmatch
copper undecylenate (substance);copper undecylenate;exactmatch
antipsychotic agent;product containing lithium citrate (medicinal product);narrowmatch
product containing loteprednol (medicinal product);adrenal agent;broadmatch
teniposide (substance);epipodophyllotoxin compound;broadmatch
orciprenaline (substance);metaproterenol;exactmatch
product containing diosmin (medicinal product);flavonoid;broadmatch
dirlotapide (substance);dirlotapide;exactmatch
hormone therapy agent;product containing thymosin alpha 1 (medicinal product);narrowmatch
product containing isocarboxazid (medicinal product);monoamine oxidase inhibitor;broadmatch
levomethadyl acetate hydrochloride (substance);levomethadyl acetate hydrochloride;exactmatch
product containing dihydrocodeine (medicinal product);dihydrocodeine;exactmatch
olsalazine sodium (substance);nonsteroidal antiinflammatory drug;broadmatch
tepotinib hydrochloride (substance);tepotinib hydrochloride;exactmatch
antineoplastic plant product;glycyrrhizin (substance);narrowmatch
product containing pentazocine (medicinal product);alkaloid;broadmatch
antineoplastic agent;product containing lenalidomide (medicinal product);narrowmatch
tubulin binding agent;product containing cabazitaxel (medicinal product);narrowmatch
product containing dexketoprofen (medicinal product);nonsteroidal antiinflammatory drug;broadmatch
medicinal product acting as antiemetic agent (product);antiemetic agent;exactmatch
nicotinic agonist;varenicline (substance);narrowmatch
cyclopentamine (substance);cyclopentamine;exactmatch
fenticonazole (substance);fenticonazole;exactmatch
product containing macrogol (medicinal product);polyethylene glycol;exactmatch
protionamide (substance);antitubercular agent;broadmatch
alfentanil (substance);alfentanil;exactmatch
topical anti-infective agent;iodoform (substance);narrowmatch
product containing salicylamide (medicinal product);nonsteroidal antiinflammatory drug;broadmatch
product containing methdilazine (medicinal product);methdilazine;exactmatch
idrocilamide (substance);idrocilamide;exactmatch
beta-adrenergic antagonist;acebutolol (substance);narrowmatch
sodium tetradecyl sulfate (substance);sodium tetradecyl sulfate;exactmatch
eptifibatide (substance);antiplatelet agent;broadmatch
bromperidol (substance);bromperidol;exactmatch
product containing adrenergic neurone blocker (product);adrenergic antagonist;exactmatch
product containing pindolol (medicinal product);beta-adrenergic antagonist;broadmatch
tepoxalin (substance);nonsteroidal antiinflammatory drug;broadmatch
amygdalin (substance);amygdalin;exactmatch
topical anti-infective agent;chlorhexidine digluconate (in water) (substance);narrowmatch
diazoxide (substance);diazoxide;exactmatch
product containing abacavir and lamivudine and zidovudine (medicinal product);abacavir sulfate/lamivudine/zidovudine;exactmatch
opioid receptor agonist;hydrocodone polistirex (substance);narrowmatch
product containing tolvaptan (medicinal product);vasopressin antagonist;broadmatch
levomethadyl acetate hydrochloride (substance);alkaloid;broadmatch
proflavine (substance);proflavine;exactmatch
hormone antagonist;substance with growth hormone receptor antagonist mechanism of action (substance);narrowmatch
antimalarial agent;mefloquine (substance);narrowmatch
vecuronium bromide (substance);muscle relaxant;broadmatch
product containing flecainide (medicinal product);cation channel blocker;broadmatch
product containing eribulin (medicinal product);eribulin mesylate;exactmatch
hemostatic agent;anti-inhibitor coagulant complex (substance);narrowmatch
benzodiazepine;zolazepam hydrochloride (substance);narrowmatch
levopropoxyphene (substance);levopropoxyphene;exactmatch
mucolytic agent;bromhexine hydrochloride (substance);narrowmatch
serotonin agonist;almotriptan (substance);narrowmatch
product containing doravirine (medicinal product);non-nucleoside reverse transcriptase inhibitor;broadmatch
trospium chloride (substance);antispasmodic agent;broadmatch
ethylmorphine (substance);ethylmorphine;exactmatch
product containing clobetasol (medicinal product);adrenal agent;broadmatch
histamine-1 receptor antagonist;product containing desloratadine (medicinal product);narrowmatch
acenocoumarol (substance);acenocoumarol;exactmatch
methadone hydrochloride (substance);methadone hydrochloride;exactmatch
antiprotozoal agent;diloxanide (substance);narrowmatch
phenylacetic acid (substance);phenylacetic acid;exactmatch
product containing zotepine (medicinal product);serotonin antagonist;broadmatch
medetomidine (substance);medetomidine;exactmatch
product containing lauromacrogol 400 (medicinal product);antimetastatic agent;broadmatch
corbadrine (substance);adrenergic agent;broadmatch
her2 inhibitor;lapatinib (substance);narrowmatch
medicinal product acting as anticoagulant agent (product);anticoagulant agent;exactmatch
laxative;sennoside (substance);narrowmatch
5-ht3 receptor antagonist;product containing dolasetron (medicinal product);narrowmatch
product containing sulfacarbamide (medicinal product);sulfacarbamide;exactmatch
propafenone hydrochloride (substance);antiarrhythmic agent;broadmatch
miconazole nitrate (substance);miconazole nitrate;exactmatch
substance with protein-tyrosine kinase inhibitor mechanism of action (substance);protein kinase inhibitor;broadmatch
methyl 4-hydroxybenzoate (substance);methylparaben;exactmatch
demoxepam (substance);demoxepam;exactmatch
valproate sodium (substance);valproate sodium;exactmatch
alkaloid;pentazocine (substance);narrowmatch
cimicifuga racemosa extract (substance);black cohosh;exactmatch
haloperidol decanoate (substance);dopamine antagonist;broadmatch
taurolidine (substance);antibiotic;broadmatch
norepinephrine bitartrate (substance);adrenergic agonist;broadmatch
cidofovir (substance);antiviral agent;broadmatch
bolasterone (substance);bolasterone;exactmatch
antimalarial agent;quinine (substance);narrowmatch
betamethasone dipropionate (substance);pharmacologic substance;broadmatch
anticholinergic agent;isopropamide (substance);narrowmatch
product containing amlodipine (medicinal product);calcium channel blocker;broadmatch
antihypertensive agent;product containing aliskiren (medicinal product);narrowmatch
sedative and hypnotic;metoserpate hydrochloride (substance);narrowmatch
fenofibrate (substance);antilipidemic agent;broadmatch
parachlorophenol (substance);parachlorophenol;exactmatch
product containing nintedanib (medicinal product);fgfr inhibitor;broadmatch
product containing dutasteride (medicinal product);5 alpha-reductase inhibitor;broadmatch
vilanterol (substance);vilanterol;exactmatch
pharmacologic substance;chromium (51-cr) edetate (substance);narrowmatch
quinidine (substance);cation channel blocker;broadmatch
ketotifen fumarate (substance);histamine-1 receptor antagonist;broadmatch
modafinil (substance);cns stimulant;broadmatch
product containing milrinone (medicinal product);phosphodiesterase inhibitor;broadmatch
bone resorption inhibitor;risedronic acid (substance);narrowmatch
sedative and hypnotic;product containing eszopiclone (medicinal product);narrowmatch
almagate (substance);almagate;exactmatch
product containing isosorbide (medicinal product);isosorbide;exactmatch
antiparkinsonian agent;product containing biperiden (medicinal product);narrowmatch
sodium picosulfate (substance);laxative;broadmatch
pharmacologic substance;prednicarbate (substance);narrowmatch
sulfonylurea antidiabetic agent;glimepiride (substance);narrowmatch
product containing thiethylperazine (medicinal product);thiethylperazine;exactmatch
antineoplastic agent;pegaptanib (substance);narrowmatch
lamivudine (substance);nucleoside reverse transcriptase inhibitor;broadmatch
sulodexide (substance);sulodexide;exactmatch
methapyrilene (substance);histamine-1 receptor antagonist;broadmatch
chlorphenoxamine (substance);chlorphenoxamine;exactmatch
product containing tadalafil (medicinal product);cgmp phosphodiesterase inhibitor;broadmatch
antihypertensive preparation;product containing atenolol and chlortalidone (medicinal product);narrowmatch
product containing pantoprazole (medicinal product);pantoprazole;exactmatch
atovaquone (substance);atovaquone;exactmatch
loop diuretic;product containing bumetanide (medicinal product);narrowmatch
histamine-1 receptor antagonist;pyrrobutamine (substance);narrowmatch
butacaine (substance);butacaine;exactmatch
atosiban acetate (substance);atosiban acetate;exactmatch
lurasidone (substance);dopamine antagonist;broadmatch
histamine-1 receptor antagonist;cinnarizine (substance);narrowmatch
product containing oxatomide (medicinal product);oxatomide;exactmatch
phosphodiesterase inhibitor;aminophylline (substance);narrowmatch
product containing sildenafil (medicinal product);sildenafil;exactmatch
dicoumarol (substance);anticoagulant agent;broadmatch
sodium benzoate (substance);sodium benzoate;exactmatch
epirubicin hydrochloride (substance);topoisomerase-ii inhibitor;broadmatch
methyldopate (substance);methyldopate;exactmatch
product containing gemcitabine (medicinal product);gemcitabine;exactmatch
antihelminthic agent;bephenium hydroxynaphthoate (substance);narrowmatch
velpatasvir (substance);antiviral agent;broadmatch
cardiotonic agent;metildigoxin (substance);narrowmatch
prostaglandin analogue;selexipag (substance);narrowmatch
nonsteroidal antiinflammatory drug;propyphenazone (substance);narrowmatch
collagen (substance);collagen;exactmatch
product containing triprolidine (medicinal product);histamine-1 receptor antagonist;broadmatch
neuroprotective agent;piracetam (substance);narrowmatch
levofolinic acid (substance);folic acid derivative;broadmatch
cholinergic agonist;pralidoxime mesilate (substance);narrowmatch
pemigatinib (substance);pemigatinib;exactmatch
clorquinaldol (substance);chlorquinaldol;exactmatch
emepronium bromide (substance);emepronium bromide;exactmatch
aminoglutethimide (substance);anti-adrenal;broadmatch
polihexanide (substance);polihexanide;exactmatch
hemostatic agent;catridecacog (substance);narrowmatch
beta-adrenergic antagonist;sotalol (substance);narrowmatch
piperazine phosphate (substance);piperazine phosphate;exactmatch
product containing tasonermin (medicinal product);tasonermin;exactmatch
product containing darifenacin (medicinal product);antispasmodic agent;broadmatch
product containing carglumic acid (medicinal product);carglumic acid;exactmatch
almitrine (substance);almitrine;exactmatch
clorsulon (substance);clorsulon;exactmatch
product containing sofosbuvir (medicinal product);sofosbuvir;exactmatch
product containing etofibrate (medicinal product);etofibrate;exactmatch
product containing penbutolol (medicinal product);penbutolol;exactmatch
docusate (substance);stool softener;broadmatch
anti-hiv agent;product containing abacavir and lamivudine (medicinal product);narrowmatch
diflorasone (substance);diflorasone;exactmatch
product containing bezafibrate (medicinal product);antilipidemic agent;broadmatch
product containing eteplirsen (medicinal product);eteplirsen;exactmatch
product containing albumin human (medicinal product);albumin (human);exactmatch
pyrvinium (substance);antiparasitic agent;broadmatch
opioid receptor agonist;product containing meptazinol (medicinal product);narrowmatch
cloprostenol (substance);cloprostenol;exactmatch
pralidoxime chloride (substance);pralidoxime chloride;exactmatch
dipeptidyl peptidase-4 inhibitor;linagliptin (substance);narrowmatch
ergometrine maleate (substance);serotonin antagonist;broadmatch
ambrisentan (substance);endothelin receptor type a antagonist;broadmatch
hmg-coa reductase inhibitor;rosuvastatin calcium (substance);narrowmatch
aciclovir sodium (substance);antiviral agent;broadmatch
hmg-coa reductase inhibitor;product containing atorvastatin (medicinal product);narrowmatch
product containing beractant (medicinal product);beractant;exactmatch
mineral oil (substance);mineral oil;exactmatch
bile acid sequestrant;colesevelam hydrochloride (substance);narrowmatch
product containing emetine (medicinal product);emetine;exactmatch
salmeterol (substance);salmeterol;exactmatch
vinca alkaloid compound;vindesine sulfate (substance);narrowmatch
yohimbine hydrochloride (substance);yohimbine hydrochloride;exactmatch
berberine (substance);berberine;exactmatch
chlorobutanol (substance);chlorobutanol;exactmatch
eslicarbazepine (substance);eslicarbazepine;exactmatch
product containing atracurium (medicinal product);nicotinic antagonist;broadmatch
product containing haloprogin (medicinal product);antifungal agent;broadmatch
thiazide diuretic;polythiazide (substance);narrowmatch
nicotinic antagonist;vecuronium (substance);narrowmatch
recombinant neurotrophic factor;cenegermin (substance);narrowmatch
histamine-1 receptor antagonist;diphenhydramine (substance);narrowmatch
allium sativum diagnostic allergen extract (product);antioxidant;broadmatch
product containing solriamfetol (medicinal product);pharmacologic substance;broadmatch
product containing hydrocodone (medicinal product);alkaloid;broadmatch
recombinant human keratinocyte growth factor (substance);palifermin;exactmatch
suprofen (substance);suprofen;exactmatch
zolazepam hydrochloride (substance);zolazepam hydrochloride;exactmatch
antiviral agent;product containing ombitasvir (medicinal product);narrowmatch
pyrimethamine (substance);pyrimethamine;exactmatch
antiprotozoal agent;melarsoprol (substance);narrowmatch
clobazam (substance);antianxiety agent;broadmatch
adrenal agent;betamethasone sodium phosphate (substance);narrowmatch
meralluride (substance);diuretic;broadmatch
piroxicam (substance);cyclooxygenase inhibitor;broadmatch
guanabenz (substance);guanabenz;exactmatch
topical anti-infective agent;silver sulfadiazine (substance);narrowmatch
substance with antiviral mechanism of action (substance);antiviral agent;exactmatch
5-ht3 receptor antagonist;tropisetron (substance);narrowmatch
pharmacologic substance;andexanet alfa (substance);narrowmatch
muscle relaxant;succinylcholine chloride (substance);narrowmatch
product containing vanillin (medicinal product);vanillin;exactmatch
gallamine triethiodide (substance);muscle relaxant;broadmatch
product containing miglitol (medicinal product);glucosidase inhibitor;broadmatch
migalastat hydrochloride (substance);migalastat hydrochloride;exactmatch
cns stimulant;methylphenidate (substance);narrowmatch
hormone therapy agent;trenbolone (substance);narrowmatch
trimetazidine (substance);trimetazidine;exactmatch
cns stimulant;product containing methylphenidate (medicinal product);narrowmatch
product containing niclosamide (medicinal product);niclosamide;exactmatch
benzpyrinium (substance);cholinergic agonist;broadmatch
product containing diloxanide (medicinal product);antiprotozoal agent;broadmatch
hmg-coa reductase inhibitor;pravastatin (substance);narrowmatch
photosensitizing agent;porfimer sodium (substance);narrowmatch
product containing cabotegravir (medicinal product);cabotegravir;exactmatch
thiethylperazine malate (substance);thiethylperazine maleate;exactmatch
sulfacarbamide (substance);sulfonylurea antidiabetic agent;broadmatch
product containing lesinurad (medicinal product);uricosuric agent;broadmatch
cyclizine (substance);cyclizine;exactmatch
clemastine fumarate (substance);clemastine fumarate;exactmatch
malignancy-associated hypercalcemia inhibitor;cinacalcet hydrochloride (substance);narrowmatch
gilteritinib (substance);antineoplastic enzyme inhibitor;broadmatch
product containing methylnaltrexone (medicinal product);methylnaltrexone;exactmatch
enoxaparin (substance);enoxaparin;exactmatch
histamine-1 receptor antagonist;azelastine (substance);narrowmatch
methylcellulose (substance);laxative;broadmatch
ginkgo biloba (substance);ginkgo;exactmatch
product containing sodium thiosalicylate (medicinal product);sodium thiosalicylate;exactmatch
enzyme inhibitor;product containing nicotinamide adenine dinucleotide adenosine diphosphate ribosyltransferase inhibitor (product);narrowmatch
pyrimidine antagonist;product containing tipiracil and trifluridine (medicinal product);narrowmatch
quetiapine fumarate (substance);quetiapine fumarate;exactmatch
antispasmodic agent;product containing nitrofural (medicinal product);narrowmatch
ketanserin (substance);ketanserin;exactmatch
hormone therapy agent;product containing obeticholic acid (medicinal product);narrowmatch
bronchodilator;bitolterol (substance);narrowmatch
meprobamate (substance);sedative and hypnotic;broadmatch
lidocaine (substance);lidocaine;exactmatch
product containing iodinated glycerol (medicinal product);glycerol, iodinated;exactmatch
antifungal agent;product containing oxiconazole (medicinal product);narrowmatch
methylnortestosterone (substance);hormone therapy agent;broadmatch
pexidartinib (substance);antineoplastic enzyme inhibitor;broadmatch
tricyclic antidepressant;trimipramine (substance);narrowmatch
product containing ethyl chloride (medicinal product);pharmacologic substance;broadmatch
barbiturate;amobarbital (substance);narrowmatch
glucosulfone sodium (substance);glucosulfone sodium;exactmatch
