head;tail;relation
rivanicline galactarate;rivanicline galactarate;exactmatch
ricinus communis;castor bean;exactmatch
ranunculus sceleratus;ranunculus sceleratus whole;exactmatch
ranunculus bulbosus;ranunculus bulbosus whole;exactmatch
pinus sylvestris;pinus sylvestris whole;exactmatch
phellodendron amurense;phellodendron amurense whole;exactmatch
passiflora incarnata;maypop;exactmatch
ornithogalum umbellatum;ornithogalum umbellatum whole;exactmatch
ononis spinosa;cammock;exactmatch
ocimum sanctum;holy basil;exactmatch
myrtus communis;common myrtle;exactmatch
myosotis arvensis;field forget-me-not;exactmatch
lobelia inflata;indian-tobacco;exactmatch
leonurus cardiaca;common motherwort;exactmatch
larix decidua;european larch;exactmatch
lamium album;lamium album whole;exactmatch
kalmia latifolia;ivy-bush;exactmatch
droxicainide;droxicainide;exactmatch
ibutilide;ibutilide;exactmatch
pilsicainide;pilsicainide;exactmatch
picloxydine;picloxydine;exactmatch
pretiadil;pretiadil;exactmatch
brefonalol;brefonalol;exactmatch
amoproxan;amoproxan;exactmatch
aditoprim;aditoprim;exactmatch
tibezonium iodide;tibezonium iodide;exactmatch
tetradonium bromide;tetradonium bromide;exactmatch
symclosene;symclosene;exactmatch
sulfachrysoidine;rubiazol;exactmatch
domiphen bromide;domiphen bromide;exactmatch
binfloxacin;7-(1,4-diazabicyclo[3.2.2]nonan-4-yl)-1-ethyl-6-fluoro-4-oxoquinoline-3-carboxylic acid;exactmatch
sulfaclomide;sulfaclomide;exactmatch
succisulfone;succisulfone;exactmatch
salazosulfathiazole;salazosulfathiazole;exactmatch
salazosulfamide;salazosulfamide;exactmatch
diffuse follicular lymphoma;diffuse follicle centre lymphoma;exactmatch
geroquinol;2-[(e)-3,7-dimethyl-2,6-octadienyl]-1,4-benzenediol;exactmatch
prulifloxacin;(rs)-6-fluoro-1-methyl-7-[4-(5-methyl-2-oxo-1,3-dioxolen-4-yl)methyl-1-piperazinyl]-4-oxo-4h-[1,3]thiazeto[3,2-a]quinoline-3-carboxylic acid;exactmatch
nitroxoline;8-hydroxy-5-nitroquinoline;exactmatch
etisomicin;6-o-[3-(ethylamino)-4-c-methyl-3-deoxy-beta-l-arabinopyranosyl]-4-o-(2,6-diamino-2,3,4,6-tetradeoxy-alpha-d-glycero-4-hexenopyranosyl)-2-deoxy-d-streptamine;exactmatch
ecenofloxacin;7-[(1s,5r,7s)-7-amino-5-methyl-3-azabicyclo[3.2.0]heptan-3-yl]-1-cyclopropyl-6-fluoro-4-oxo-1,8-naphthyridine-3-carboxylic acid;exactmatch
posizolid;azd2563;exactmatch
romifenone;romifenone;exactmatch
amiflamine;amiflamine;exactmatch
ambrisentan;(+-)-(2s)-2-((4,6-dimethylpyrimidin-2-yl)oxy)-3-methoxy-3,3-diphenylpropanoic acid;exactmatch
amantocillin;(6s)-6beta-[(3-amino-1-adamantyl)carbonylamino]penicillanic acid;exactmatch
alverine citrate;alverine citrate;exactmatch
alrestatin sodium;alrestatin sodium;exactmatch
alozafone;alozafone;exactmatch
alnespirone;alnespirone;exactmatch
almoxatone;almoxatone;exactmatch
aleglitazar;aleglitazar;exactmatch
alcaftadine;5h-imidazo(2,1-b)(3)benzazepine-3-carboxaldehyde, 6,11-dihydro-11-(1-methyl-4- piperidinylidene)-;exactmatch
alaproclate;alaproclate;exactmatch
agomelatine;agomelatine;exactmatch
afalanine;afalanine;exactmatch
adrogolide hydrochloride;adrogolide hydrochloride;exactmatch
acetylleucine;acetylleucine;exactmatch
aceprometazine;aceprometazine;exactmatch
trimeprazine;10-(2-methyl-3-dimethylaminopropyl)-phenothiazine;exactmatch
danofloxacin mesylate;(1s)-1-cyclopropyl-6-fluoro-1,4-dihydro-7-(5-methyl-2,5-diazabicyclo[2.2.1]hept-2-yl)-4-oxo-3-quinoline carboxylic acid methanesulphonate;exactmatch
phenyracillin;phenyracillin;exactmatch
pyrinoline;pyrinoline;exactmatch
strinoline;strinoline;exactmatch
ftivazide;ftivazide;exactmatch
benzoylpas calcium;benzoylpas calcium;exactmatch
sulazuril;sulazuril;exactmatch
toltrazuril;toltrazuril;exactmatch
ponazuril;ponazuril;exactmatch
papaverine;cerebid;exactmatch
nitromide;nitromide;exactmatch
baquiloprim;baquiloprim;exactmatch
brotianide;brotianide;exactmatch
piperine;piperine;exactmatch
pecilocin;1-[(2e,4e,6e,8r)-8-hydroxy-6-methyldodeca-2,4,6-trienoyl]pyrrolidin-2-one;exactmatch
nifurmerone;2-chloro-1-(5-nitrofuran-2-yl)ethanone;exactmatch
pyridarone;pyridarone;exactmatch
beperidium iodide;beperidium iodide;exactmatch
acediasulfone sodium;acediasulfone sodium;exactmatch
enoxamast;enoxamast;exactmatch
tedisamil;tedisamil;exactmatch
stirocainide;stirocainide;exactmatch
protionamide;2-propylpyridine-4-carbothioamide;exactmatch
subathizone;4-ethylsulphonylbenzaldehyde thiosemicarbazone;exactmatch
ecastolol;ecastolol;exactmatch
arotinolol;arotinolol;exactmatch
linsidomine;3-morpholinosydnoneimine;exactmatch
ambazone;ambazone;exactmatch
nitrefazole;nitrefazole;exactmatch
cefditoren;cefditoren;exactmatch
semotiadil;semotiadil;exactmatch
brinazarone;brinazarone;exactmatch
sanfetrinem sodium;sanfetrinem sodium;exactmatch
bacmecillinam;bacmecillinam;exactmatch
ronactolol;ronactolol;exactmatch
esmolol;esmolol;exactmatch
epanolol;epanolol;exactmatch
bupranolol;bupranolol;exactmatch
bunitrolol;bunitrolol;exactmatch
bufuralol;bufuralol;exactmatch
bufetolol;bufetolol;exactmatch
bucumolol;bucumolol;exactmatch
bometolol;bometolol;exactmatch
benazeprilat;benazeprilat;exactmatch
pentopril;pentopril;exactmatch
carpinus betulus;carpinus betulus whole;exactmatch
amifloverine;amifloverine;exactmatch
caroverine;1-(2-(diethylamino)ethyl)-3-(p-methoxybenzyl)-2(1h)-quinoxalinone;exactmatch
aseripide;aseripide;exactmatch
pranazepide;(-)-n-((s)-1-(o-fluorophenyl)-3,4,6,7-tetrahydro-4-oxopyrrolo(3,2,1-jk)(1,4)benzodiazepin-3-yl)indole-2-carboxamide;exactmatch
salfluverine;2-hydroxy-3'-(trifluormethyl)benzanilid;exactmatch
butaverine;3-piperidino-3-phenyl-propionsaeure-butylester;exactmatch
stilonium iodide;stilonium iodide;exactmatch
prozapine;prozapine;exactmatch
heptaverine;heptaverine;exactmatch
vetrabutine;vetrabutine;exactmatch
pramiverine;pramiverine;exactmatch
elziverine;elziverine;exactmatch
dexsecoverine;(+)-(s)-1-cyclohexyl-4-(ethyl(p-methoxy-alpha-methylphenethyl)amino)-1-butanone;exactmatch
amikhelline;amikhelline;exactmatch
buquiterine;buquiterine;exactmatch
sarpogrelate;sarpogrelate;exactmatch
picotamide;picotamide;exactmatch
satigrel;satigrel;exactmatch
amphotalide;amphotalide;exactmatch
fenpiprane;fenpiprane;exactmatch
butetamate;butetamate;exactmatch
ipsalazide;ipsalazide;exactmatch
gefarnate;gefarnate;exactmatch
amidapsone;(4-sulfanilylphenyl)urea;exactmatch
etravirine;4-(6-amino-5-bromo-2-(4-cyanoanilino)pyrimidin-4-yloxy)-3,5-dimethylbenzonitrile;exactmatch
amitivir;1,3,4-thiadiazole-2-carbamonitrile;exactmatch
dexlansoprazole;(+)-2-((r)-{(3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl)methyl}sulfinyl)-1h-benzimidazole;exactmatch
baxitozine;baxitozine;exactmatch
spizofurone;spizofurone;exactmatch
oxoprostol;oxoprostol;exactmatch
benexate;benexate;exactmatch
egualen;egualen;exactmatch
pitofenone;pitofenone;exactmatch
ecabapide;ecabapide;exactmatch
alloclamide;2-(allyloxy)-4-chloro-n-(2-(diethylamino)ethyl)benzamide;exactmatch
chlophedianol;chlophedianol;exactmatch
medazomide;medazomide;exactmatch
prenoxdiazine;prenoxdiazine;exactmatch
bibenzonium bromide;bibenzonium bromide;exactmatch
dropropizine;dropropizine;exactmatch
promolate;promolate;exactmatch
bromchlorenone;bromchlorenone;exactmatch
halazone;halazone;exactmatch
aminoquinuride;aminoquinuride;exactmatch
nitraquazone;nitraquazone;exactmatch
aprofene;aprofene;exactmatch
sumetizide;sumetizide;exactmatch
bemetizide;bemetizide;exactmatch
sulfamazone;sulfamazone;exactmatch
azasetron;azasetron;exactmatch
alosetron;alosetron;exactmatch
pentamidine;aerosolized pentamadine;exactmatch
remikiren;(alphas)-alpha-((alphas)-alpha-((tert-butylsulfonyl)methyl)hydrocinnamamido)-n-((1s,2r,3s)-1-(cyclohexylmethyl)-3-cyclopropyl-2,3-dihydroxypropyl)imidazole-4-propionamide;exactmatch
tenoxicam;tenoxicam;exactmatch
amantanium bromide;amantanium bromide;exactmatch
talniflumate;talniflumate;exactmatch
suxibuzone;suxibuzone;exactmatch
romazarit;romazarit;exactmatch
proquazone;proquazone;exactmatch
pranoprofen;pranoprofen;exactmatch
piketoprofen;piketoprofen;exactmatch
nimazone;nimazone;exactmatch
mofebutazone;mofebutazone;exactmatch
belarizine;belarizine;exactmatch
bumepidil;bumepidil;exactmatch
flosequinan;flosequinan;exactmatch
l-arginine/american ginseng/korean ginseng/ginkgo biloba-based supplement;arginmax;exactmatch
nitrofurazone;nitrofurazone;exactmatch
atevirdine mesylate;atevirdine mesylate;exactmatch
emivirine;6-benzyl-1-(ethoxymethyl)-5-isopropyl-uracil;exactmatch
vicriviroc maleate;1-((4,6-dimethyl-5-pyrimidinyl)carbonyl)-4-(4-(2-methoxy-4-(trifluoromethyl)phenyl)ethyl-3-methyl-1-piperazinyl)-4-methylpiperidine;exactmatch
droxinavir;droxinavir;exactmatch
maraviroc;celsentri;exactmatch
tolpentamide;1-cyclopentyl-3-p-tolylsulfonylurea;exactmatch
fondaparinux;fondaparinux;exactmatch
isopropamide;isopropamide;exactmatch
clidinium;clidinium;exactmatch
sultroponium;sultroponium;exactmatch
prifinium bromide;prifinium bromide;exactmatch
propyromazine bromide;propyromazine bromide;exactmatch
prenisteine;prenisteine;exactmatch
rocepafant;rocepafant;exactmatch
dacopafant;dacopafant;exactmatch
ultra emu oil;emuleve;exactmatch
fialuridine;1-(2-deoxy-2-fluoro-beta-d-arabinofuranosyl)-5-iodouracil;exactmatch
buciclovir;(r)-9-(3,4-dihydroxybutyl)guanine;exactmatch
pentostatin;(r)-3-(2-deoxy-.beta.-d-erythro-pentofuranosyl)-3,6,7, 8-tetrahydroimidazo[4,5-d][1,3]diazepin-8-ol;exactmatch
brodimoprim;brodimoprim;exactmatch
brazergoline;brazergoline;exactmatch
moxidectin;moxidectin;exactmatch
elmustine;1-(2-chloroethyl)-3-(2-hydroxyethyl)-1-nitrosourea;exactmatch
bendamustine;5-(bis(2-chloroethyl)amino)-1-methyl-2-benzimidazolebutyric acid;exactmatch
sufosfamide;sufosfamide;exactmatch
bromacrylide;bromacrylide;exactmatch
erbulozole;carbamic acid, (4-(((2-(1h-imidazol-1-ylmethyl)-2-(4-methoxyphenyl)-1,3-dioxolan-4-yl)methyl)thio)phenyl)-,ethyl ester, cis-(+-)-;exactmatch
broquinaldol;broquinaldol;exactmatch
galocitabine;galocitabine;exactmatch
terbequinil;terbequinil;exactmatch
biclotymol;6,6'-dichlor-2,2'-methylendithymol;exactmatch
benzoxonium chloride;benzoxonium chloride;exactmatch
antafenite;6-phenyl-5,6-dihydroimidazo[2,1-b][1,3]thiazole;exactmatch
prothixene;prothixene;exactmatch
licostinel;licostinel;exactmatch
endixaprine;endixaprine;exactmatch
brosuximide;brosuximide;exactmatch
prifuroline;prifuroline;exactmatch
istradefylline;istradefylline;exactmatch
memantine;memantine;exactmatch
procyclidine;procyclidine;exactmatch
budipine;1-(1,1-dimethylethyl)-4,4-diphenylpiperidine;exactmatch
primaperone;primaperone;exactmatch
prideperone;prideperone;exactmatch
lenperone;lenperone;exactmatch
eltoprazine;eltoprazine;exactmatch
carphenazine;carphenazine;exactmatch
batoprazine;batoprazine;exactmatch
azabuperone;azabuperone;exactmatch
axamozide;axamozide;exactmatch
abaperidone;abaperidone;exactmatch
tivanidazole;tivanidazole;exactmatch
sulnidazole;sulnidazole;exactmatch
nifursemizone;nifursemizone;exactmatch
buparvaquone;buparvaquone;exactmatch
bamnidazole;bamnidazole;exactmatch
azanidazole;azanidazole;exactmatch
aminoquinol;aminoquinol;exactmatch
amicarbalide;amicarbalide;exactmatch
rimonabant;5-(4-chlorophenyl)-1-(2,4-dichlorophenyl)-4-methyl-n-1-piperidinyl-1h-pyrazole-3-carboxamide;exactmatch
simtrazene;1,4-dimethyl-1,4-diphenyl-2-tetrazene;exactmatch
childhood chronic myelogenous leukemia, bcr-abl1 positive;childhood cml;exactmatch
ovarian mixed germ cell-sex cord-stromal tumor;ovarian mixed germ cell-sex cord neoplasm;exactmatch
sufotidine;sufotidine;exactmatch
tuvatidine;tuvatidine;exactmatch
danosteine;danosteine;exactmatch
samixogrel;samixogrel;exactmatch
camostat;camostat;exactmatch
sulclamide;sulclamide;exactmatch
razobazam;razobazam;exactmatch
sulazepam;sulazepam;exactmatch
enciprazine;enciprazine;exactmatch
retelliptine;1-((3-(diethylamino)propyl)amino)-5,11-dimethyl-9-methoxy-6h-pyrido(4,3-b)carbazole;exactmatch
enpiprazole;enpiprazole;exactmatch
sarmazenil;ethyl 7-chloro-5,6-dihydro-5-methyl-6-oxo-4h-imidazo-(1,5-a)(1,4)benzodiazepine-3-carboxylate;exactmatch
dapivirine;4-[[4-[(2,4,6-trimethylphenyl)amino]-2-pyrimidinyl]amino] benzonitrile;exactmatch
rociclovir;2-amino-9-((2-isopropoxy-1-(isopropoxymethyl)ethoxy)methyl)purine;exactmatch
desciclovir;2-((2-amino-9h-purin-9-yl)methoxy)ethanol;exactmatch
fiacitabine;1-(2-deoxy-2-fluoro-beta-d-arabinofuranosyl)-5-iodocytosine;exactmatch
elvucitabine;2(1h)-pyrimidinone, 4-amino-1-((2s,5r)-2,5-dihydro-5-(hydroxymethyl)-2-furanyl)-5-fluoro-;exactmatch
torcitabine;1-(2-deoxy-beta-l-erythropentafuranosyl)-5-methyl-2,4(1h)-pyrimidinone;exactmatch
dalcotidine;1-ethyl-3-(3-((alpha-piperidino-m-tolyl)oxy)propyl)urea;exactmatch
spiroglumide;cr 2194;exactmatch
testicular mixed germ cell-sex cord-stromal tumor;testicular mixed germ cell-sex cord neoplasm;exactmatch
ambenoxan;ambenoxan;exactmatch
radequinil;5-(3-methoxyphenyl)-3-(5-methyl-1,2,4-oxadiazol-3-yl)-2-oxo-1,2-dihydro-1,6-naphthyridine;exactmatch
pumitepa;fopurin;exactmatch
giracodazole;giracodazole;exactmatch
etoprine;2,4-diamino-5-(3,4-dichlorophenyl)-6-ethylpyrimidine;exactmatch
elnadipine;elnadipine;exactmatch
dimeprozan;dimeprozan;exactmatch
butafosfan;(1-(butylamino)-1-methylethyl)phosphinic acid;exactmatch
benoxafos;benoxafos;exactmatch
benaxibine;4-aminobenzoic acid-n-xyloside;exactmatch
acitemate;acitemate;exactmatch
azaftozine;azaftozine;exactmatch
gantofiban;gantofiban;exactmatch
