head;tail;relation
autosomal dominant charcot-marie-tooth disease type 2w;autosomal dominant charcot-marie-tooth disease type 2 due to hars mutation;exactmatch
14q32 duplication syndrome;dup(14)q(32);exactmatch
recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome;tango2-related metabolic encephalopathy-arrhythmia syndrome;exactmatch
nodular regenerative hyperplasia of the liver;non-cirrhotic nodulation;exactmatch
adenylosuccinate synthetase-like 1-related distal myopathy;adssl1-related distal myopathy;exactmatch
htra1-related autosomal dominant cerebral small vessel disease;htra1-related autosomal dominant cerebral angiopathy;exactmatch
htra1-related cerebral small vessel disease;htra1-related cerebral angiopathy;exactmatch
kimura disease;eosinophilic lymphogranuloma;exactmatch
lewis-sumner syndrome;madsam;exactmatch
kennedy disease;sbma;exactmatch
x-linked female restricted facial dysmorphism-short stature-choanal atresia-intellectual disability;x-linked facial dysmorphism-short stature-choanal atresia-intellectual disability syndrome limited to females;exactmatch
facial diplegia with paresthesias;facial diplegia with paresthesias variant of gbs;exactmatch
congenital cataracts-facial dysmorphism-neuropathy syndrome;ccfdn;exactmatch
poglut1-related  limb-girdle muscular dystrophy r21;autosomal recessive limb-girdle muscular dystrophy type 2z;exactmatch
non-severe combined immunodeficiency;non-scid;exactmatch
msh3-related attenuated familial adenomatous polyposis;msh3-related afap;exactmatch
congenital portosystemic shunt;congenital portosystemic venous fistula;exactmatch
idiopathic peliosis hepatis;idiopathic peliosis hepatitis;exactmatch
idiopathic ductopenia;iad;exactmatch
primary intrahepatic lithiasis;pihl;exactmatch
choledochal cyst;congenital cystic dilatation of the biliary tract;exactmatch
subcorneal pustular dermatosis;pustulosis subcornealis;exactmatch
clcn4-related x-linked intellectual disability syndrome;raynaud-claes syndrome;exactmatch
osteofibrous dysplasia;ofd;exactmatch
embryonal carcinoma of the central nervous system;embryonal carcinoma of the cns;exactmatch
acute macular neuroretinopathy;amnr;exactmatch
split-foot malformation-mesoaxial polydactyly syndrome;sfmmp;exactmatch
aceruloplasminemia;hereditary ceruloplasmin deficiency;exactmatch
microcephaly-congenital cataract-psoriasiform dermatitis syndrome;smo deficiency;exactmatch
pierpont syndrome;plantar lipomatosis-facial dysmorphism-developmental delay syndrome;exactmatch
autosomal dominant charcot-marie-tooth disease type 2 due to dgat2 mutation;cmt2 due to dgat2 mutation;exactmatch
pediatric collagenous gastritis;childhood-onset collagenous gastritis;exactmatch
macrothrombocytopenia-lymphedema-developmental delay-facial dysmorphism-camptodactyly syndrome;takenouchi-kosaki syndrome;exactmatch
krabbe disease;galc deficiency;exactmatch
propylthiouracil embryofetopathy;ptu embryofetopathy;exactmatch
primary effusion lymphoma;body cavity-based lymphoma;exactmatch
congenital muscular dystrophy-respiratory failure-skin abnormalities-joint hyperlaxity syndrome;congenital muscular dystrophy, davignon-chauveau type;exactmatch
prenatal-onset spinal muscular atrophy with congenital bone fractures;smabf;exactmatch
monosomy 22q13.3;22q13.3 deletion;exactmatch
congenital bile acid synthesis defect;basd;exactmatch
isolated congenital hepatic fibrosis;isolated chf;exactmatch
mff-related encephalopathy due to mitochondrial and peroxisomal fission defect;leigh-like basal ganglia disease-optic atrophy-peripheral neuropathy syndrome;exactmatch
16p12.1p12.3 triplication syndrome;tetrasomy 16p12.1p12.3;exactmatch
adenylosuccinate lyase deficiency;adsl deficiency;exactmatch
genetic complex vascular malformation with associated anomalies;genetic hemangiolymphangioma;exactmatch
corpus callosum agenesis-macrocephaly-hypertelorism syndrome;7q36.3 microduplication syndrome;exactmatch
x-linked erythropoietic protoporphyria;x-linked dominant erythropoietic protoporphyria;exactmatch
neonatal adrenoleukodystrophy;nald;exactmatch
plastic bronchitis;croupous bronchitis;exactmatch
fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease;fatal congenital hypertrophic cardiomyopathy due to gsd;exactmatch
systemic polyarteritis nodosa;systemic pan;exactmatch
single-organ polyarteritis nodosa;single-organ pan;exactmatch
secondary polyarteritis nodosa;secondary pan;exactmatch
primary polyarteritis nodosa;primary pan;exactmatch
cutaneous polyarteritis nodosa;cutaneous pan;exactmatch
itm2b amyloidosis;familial cerebral amyloid angiopathy;exactmatch
abeta2m amyloidosis;beta2-microglobulinic amyloidosis;exactmatch
aapoaiv amyloidosis;apolipoprotein a-iv amyloidosis;exactmatch
alect2 amyloidosis;leukocyte chemotactic factor-2 amyloidosis;exactmatch
kcnq2-related epileptic encephalopathy;kcnq2-nee;exactmatch
early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome;emardd;exactmatch
non-recovering obstetric brachial plexus lesion;chronic obstetric brachial plexus injury;exactmatch
zinc-responsive necrolytic acral erythema;nae;exactmatch
pediatric arterial ischemic stroke;childhood ais;exactmatch
placental insufficiency;uteroplacental vascular insufficiency;exactmatch
gcgr-related hyperglucagonemia;mahvash disease;exactmatch
congenital oculomotor nerve palsy;congenital cniii lesion;exactmatch
congenital abducens nerve palsy;benign congenital sixth cranial nerve palsy;exactmatch
autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome;autosomal dominant myopia-midfacial retrusion-sensorineural deafness-rhizomelic dysplasia syndrome;exactmatch
sporadic porphyria cutanea tarda;porphyria cutanea tarda type i;exactmatch
spontaneous intracranial hypotension;spontaneous cerebrospinal fluid leak;exactmatch
postpartum psychosis;puerperal psychosis;exactmatch
nut midline carcinoma;nmc;exactmatch
nde1-related microhydranencephaly;mhac;exactmatch
lymphoplasmacytic lymphoma without igm production;lymphoplasmacytic lymphoma without immunoglobulin m production;exactmatch
central serous chorioretinopathy;cscr;exactmatch
charcot-marie-tooth disease type 2s;cmt2s;exactmatch
familial porphyria cutanea tarda;porphyria cutanea tarda type ii;exactmatch
non-specific early-onset epileptic encephalopathy;non-specific eoee;exactmatch
necrotizing soft tissue infection;nsti;exactmatch
ah amyloidosis;heavy chain amyloidosis;exactmatch
pure autonomic failure;bradbury-eggleston syndrome;exactmatch
combined hamartoma of the retina and retinal pigment epithelium;chr-rpe;exactmatch
isolated sedoheptulokinase deficiency;isolated shpk deficiency;exactmatch
familial colorectal cancer type x;fcctx;exactmatch
severe early-onset pulmonary alveolar proteinosis due to mars deficiency;hereditary pulmonary alveolar proteinosis with hepatic involvement;exactmatch
interstitial lung disease due to abca3 deficiency;interstitial lung disease due to atp-binding cassette subfamily a member 3 deficiency;exactmatch
interstitial lung disease due to sp-c deficiency;interstitial lung disease due to surfactant protein c deficiency;exactmatch
progressive encephalomyelitis with rigidity and myoclonus;perm;exactmatch
fatty acyl-coa reductase 1 deficiency;far1 deficiency;exactmatch
steel syndrome;bilateral hip and radial head dislocations-short stature-scoliosis-carpal coalitions-pes cavus-facial dysmorphism syndrome;exactmatch
spastic paraplegia-optic atrophy-neuropathy and spastic paraplegia-optic atrophy-neuropathy-related disorder;spoan and spoan-related disorder;exactmatch
autosomal dominant charcot-marie-tooth disease type 2y;autosomal dominant charcot-marie-tooth disease type 2 due to vcp mutation;exactmatch
fetal lower urinary tract obstruction;luto;exactmatch
familial ossifying fibroma;multiple ossifying fibroma;exactmatch
orofaciodigital syndrome type 14;microcephaly-cerebral malformation-orofaciodigital syndrome;exactmatch
normosmic congenital hypogonadotropic hypogonadism;normosmic idiopathic hypogonadotropic hypogonadism;exactmatch
progressive encephalopathy with leukodystrophy due to decr deficiency;2,4-dienoyl-coa reductase deficiency;exactmatch
urachal diverticulum;vesicourachal diverticulum;exactmatch
autosomal recessive spastic paraplegia type 57;spg57;exactmatch
x-linked scapuloperoneal muscular dystrophy;x-linked spmd;exactmatch
keppen-lubinsky syndrome;generalized lipodystrophy-progeroid features-severe intellectual disability syndrome;exactmatch
late-onset scapuloperoneal muscular dystrophy with hyaline bodies;late-onset spmd with hyaline bodies;exactmatch
scapuloperoneal spinal muscular atrophy;neurogenic scapuloperoneal amyotrophy, new england type;exactmatch
primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection;primary immunodeficiency with post-mmr vaccine viral infection;exactmatch
serotonin syndrome;serotonergic syndrome;exactmatch
hereditary myopathy with lactic acidosis due to iscu deficiency;aconitase deficiency;exactmatch
combined immunodeficiency due to ox40 deficiency;combined immunodeficiency with childhood-onset kaposi sarcoma;exactmatch
x-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome;x-linked colobomatous microphthalmia-microcephaly-short stature-psychomotor retardation syndrome;exactmatch
x-linked adrenoleukodystrophy;ald;exactmatch
progressive myoclonic epilepsy type 7;epm7;exactmatch
3p25.3 microdeletion syndrome;del(3)p(25.3);exactmatch
myh7-related late-onset scapuloperoneal muscular dystrophy;myh7-related late-onset spmd;exactmatch
intellectual disability-expressive aphasia-facial dysmorphism syndrome;intellectual disability-loss of expressive language-facial dysmorphism syndrome;exactmatch
autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity;autosomal recessive primary immunodeficiency with defective spontaneous nk cell cytotoxicity;exactmatch
pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa;pxe-like syndrome with retinitis pigmentosa;exactmatch
combined immunodeficiency-enteropathy spectrum;cid-mia/early-onset ibd;exactmatch
retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome;retinal dystrophy-juvenile cataract-short stature syndrome;exactmatch
cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome;cagsss;exactmatch
thrombomodulin-related bleeding disorder;thbd-related bleeding disorder;exactmatch
periodic fever-infantile enterocolitis-autoinflammatory syndrome;nlrc4-related mas;exactmatch
autoimmune lymphoproliferative syndrome due to ctla4 haploinsuffiency;alps due to ctla4 haploinsuffiency;exactmatch
contractures-developmental delay-pierre robin syndrome;5q23 microdeletion syndrome;exactmatch
cidec-related familial partial lipodystrophy;cidec-related fpld;exactmatch
hypophosphatasia;hpp;exactmatch
autosomal recessive intermediate charcot-marie-tooth disease type d;ri-cmt type d;exactmatch
chronic atrial and intestinal dysrhythmia syndrome;caid syndrome;exactmatch
progeroid features-hepatocellular carcinoma predisposition syndrome;ruijs-aalfs syndrome;exactmatch
cog2-cdg;cog2-related congenital disorder of glycosylation;exactmatch
lethal neonatal spasticity-epileptic encephalopathy syndrome;lethal neonatal rigidity-multifocal seizure syndrome;exactmatch
autosomal dominant charcot-marie-tooth disease type 2 due to tfg mutation;cmt2 due to tfg mutation;exactmatch
lipe-related familial partial lipodystrophy;fpld6;exactmatch
classic stiff person syndrome;classic sps;exactmatch
postural orthostatic tachycardia syndrome due to net deficiency;familial orthostatic tachycardia due to norepinephrine transporter deficiency;exactmatch
craniofacial dysplasia-short stature-ectodermal anomalies-intellectual disability syndrome;developmental delay-short stature-dysmorphic features-sparse hair syndrome;exactmatch
hiv-associated cancer;hiv-related cancer;exactmatch
hereditary neuroendocrine tumor of small intestine;hereditary neuroendocrine tumor of small bowel;exactmatch
x-linked myotubular myopathy-abnormal genitalia syndrome;xq28 contiguous gene deletion syndrome;exactmatch
hereditary sensory neuropathy-deafness-dementia syndrome;hsan1e;exactmatch
infantile multisystem neurologic-endocrine-pancreatic disease;imnepd;exactmatch
1p35.2 microdeletion syndrome;del(1)(p35.2);exactmatch
superficial epidermolytic ichthyosis;ichthyosis bullosa of siemens;exactmatch
nthl1-related attenuated familial adenomatous polyposis;nthl1-related afap;exactmatch
isolated tracheoesophageal fistula;h-type tracheoesophageal fistula;exactmatch
holmes-adie syndrome;adie syndrome;exactmatch
plasma cell leukemia;pcl;exactmatch
progressive muscular atrophy;pma;exactmatch
congenital fibrosis of extraocular muscles;feom;exactmatch
autosomal recessive cerebellar ataxia due to cwf19l1 deficiency;scar17;exactmatch
congenital insensitivity to pain with severe intellectual disability;congenital absence of pain with severe intellectual disability;exactmatch
neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome;au-kline syndrome;exactmatch
x-linked lissencephaly with abnormal genitalia;x-linked lissencephaly with ambiguous genitalia;exactmatch
heterotaxia;heterotaxy syndrome;exactmatch
adenosine monophosphate deaminase deficiency;amp deaminase deficiency;exactmatch
eosinophilic angiocentric fibrosis;igg4-related eosinophilic angiocentric fibrosis;exactmatch
harlequin ichthyosis;hi;exactmatch
tafro syndrome;thrombocytopenia-anasarca-fever-renal insufficiency-organomegaly syndrome;exactmatch
isolated splenogonadal fusion;sgf;exactmatch
macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome;minds syndrome;exactmatch
autosomal recessive spastic paraplegia type 75;spg75;exactmatch
spondyloepiphyseal dysplasia, stanescu type;sed, stanescu type;exactmatch
ataxia-oculomotor apraxia type 4;aoa4;exactmatch
spinocerebellar ataxia type 42;sca42;exactmatch
spinocerebellar ataxia type 41;sca41;exactmatch
mixed cystic lymphatic malformation;mixed cystic lymphangioma;exactmatch
primary intralymphatic angioendothelioma;dabska tumor;exactmatch
idiopathic spontaneous coronary artery dissection;idiopathic scad;exactmatch
multiple mitochondrial dysfunctions syndrome type 4;mmds4;exactmatch
predisposition to invasive fungal disease due to card9 deficiency;invasive candidiasis-deep dermatophytosis syndrome;exactmatch
complex lethal osteochondrodysplasia;complex lethal osteochondrodysplasia, symoens-barnes-gistelinck type;exactmatch
itpa-related lethal infantile neurological disorder with cataract and cardiac involvement;martsolf-like syndrome;exactmatch
microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome;microcephaly-intellectual disability-sensorineural deafness-epilepsy-abnormal muscle tone syndrome;exactmatch
progressive myoclonic epilepsy type 9;epm9;exactmatch
clear cell sarcoma of kidney;ccsk;exactmatch
syndromic sensorineural deafness due to combined oxidative phosphorylation defect;syndromic sensorineural deafness due to coxpd;exactmatch
infantile-onset axonal motor and sensory neuropathy-optic atrophy-neurodegenerative syndrome;anoac;exactmatch
neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome;coq4-related neonatal encephalomyopathy;exactmatch
igg4-related submandibular gland disease;igg4-related sialadenitis;exactmatch
igg4-related pachymeningitis;idiopathic hypertrophic pachymeningitis;exactmatch
gastrointestinal stromal tumor;gist;exactmatch
20q11.2 microdeletion syndrome;del(20)(q11.2);exactmatch
autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome;evans syndrome associated with primary immunodeficiency;exactmatch
combined oxidative phosphorylation defect type 24;coxpd24;exactmatch
idiopathic phalangeal acro-osteolysis;idiopathic phalangeal acroosteolysis;exactmatch
peeling skin-leukonychia-acral punctate keratoses-cheilitis-knuckle pads syndrome;plack syndrome;exactmatch
autosomal dominant spastic paraplegia type 73;spg73;exactmatch
autoimmune interstitial lung disease-arthritis syndrome;copa syndrome;exactmatch
cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome;chops syndrome;exactmatch
cerebellar-facial-dental syndrome;cerebellofaciodental syndrome;exactmatch
combined oxidative phosphorylation defect type 23;coxpd23;exactmatch
3-methylglutaconic aciduria type 7;3-methylglutaconic aciduria-cataract-neurologic involvement-neutropenia syndrome;exactmatch
11q22.2q22.3 microdeletion syndrome;del(11)(q22.2q22.3);exactmatch
marie unna hereditary hypotrichosis;hypotrichosis, marie unna type;exactmatch
mandibulofacial dysostosis with alopecia;mfda;exactmatch
ventriculomegaly-cystic kidney disease;congenital nephrosis-cerebral ventriculomegaly syndrome;exactmatch
dnajb2-related charcot-marie-tooth disease type 2;dnajb2-related cmt2;exactmatch
hereditary nonpolyposis colon cancer;familial nonpolyposis colon cancer;exactmatch
pgm3-cdg;cid due to pgm3 deficiency;exactmatch
focal stiff limb syndrome;focal stiff-person syndrome;exactmatch
combined immunodeficiency due to lrba deficiency;cid due to lrba deficiency;exactmatch
juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome;combined cerebellar and peripheral ataxia-deafness-diabetes mellitus syndrome;exactmatch
progressive autosomal recessive ataxia-deafness syndrome;lichtenstein-knorr syndrome;exactmatch
tremor-ataxia-central hypomyelination syndrome;tach syndrome;exactmatch
autosomal recessive brachyolmia;brachyolmia, hobaek/toledo type;exactmatch
zika virus disease;zika virus infection;exactmatch
cad-cdg;cdg syndrome type iz;exactmatch
spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome;asct1 deficiency;exactmatch
partial duplication of the short arm of chromosome 19;partial duplication of chromosome 19p;exactmatch
19p13.3 microduplication syndrome;dup(19)(p13.13);exactmatch
autosomal dominant charcot-marie-tooth disease type 2v;autosomal dominant charcot-marie-tooth disease type 2 due to naglu mutation;exactmatch
combined oxidative phosphorylation defect type 25;coxpd25;exactmatch
idiopathic dropped head syndrome;isolated neck extensor myopathy;exactmatch
limb-girdle muscular dystrophy due to pomk deficiency;lgmd due to pomk deficiency;exactmatch
polymerase proofreading-related adenomatous polyposis;ppap;exactmatch
cerebral visual impairment;cortical visual impairment;exactmatch
keratocystic odontogenic tumor;ktoc;exactmatch
autosomal recessive spastic paraplegia type 9b;ar-spg9b;exactmatch
autosomal dominant spastic paraplegia type 9b;ad-spg9b;exactmatch
autosomal dominant spastic paraplegia type 9a;ad-spg9a;exactmatch
nik deficiency;primary immunodeficiency with multifaceted aberrant lymphoid immunity;exactmatch
paroxysmal nocturnal hemoglobinuria;marchiafava-micheli disease;exactmatch
thiamine-responsive megaloblastic anemia syndrome;rogers syndrome;exactmatch
