head;tail;relation
capillary malformation of the lower lip, lymphatic malformation of face and neck, asymmetry of face and limbs, and partial/generalized overgrowth;capillary malformation of the lower lip, lymphatic malformation of face and neck, asymmetry of face and limbs, and partial/generalized overgrowth;exactmatch
bartter syndrome,  iia 4b, neonatal, with sensorineural deafness;bartter syndrome,  iia 4b, neonatal, with sensorineural deafness;exactmatch
short-rib thoracic dysplasia 3 with or without polydactyly;asphyxiating thoracic dystrophy 3;exactmatch
tubulointerstitial kidney disease, autosomal dominant, 4;early-onset hyperuricemia, anemia, and progressive kidney failure;exactmatch
microphthalmia, isolated 4;microphthalmia, isolated 4;exactmatch
glaucoma 3, primary congenital, c;glaucoma 3, primary congenital, c;exactmatch
polycystic kidney disease 2 with or without polycystic liver disease;polycystic kidney disease 2 with or without polycystic liver disease;exactmatch
spastic paraplegia 36, autosomal dominant;spastic paraplegia 36, autosomal dominant;exactmatch
melanoma, cutaneous malignant, susceptibility to, 5;melanoma, cutaneous malignant, susceptibility to, 5;exactmatch
glaucoma 1, open angle, o;glaucoma 1, open angle, o;exactmatch
hemophagocytic lymphohistiocytosis, familial, 5, with or without microvillus inclusion disease;hemophagocytic lymphohistiocytosis, familial, 5, with or without microvillus inclusion disease;exactmatch
hypotrichosis and recurrent skin vesicles;hypotrichosis and recurrent skin vesicles;exactmatch
glaucoma 3, primary congenital, d;glaucoma 3, primary congenital, d;exactmatch
46,xy sex reversal 5;46,xy gonadal dysgenesis, complete, cbx2-related;exactmatch
basal cell carcinoma, susceptibility to, 4;basal cell carcinoma, susceptibility to, 4;exactmatch
liver failure, infantile, transient;liver failure, infantile, transient;exactmatch
basal cell carcinoma, susceptibility to, 5;basal cell carcinoma, susceptibility to, 5;exactmatch
basal cell carcinoma, susceptibility to, 6;basal cell carcinoma, susceptibility to, 6;exactmatch
dermatitis, atopic, 7;dermatitis, atopic, 7;exactmatch
leukemia, acute lymphoblastic;all1;exactmatch
leukemia, acute lymphoblastic, susceptibility to, 2;leukemia, acute lymphoblastic, susceptibility to, 2;exactmatch
neurodegeneration due to cerebral folate transport deficiency;neurodegeneration due to cerebral folate transport deficiency;exactmatch
bronchiectasis with or without elevated sweat chloride 3;bronchiectasis with or without elevated sweat chloride 3;exactmatch
deafness, autosomal recessive 77;deafness, autosomal recessive 77;exactmatch
metaphyseal anadysplasia 2;metaphyseal anadysplasia 2;exactmatch
deafness, autosomal dominant 50;deafness, autosomal dominant 50;exactmatch
macs syndrome;macrocephaly, alopecia, cutis laxa, and scoliosis;exactmatch
myopathy, mitochondrial progressive, with congenital cataract and developmental delay;mitochondrial complex deficiency, combined;exactmatch
progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 5;progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 5;exactmatch
nijmegen breakage syndrome-like disorder;microcephaly and spontaneous chromosome instability without immunodeficiency;exactmatch
age-related hearing impairment 2;age-related hearing impairment 2;exactmatch
short sleep, familial natural, 1;short sleep phenotype;exactmatch
cataract 34, multiple types;cataract 34, multiple types;exactmatch
pulmonary hypertension, chronic thromboembolic, without deep vein thrombosis, susceptibility to;cteph, dvt-negative, susceptibility to;exactmatch
keratosis follicularis spinulosa decalvans, autosomal dominant;keratosis follicularis spinulosa decalvans, autosomal dominant;exactmatch
brachyolmia  iia 4 with mild epiphyseal and metaphyseal changes;brachyolmia  iia 4 with mild epiphyseal and metaphyseal changes;exactmatch
narcolepsy 5, susceptibility to;narcolepsy 5, susceptibility to;exactmatch
osteomyelitis, sterile multifocal, with periostitis and pustulosis;interleukin 1 receptor antagonist deficiency;exactmatch
restless legs syndrome, susceptibility to, 7;restless legs syndrome, susceptibility to, 7;exactmatch
orofacial cleft 12;cleft 51p with or without cleft palate, nonsyndromic, 12;exactmatch
chromosome 6q24-q25 deletion syndrome;chromosome 6q24-q25 deletion syndrome;exactmatch
leukocyte adhesion deficiency,  iia 3;integrin activation deficiency disease;exactmatch
corneal dystrophy, subepithelial mucinous;corneal dystrophy, subepithelial mucinous;exactmatch
corneal dystrophy, posterior amorphous;chromosome 12q21.33 deletion syndrome;exactmatch
erythrocyte amp deaminase deficiency;erythrocyte amp deaminase deficiency;exactmatch
spinocerebellar ataxia 9;spinocerebellar ataxia 9;exactmatch
cardiomyopathy, dilated, 1bb;cardiomyopathy, dilated, 1bb;exactmatch
chromosome 5q14.3 deletion syndrome, distal;chromosome 5q14.3 deletion syndrome, distal;exactmatch
hypotrichosis 5;hypotrichosis 5;exactmatch
brugada syndrome 5;brugada syndrome 5;exactmatch
46,xy sex reversal 3;46,xy gonadal dysgenesis, partial or complete, with or without adrenal failure;exactmatch
isolated growth hormone deficiency,  iia 1b;ighd 1b;exactmatch
porphyria, acute hepatic;alad deficiency;exactmatch
synesthesia;synesthesia;exactmatch
cone-rod dystrophy 9;cone-rod dystrophy 9;exactmatch
hypoglossia with situs inversus;hypoglossia with situs inversus;exactmatch
hypotonia, seizures, and precocious puberty;hypotonia, seizures, and precocious puberty;exactmatch
seizures, sensorineural deafness, ataxia, mental retardation, and electrolyte imbalance;east syndrome;exactmatch
immunodeficiency 9;immune dysfunction with t-cell inactivation due to calcium entry defect 1;exactmatch
spondyloepimetaphyseal dysplasia, aggrecan  iia;semd, aggrecan  iia;exactmatch
immunodeficiency 10;immune dysfunction with t-cell inactivation due to calcium entry defect 2;exactmatch
megarbane-jalkh syndrome;developmental delay, dysmorphic facial features, neonatal spontaneous fractures, wrinkled skin, and hepatic failure;exactmatch
deafness, autosomal recessive 71;deafness, autosomal recessive 71;exactmatch
atrial septal defect 5;atrial septal defect 5;exactmatch
inflammatory bowel disease 27;inflammatory bowel disease 27;exactmatch
question mark ears, isolated;auricular cleft, congenital;exactmatch
premature ovarian failure 10;menopause, natural, age at, quantitative trait locus 3;exactmatch
epilepsy, idiopathic generalized, susceptibility to, 8;epilepsy, idiopathic generalized, susceptibility to, 8;exactmatch
cerebral palsy, spastic quadriplegic, 2;cerebral palsy, spastic quadriplegic, 2;exactmatch
leukoencephalopathy, cystic, without megalencephaly;leukoencephalopathy, cystic, without megalencephaly;exactmatch
retinitis pigmentosa 42;retinitis pigmentosa 42;exactmatch
hadziselimovic syndrome;hadziselimovic syndrome;exactmatch
microcephaly, growth retardation, cataract, hearing loss, and unusual appearance;microcephaly, growth retardation, cataract, hearing loss, and unusual appearance;exactmatch
stargardt macular degeneration, absent or hypoplastic corpus callosum, mental retardation, and dysmorphic facial features;stargardt macular degeneration, absent or hypoplastic corpus callosum, mental retardation, and dysmorphic facial features;exactmatch
developmental and epileptic encephalopathy 39;agc1 deficiency;exactmatch
psoriasis 12, susceptibility to;psoriasis 12, susceptibility to;exactmatch
aicardi-goutieres syndrome 5;aicardi-goutieres syndrome 5;exactmatch
keratosis palmoplantaris striata 2;keratoderma, palmoplantar, striate form 2;exactmatch
parkinson disease 14, autosomal recessive;dystonia-parkinsonism, adult-onset;exactmatch
myopathy, myofibrillar, 6;myopathy, myofibrillar, 6;exactmatch
long qt syndrome 12;long qt syndrome 12;exactmatch
ventricular fibrillation, paroxysmal familial, 2;ventricular fibrillation, paroxysmal familial, 2;exactmatch
multiple synostoses syndrome 3;multiple synostoses syndrome 3;exactmatch
premature ovarian failure 7;adrenal insufficiency, nr5a1-related;exactmatch
cutis laxa, autosomal recessive,  iia 2b;cutis laxa with progeroid features;exactmatch
growth retardation, developmental delay, and facial dysmorphism;growth retardation, developmental delay, and facial dysmorphism;exactmatch
muscular dystrophy-dystroglycanopathy (limb-girdle),  iia c, 15;cdg io;exactmatch
spastic paraplegia 50, autosomal recessive;cerebral palsy, spastic quadriplegic, 3, formerly;exactmatch
glycogen storage disease 11;glycogen storage disease 11;exactmatch
glycogen storage disease 13;enolase 3 deficiency;exactmatch
mycobacterium tuberculosis, susceptibility to, 3;mtbs3;exactmatch
hemolytic uremic syndrome, atypical, susceptibility to, 6;ahus, susceptibility to, 6;exactmatch
hemolytic uremic syndrome, atypical, susceptibility to, 5;ahus, susceptibility to, 5;exactmatch
hemolytic uremic syndrome, atypical, susceptibility to, 4;ahus, susceptibility to, 4;exactmatch
hemolytic uremic syndrome, atypical, susceptibility to, 3;ahus, susceptibility to, 3;exactmatch
hemolytic uremic syndrome, atypical, susceptibility to, 2;ahus, susceptibility to, 2;exactmatch
three m syndrome 2;3m syndrome 2;exactmatch
congenital lipomatous overgrowth, vascular malformations, and epidermal nevi;clove syndrome;exactmatch
giacheti syndrome;giacheti syndrome;exactmatch
zechi-ceide syndrome;occipital atretic cephalocele, unusual facies, and large feet;exactmatch
orofaciodigital syndrome 11;gabrielli syndrome;exactmatch
choroidal dystrophy, central areolar 2;choroidal dystrophy, central areolar 2;exactmatch
neutropenia, severe congenital, 2, autosomal dominant;neutropenia, severe congenital, 2, autosomal dominant;exactmatch
cholestasis, benign recurrent intrahepatic, 2;cholestasis, benign recurrent intrahepatic, 2;exactmatch
mononeuropathy of the median nerve, mild;carpal tunnel syndrome, susceptibility to;exactmatch
leber congenital amaurosis 14;leber congenital amaurosis 14;exactmatch
mseleni joint disease;mseleni joint disease;exactmatch
handigodu joint disease;handigodu joint disease;exactmatch
hypokalemic periodic paralysis,  iia 2;hypokalemic periodic paralysis,  iia 2;exactmatch
pancreatic cancer, susceptibility to, 2;pancreatic cancer, susceptibility to, 2;exactmatch
pancreatic cancer, susceptibility to, 3;pancreatic cancer, susceptibility to, 3;exactmatch
chromosome 17q23.1-q23.2 deletion syndrome;chromosome 17q23.1-q23.2 deletion syndrome;exactmatch
epilepsy, hot water, 1;bathing epilepsy;exactmatch
spastic paraplegia 41, autosomal dominant;spastic paraplegia 41, autosomal dominant;exactmatch
maturity-onset diabetes of the young,  iia 10;maturity-onset diabetes of the young,  iia 10;exactmatch
spinocerebellar ataxia 30;spinocerebellar ataxia 30;exactmatch
maturity-onset diabetes of the young,  iia 11;maturity-onset diabetes of the young,  iia 11;exactmatch
neuronopathy, distal hereditary motor,  iia 2c;hmn 2c;exactmatch
brachydactyly,  iia e2;brachydactyly,  iia e2;exactmatch
epilepsy, hot water, 2;epilepsy, hot water, 2;exactmatch
spondylo-megaepiphyseal-metaphyseal dysplasia;spondylo-megaepiphyseal-metaphyseal dysplasia;exactmatch
fatty liver disease, nonalcoholic, susceptibility to, 2;fatty liver disease, nonalcoholic, susceptibility to, 2;exactmatch
hypophosphatemic rickets, autosomal recessive, 2;hypophosphatemic rickets, autosomal recessive, 2;exactmatch
hearing loss, cisplatin-induced, susceptibility to;hearing loss, cisplatin-induced, susceptibility to;exactmatch
bile acid malabsorption, primary, 1;bile acid malabsorption, primary, 1;exactmatch
deafness, autosomal recessive 79;deafness, autosomal recessive 79;exactmatch
diamond-blackfan anemia 9;diamond-blackfan anemia 9;exactmatch
diamond-blackfan anemia 10;diamond-blackfan anemia 10;exactmatch
exudative vitreoretinopathy 5;exudative vitreoretinopathy 5;exactmatch
hemochromatosis,  iia 2b;hemochromatosis,  iia 2b;exactmatch
plasminogen activator inhibitor-1 deficiency;hyperfibrinolysis due to pai1 deficiency;exactmatch
miyoshi muscular dystrophy 2;miyoshi muscular dystrophy 2;exactmatch
miyoshi muscular dystrophy 3;miyoshi muscular dystrophy 3;exactmatch
spondylometaphyseal dysplasia, megarbane-dagher-melki  iia;chondrodysplasia, megarbane-dagher-melki  iia;exactmatch
rhabdoid tumor predisposition syndrome 2;rhabdoid tumor predisposition syndrome 2;exactmatch
lipodystrophy, congenital generalized,  iia 4;berardinelli-seip congenital lipodystrophy,  iia 4, with muscular dystrophy;exactmatch
roifman-chitayat syndrome;combined immunodeficiency, facial dysmorphism, optic nerve atrophy, skeletal anomalies, and developmental delay;exactmatch
autoimmune disease, multisystem, with facial dysmorphism;autoimmune disease, multisystem, with facial dysmorphism;exactmatch
fanconi renotubular syndrome 2;fanconi renotubular syndrome 2;exactmatch
candidiasis, familial, 4;candidiasis, familial chronic mucocutaneous;exactmatch
chromosome 14q11-q22 deletion syndrome;chromosome 14q11-q22 deletion syndrome;exactmatch
neurodevelopmental disorder with hypotonia, stereotypic hand movements, and impaired language;chromosome 5q14.3 deletion syndrome, proximal;exactmatch
chromosome 16p11.2 deletion syndrome, 220-kb;body mass index quantitative trait locus 16;exactmatch
frontonasal dysplasia 2;frontonasal dysplasia 2;exactmatch
deafness, autosomal recessive 91;deafness, autosomal recessive 91;exactmatch
rett syndrome, congenital variant;rett syndrome, congenital variant;exactmatch
frontonasal dysplasia 3;frontonasal dysplasia 3;exactmatch
chromosome 16p13.3 duplication syndrome;chromosome 16p13.3 duplication syndrome;exactmatch
amyotrophic lateral sclerosis 12 with or without frontotemporal dementia;amyotrophic lateral sclerosis 12 with or without frontotemporal dementia;exactmatch
retinitis pigmentosa 51;retinitis pigmentosa 51;exactmatch
hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency;hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency;exactmatch
reynolds syndrome;primary biliary cirrhosis, scleroderma, raynaud disease, and telangiectasia;exactmatch
developmental and epileptic encephalopathy 5;developmental and epileptic encephalopathy 5;exactmatch
lymphatic malformation 3;lymphatic malformation 3;exactmatch
long qt syndrome 13;long qt syndrome 13;exactmatch
autism, susceptibility to, 17;autism, susceptibility to, 17;exactmatch
retinitis pigmentosa 54;retinitis pigmentosa 54;exactmatch
fanconi anemia, complementation group o;fanconi anemia, complementation group o;exactmatch
arthrogryposis, renal dysfunction, and cholestasis 2;arthrogryposis, renal dysfunction, and cholestasis 2;exactmatch
deafness, autosomal recessive 84a;deafness, autosomal recessive 84;exactmatch
deafness, autosomal recessive 85;deafness, autosomal recessive 85;exactmatch
birbeck granule deficiency;birbeck granule deficiency;exactmatch
warsaw breakage syndrome;warsaw breakage syndrome;exactmatch
breast-ovarian cancer, familial, susceptibility to, 3;breast cancer, familial, susceptibility to, 3;exactmatch
microcephaly, seizures, and developmental delay;developmental and epileptic encephalopathy 10;exactmatch
witteveen-kolk syndrome;chromosome 15q24 deletion syndrome;exactmatch
cardiomyopathy, dilated, 1s;cardiomyopathy, dilated, 1s;exactmatch
leprosy, susceptibility to, 6;leprosy, susceptibility to, 6;exactmatch
autism, susceptibility to, 16;autism with or without seizures;exactmatch
oguchi disease 2;night blindness, congenital stationary, oguchi  iia 2;exactmatch
esophagitis, eosinophilic, 2;esophagitis, eosinophilic, 2;exactmatch
bone mineral density quantitative trait locus 15;bone mineral density quantitative trait locus 15;exactmatch
cardiomyopathy, dilated, 1r;cardiomyopathy, dilated, 1r;exactmatch
charcot-marie-tooth disease, axonal,  iia 2n;charcot-marie-tooth disease, axonal,  iia 2n;exactmatch
cardiomyopathy, dilated, 1ff;cardiomyopathy, dilated, 1ff;exactmatch
deafness, autosomal recessive 25;deafness, autosomal recessive 25;exactmatch
spastic paraplegia 45, autosomal recessive;spastic paraplegia 45, autosomal recessive;exactmatch
muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual impairment),  iia b, 1;muscular dystrophy, congenital, pomt1-related;exactmatch
muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development),  iia b, 2;muscular dystrophy, congenital, pomt2-related;exactmatch
muscular dystrophy-dystroglycanopathy (limb-girdle),  iia c, 3;muscular dystrophy, limb-girdle,  iia 2o;exactmatch
muscular dystrophy-dystroglycanopathy (limb-girdle),  iia c, 2;muscular dystrophy, limb-girdle,  iia 2n;exactmatch
nephronophthisis-like nephropathy 1;nephronophthisis-like nephropathy 1;exactmatch
beta-ureidopropionase deficiency;beta-ureidopropionase deficiency;exactmatch
gaba-transaminase deficiency;gaba-transaminase deficiency;exactmatch
muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies),  iia a, 5;muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies),  iia a, 5;exactmatch
parkinson disease 16;parkinson disease 16;exactmatch
cardiomyopathy, dilated, 1dd;cardiomyopathy, dilated, 1dd;exactmatch
chromosome 5p13 duplication syndrome;chromosome 5p13 duplication syndrome;exactmatch
cutis laxa, autosomal recessive,  iia 1c;cutis laxa with severe pulmonary, gastrointestinal, and urinary abnormalities;exactmatch
purine nucleoside phosphorylase deficiency;nucleoside phosphorylase deficiency;exactmatch
mental retardation, autosomal recessive 13;mental retardation, autosomal recessive 13;exactmatch
muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies),  iia a, 6;muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies),  iia a, 6;exactmatch
muscular dystrophy-dystroglycanopathy (congenital without impaired intellectual development),  iia b, 4;muscular dystrophy, congenital, fktn-related;exactmatch
fatty liver disease, nonalcoholic, susceptibility to, 1;fatty liver disease, nonalcoholic, susceptibility to, 1;exactmatch
cardiomyopathy, dilated, 1cc;cardiomyopathy, dilated, 1cc;exactmatch
macrothrombocytopenia, autosomal dominant, tubb1-related;macrothrombocytopenia, autosomal dominant, tubb1-related;exactmatch
neuropathy, hereditary sensory and autonomic,  iia 2b;neuropathy, hereditary sensory and autonomic,  iia 2b;exactmatch
thrombophilia due to histidine-rich glycoprotein deficiency;thrombophilia due to elevated histidine-rich glycoprotein;exactmatch
antithrombin 3 deficiency;antithrombin 3 deficiency;exactmatch
brugada syndrome 6;brugada syndrome 6;exactmatch
brugada syndrome 7;atrial fibrillation, familial, 16;exactmatch
brugada syndrome 8;brugada syndrome 8;exactmatch
muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development),  iia b, 3;muscular dystrophy, congenital, pomgnt1-related;exactmatch
hydrops fetalis, nonimmune, with gracile bones and dysmorphism;hydrops fetalis, nonimmune, with gracile bones and dysmorphism;exactmatch
parkinsonism-dystonia, infantile, 1;dopamine transporter deficiency syndrome;exactmatch
choroidal dystrophy, central areolar, 3;choroidal dystrophy, central areolar, 3;exactmatch
systemic lupus erythematosus, susceptibility to, 14;systemic lupus erythematosus, susceptibility to, 14;exactmatch
inflammatory bowel disease 28, autosomal recessive;inflammatory bowel disease 28, autosomal recessive;exactmatch
muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies),  iia a, 2;muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies),  iia a, 2;exactmatch
ciliary dyskinesia, primary, 13;ciliary dyskinesia, primary, 13;exactmatch
retinitis pigmentosa 50;retinitis pigmentosa 50;exactmatch
weill-marchesani syndrome 4;weill-marchesani syndrome 4;exactmatch
waardenburg syndrome,  iia 4b;waardenburg syndrome,  iia 4b;exactmatch
cardiomyopathy, familial hypertrophic, 13;cardiomyopathy, familial hypertrophic, 13;exactmatch
colorectal cancer, hereditary nonpolyposis,  iia 8;colorectal cancer, hereditary nonpolyposis,  iia 8;exactmatch
cardiomyopathy, familial hypertrophic, 14;cardiomyopathy, familial hypertrophic, 14;exactmatch
cardiomyopathy, dilated, 1ee;cardiomyopathy, dilated, 1ee;exactmatch
tuberous sclerosis 2;tsc2 angiomyolipomas, renal, modifier of;exactmatch
cardiomyopathy, familial hypertrophic, 15;cardiomyopathy, familial hypertrophic, 15;exactmatch
waardenburg syndrome,  iia 4c;waardenburg syndrome with hirschsprung disease,  iia 4c;exactmatch
muscular dystrophy, congenital, due to integrin alpha-7 deficiency;muscular dystrophy, congenital, due to integrin alpha-7 deficiency;exactmatch
corneal dystrophy, fuchs endothelial, 3;corneal dystrophy, fuchs endothelial, 3;exactmatch
corneal dystrophy, fuchs endothelial, 4;corneal dystrophy, fuchs endothelial, 4;exactmatch
corneal dystrophy, fuchs endothelial, 5;corneal dystrophy, fuchs endothelial, 5;exactmatch
corneal dystrophy, fuchs endothelial, 6;corneal dystrophy, fuchs endothelial, 6;exactmatch
corneal dystrophy, fuchs endothelial, 7;corneal dystrophy, fuchs endothelial, 7;exactmatch
hypermanganesemia with dystonia 1;hypermanganesemia with dystonia 1;exactmatch
pseudopili annulati;pseudopili annulati;exactmatch
thyrotoxic periodic paralysis, susceptibility to, 2;thyrotoxic periodic paralysis, susceptibility to, 2;exactmatch
spondyloarthropathy, susceptibility to, 3;spondyloarthropathy, susceptibility to, 3;exactmatch
focal segmental glomerulosclerosis 5;focal segmental glomerulosclerosis 5;exactmatch
factor xiii, b subunit, deficiency of;factor xiii, b subunit, deficiency of;exactmatch
trichotillomania;trichotillomania;exactmatch
cerebellar ataxia, mental retardation, and dysequilibrium syndrome 3;cerebellar ataxia and mental retardation with or without quadrupedal locomotion 3;exactmatch
factor xiii, a subunit, deficiency of;factor xiii, a subunit, deficiency of;exactmatch
noonan syndrome 6;noonan syndrome 6;exactmatch
leprosy, susceptibility to, 5;leprosy, protection against;exactmatch
diarrhea 5, with tufting enteropathy, congenital;diarrhea 5, with tufting enteropathy, congenital;exactmatch
night blindness, congenital stationary,  iia 1c;csnb, complete, autosomal recessive;exactmatch
chromosome 17p13.3, centromeric, duplication syndrome;chromosome 17p13.3, centromeric, duplication syndrome;exactmatch
amelogenesis imperfecta, hypomaturation type, iia3;amelogenesis imperfecta, hypomaturation type, iia3;exactmatch
asthma-related traits, susceptibility to, 8;asthma-related traits, susceptibility to, 8;exactmatch
spastic paraplegia 44, autosomal recessive;spastic paraplegia 44, autosomal recessive;exactmatch
muscular dystrophy, congenital, lmna-related;mdcl;exactmatch
cerebral creatine deficiency syndrome 2;cerebral creatine deficiency syndrome 2;exactmatch
faciocardiomelic syndrome;faciocardiomelic syndrome;exactmatch
cerebral creatine deficiency syndrome 3;agat deficiency;exactmatch
aneurysm, intracranial berry, 7;aneurysm, intracranial berry, 7;exactmatch
cardiomyopathy, familial hypertrophic, 12;cardiomyopathy, familial hypertrophic, 12;exactmatch
glut1 deficiency syndrome 2;dystonia 18;exactmatch
ectodermal dysplasia and immunodeficiency 2;ectodermal dysplasia and immunodeficiency 2;exactmatch
epidermolysis bullosa simplex 5c, with pyloric atresia;epidermolysis bullosa simplex 5c, with pyloric atresia;exactmatch
cardiomyopathy, dilated, 1aa, with or without left ventricular noncompaction;cardiomyopathy, dilated, 1aa, with or without left ventricular noncompaction;exactmatch
histiocytoma, angiomatoid fibrous;histiocytoma, angiomatoid fibrous;exactmatch
aneurysm, intracranial berry, 8;aneurysm, intracranial berry, 8;exactmatch
oculoauricular syndrome;microphthalmia, microcornea, anterior segment dysgenesis, cataract, ocular coloboma, retinal pigment epithelium abnormalities, rod-cone dystrophy, and anomalies of the external ear;exactmatch
developmental and epileptic encephalopathy 4;developmental and epileptic encephalopathy 4;exactmatch
retinitis pigmentosa 29;retinitis pigmentosa 29;exactmatch
diastasis recti and weakness of the linea alba;diastasis recti and weakness of the linea alba;exactmatch
cerebroretinal microangiopathy with calcifications and cysts 1;cerebroretinal microangiopathy with calcifications and cysts 1;exactmatch
atrial fibrillation, familial, 6;atrial fibrillation, familial, 6;exactmatch
ewing sarcoma;askin tumor;exactmatch
trehalase deficiency;trehalase deficiency;exactmatch
autism, susceptibility to, 15;autism, susceptibility to, 15;exactmatch
diabetes mellitus, ketosis-prone;diabetes mellitus, ketosis-prone;exactmatch
mitochondrial dna depletion syndrome 8a (encephalomyopathic  iia with renal tubulopathy);mitochondrial dna depletion syndrome 8a (encephalomyopathic  iia with renal tubulopathy);exactmatch
cataract 47;cataract 47;exactmatch
spastic paraplegia 39, autosomal recessive;nte-related motor neuron disorder;exactmatch
coronary heart disease, susceptibility to, 9;coronary heart disease, susceptibility to, 9;exactmatch
dystonia 16;dystonia 16;exactmatch
amyotrophic lateral sclerosis 10 with or without frontotemporal dementia;amyotrophic lateral sclerosis 10 with or without frontotemporal dementia;exactmatch
mitochondrial dna depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria);mitochondrial dna depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria);exactmatch
hypouricemia, renal, 2;gout susceptibility 2;exactmatch
trichoepithelioma, multiple familial, 2;mft2;exactmatch
alopecia, neurologic defects, and endocrinopathy syndrome;alopecia, neurologic defects, and endocrinopathy syndrome;exactmatch
hypophosphatemic rickets and hyperparathyroidism;hypophosphatemic rickets and hyperparathyroidism;exactmatch
retinitis pigmentosa 41;retinal degeneration, autosomal recessive, prominin-related;exactmatch
otosclerosis 8;otosclerosis 8;exactmatch
deafness, unilateral, with delayed endolymphatic hydrops;deafness, unilateral, with delayed endolymphatic hydrops;exactmatch
cardiomyopathy, familial hypertrophic, 11;cardiomyopathy, familial hypertrophic, 11;exactmatch
maturity-onset diabetes of the young,  iia 9;maturity-onset diabetes of the young,  iia 9;exactmatch
colorectal cancer, susceptibility to, 3;colorectal cancer, susceptibility to, 3;exactmatch
myopia 15, autosomal dominant;myopia 15, autosomal dominant;exactmatch
