head;tail;relation
benign supratentorial neoplasm;benign supratentorial neoplasm;exactmatch
malignant thymus neoplasm;cancer of thymus;exactmatch
malignant peripheral nervous system neoplasm;malignant neoplasm of pns;exactmatch
malignant colorectal neoplasm;malignant colorectal neoplasm;exactmatch
carcinoma unspecified site;carcinoma unspecified site;exactmatch
aleukemic leukemia;aleukemic leukemia;exactmatch
aleukemic leukemia cutis;aleukemic leukemia cutis;exactmatch
refractory high grade burkitt-like lymphoma;refractory high grade burkitt-like lymphoma;exactmatch
stage i high grade burkitt-like lymphoma;stage i high grade burkitt-like lymphoma;exactmatch
stage ii high grade burkitt-like lymphoma;stage ii high grade burkitt-like lymphoma;exactmatch
stage iii high grade burkitt-like lymphoma;stage iii high grade burkitt-like lymphoma;exactmatch
stage iv high grade burkitt-like lymphoma;stage iv high grade burkitt-like lymphoma;exactmatch
recurrent nodal marginal zone lymphoma;recurrent nodal marginal zone b-cell lymphoma;exactmatch
refractory nodal marginal zone lymphoma;nodal marginal zone b-cell lymphoma refractory;exactmatch
stage i extragonadal seminoma;stage i extragonadal primary seminoma;exactmatch
recurrent bladder adenocarcinoma;bladder adenocarcinoma, recurrent;exactmatch
stage ii bladder squamous cell carcinoma ajcc v6 and v7;stage ii bladder squamous cell cancer;exactmatch
occupational malignant neoplasm;occupational cancer;exactmatch
environment-related malignant neoplasm;environment-related cancer;exactmatch
aids-related disorder;aids-related disorder;exactmatch
childhood leukemia;childhood leukemia;exactmatch
ovarian neoplasm;neoplasm of ovary;exactmatch
extracardiac rhabdomyoma;extracardiac rhabdomyoma;exactmatch
focal nodular hyperplasia of the liver;fnh;exactmatch
embryonal tumor with multilayered rosettes, c19mc-altered;etmr, c19mc-altered;exactmatch
metastatic malignant neoplasm in the spine;metastases to spine;exactmatch
metastatic malignant neoplasm in the trachea;metastasis to the trachea;exactmatch
benign pyriform fossa neoplasm;benign neoplasm of pyriform fossa;exactmatch
benign neck neoplasm;benign neck neoplasm;exactmatch
malignant muscle neoplasm;malignant muscle neoplasm;exactmatch
lumbosacral region;lumbosacral region;exactmatch
jaw bone;jaw;exactmatch
benign muscle neoplasm;benign muscle neoplasm;exactmatch
benign bone neoplasm;benign bone neoplasm;exactmatch
cartilage-like elements present;cartilage-like elements present;exactmatch
benign sweat gland neoplasm;benign neoplasm of sweat gland;exactmatch
malignant connective and soft tissue cell;malignant connective and soft tissue cell;exactmatch
lung carcinoma;cancer of lung;exactmatch
rectosigmoid neoplasm;neoplasm of rectosigmoid junction;exactmatch
bone cell;bone cell;exactmatch
symptom;symptom;exactmatch
reproductive system disorder;disorder of reproductive system;exactmatch
splenic lymphoma;primary splenic lymphoma;exactmatch
dedifferentiated chordoma;dedifferentiated chordoma;exactmatch
benign urinary system neoplasm;benign neoplasm of urinary tract;exactmatch
painful mass;painful mass;exactmatch
delicate arborizing vascular channel formation;delicate arborizing vascular channel formation;exactmatch
primitive mesenchymal round to oval cell;primitive mesenchymal round to oval cell;exactmatch
non lipogenic sarcomatous stroma present;non lipogenic sarcomatous stroma present;exactmatch
benign submandibular gland neoplasm;benign neoplasm of submandibular gland;exactmatch
floret-like pattern;floret-like pattern;exactmatch
neoplastic spindle-shaped adipocyte;neoplastic spindle-shaped adipocyte;exactmatch
intravascular fibrin thrombus formation;intravascular fibrin thrombus formation;exactmatch
malignant digestive system neoplasm;gastrointestinal system cancer;exactmatch
malignant lipocyte;malignant lipocyte;exactmatch
hiv lipodystrophy;hiv lipodystrophy;exactmatch
painless mass;painless mass;exactmatch
neoplastic mature adipocyte;neoplastic mature adipocyte;exactmatch
metastatic malignant neoplasm in the heart;metastases to heart;exactmatch
clinical tnm finding;clinical tnm finding;exactmatch
benign lung hilum neoplasm;benign hilar lung neoplasm;exactmatch
neoplastic lipoblast;neoplastic lipoblast;exactmatch
cerebral neoplasm;cerebral hemispheric neoplasm;exactmatch
pathologic tnm finding;pathologic tnm finding;exactmatch
rare disorder;rare disease;exactmatch
satellite nodule;satellite nodule;exactmatch
desmoplastic neurotropic melanoma;desmoplastic neurotropic melanoma;exactmatch
melanoma in congenital melanocytic nevus;cutaneous (skin) melanoma in congenital melanocytic nevus;exactmatch
minimal deviation melanoma;minimal deviation cutaneous (skin) melanoma;exactmatch
acute monocytic leukemia;acute monocytic leukemia;exactmatch
invasive cutaneous melanoma;infiltrating melanoma;exactmatch
focal pattern;focal pattern;exactmatch
lung sarcoma;lung sarcoma;exactmatch
invasive prostate carcinoma;infiltrating prostate carcinoma;exactmatch
breast carcinoma;breast cancer;exactmatch
ganglion cell-like elements present;ganglion cell-like elements present;exactmatch
neoplastic schwann-like cell;neoplastic schwann-like cell;exactmatch
neoplastic epithelioid neuroendocrine cell;neoplastic epithelioid neuroendocrine cell;exactmatch
gastrointestinal hemorrhage;gi bleed;exactmatch
base of the heart;base of the heart;exactmatch
slow growing painless mass;slow growing painless mass;exactmatch
placental neoplasm;neoplasm of placenta;exactmatch
lesion by focality;lesion by focality;exactmatch
unifocal lesion;unifocal;exactmatch
ovarian sex cord-stromal tumor;ovarian sex cord-stromal neoplasm;exactmatch
mucosal lentiginous melanoma;mucosal lentiginous malignant melanoma;exactmatch
complete hydatidiform mole;classical hydatidiform mole;exactmatch
cancer tnm finding category;cancer tnm finding category;exactmatch
neoplastic cartilage cell;neoplastic cartilage cell;exactmatch
cartilage cell;cartilage cell;exactmatch
brain stem neoplasm;brain stem neoplasm;exactmatch
remnants of the notochord;remnants of the notochord;exactmatch
skeletal muscle cell;skeletal muscle cell;exactmatch
neoplastic lipocyte;neoplastic lipocyte;exactmatch
neoplastic fibroblast;neoplastic fibroblast;exactmatch
placental hemangioma;angioma of placenta;exactmatch
malignant soft tissue neoplasm;malignant neoplasm of soft tissue;exactmatch
vulvar carcinoma;cancer of vulva;exactmatch
prostate carcinoma;cancer of prostate;exactmatch
mccune-albright syndrome;mas;exactmatch
neoplastic parathyroid gland water-clear cell;neoplastic parathyroid gland water-clear cell;exactmatch
stage 0 small intestinal cancer ajcc v7;small intestine cancer stage 0;exactmatch
benign endometrial neoplasm;benign endometrial neoplasm;exactmatch
skin carcinoma;carcinoma of skin;exactmatch
xanthomatous fibrohistiocytic cell;xanthomatous fibrohistiocytic cell;exactmatch
conventional dermatofibrosarcoma protuberans;conventional dermatofibrosarcoma protuberans;exactmatch
fibroblastoma-like differentiation;fibroblastoma-like differentiation;exactmatch
fibrosarcomatous component present;fibrosarcomatous component present;exactmatch
myofibroblastic differentiation;myofibroblastic differentiation;exactmatch
colon carcinoma;carcinoma of colon;exactmatch
melanin-pigmented dendritic cells present;melanin-pigmented dendritic cells present;exactmatch
wide vessel-like spaces formation;wide vessel-like spaces formation;exactmatch
neoplastic epithelioid fibrohistiocytic cell;neoplastic epithelioid fibrohistiocytic cell;exactmatch
gastric carcinoma;cancer of stomach;exactmatch
ovarian carcinoma;carcinoma of ovary;exactmatch
skin fibrous histiocytoma, epithelioid variant;cutaneous epithelioid fibrous histiocytoma;exactmatch
skin fibrous histiocytoma, cellular variant;cutaneous fibrous histiocytoma, cellular variant;exactmatch
skin fibrous histiocytoma, histiocytic variant;cutaneous fibrous histiocytoma, histiocytic variant;exactmatch
skin fibrous histiocytoma, fibroblastic variant;cutaneous fibrous histiocytoma, fibroblastic variant;exactmatch
neoplastic spindle-shaped fibrohistiocytic cell;neoplastic spindle-shaped fibrohistiocytic cell;exactmatch
malignant large hyperchromatic fibrohistiocytic cell;malignant large hyperchromatic fibrohistiocytic cell;exactmatch
giant cell tumor of soft tissue;gct-st;exactmatch
solid angioleiomyoma;solid angioleiomyoma;exactmatch
bladder wall;bladder wall;exactmatch
bladder carcinoma;bladder cancer;exactmatch
malignant female reproductive system neoplasm;female reproductive cancer;exactmatch
malignant smooth muscle cell with granular cytoplasmic change;malignant smooth muscle cell with granular cytoplasmic change;exactmatch
malignant epithelioid smooth muscle cell;malignant epithelioid smooth muscle cell;exactmatch
malignant spindle-shaped smooth muscle cell;malignant spindle-shaped smooth muscle cell;exactmatch
intersecting sharply marginated clusters of spindle cells present;intersecting sharply marginated clusters of spindle cells present;exactmatch
malignant smooth muscle cell;malignant smooth muscle cell;exactmatch
lipomatous metaplasia;lipomatous metaplasia;exactmatch
alternative fascicle (bundle) pattern;alternative fascicle (bundle) pattern;exactmatch
venous angioleiomyoma;venous angioleiomyoma;exactmatch
hydropic change;hydropic change;exactmatch
neoplastic epithelioid smooth muscle cell;epithelioid smooth muscle cell;exactmatch
dartoic muscle;dartoic muscle;exactmatch
cavernous angioleiomyoma;cavernous angioleiomyoma;exactmatch
cavernous vascular space formation;cavernous vascular space formation;exactmatch
slit-like vascular channel formation;slit-like vascular channel formation;exactmatch
venous type vascular channel formation;venous type vascular channel formation;exactmatch
malignant spindle-shaped fibrohistiocytic cell;malignant spindle-shaped fibrohistiocytic cell;exactmatch
xanthomatous cell;xanthomatous cell;exactmatch
malignant ovoid to spindle-shaped fibrohistiocytic cell;malignant ovoid to spindle-shaped fibrohistiocytic cell;exactmatch
myofibroblastoma;myofibroblastoma;exactmatch
malignant spindle-shaped fibroblast;malignant spindle-shaped fibroblast;exactmatch
benign splenic neoplasm;benign neoplasm of spleen;exactmatch
regional lymph node;lymph node, regional;exactmatch
gardner fibroma;desmoid precursor lesion;exactmatch
angiomyofibroblastoma;angiomyofibroblastoma;exactmatch
nuclear palisading;nuclear palisading;exactmatch
numerous stromal mast cells present;numerous stromal mast cells present;exactmatch
intracytoplasmic eosinophilic spherical inclusion;intracytoplasmic eosinophilic spherical inclusion;exactmatch
cellular pleomorphism;cellular pleomorphism;exactmatch
lymphoid leukemia in remission;lymphoid leukemia (in remission);exactmatch
myeloid leukemia in remission;myelocytic leukemia in remission;exactmatch
chronic leukemia in remission;chronic leukemia (in remission);exactmatch
acute leukemia in remission;acute leukemia (in remission);exactmatch
subcutaneous nodular fasciitis;subcutaneous nodular fasciitis;exactmatch
leukemia in remission;leukemia (in remission);exactmatch
benign adrenal medulla neoplasm;benign adrenal medulla neoplasm;exactmatch
low grade myofibroblastic sarcoma;low grade myofibroblastic sarcoma;exactmatch
myxoinflammatory fibroblastic sarcoma;acral myxoinflammatory fibroblastic sarcoma;exactmatch
inclusion-like nucleoli;inclusion-like nucleoli;exactmatch
sclerosing epithelioid fibrosarcoma;sef;exactmatch
malignant fibrohistiocytic cell;malignant fibrohistiocytic cell;exactmatch
parathyroid gland carcinoma;adenocarcinoma of parathyroid;exactmatch
malignant mesenchymal spindle cell;malignant mesenchymal spindle cell;exactmatch
neoplastic mononuclear stromal cell;neoplastic mononuclear stromal cell;exactmatch
neoplastic elongated mononuclear stromal cell;neoplastic elongated mononuclear stromal cell;exactmatch
neoplastic ovoid mononuclear stromal cell;neoplastic ovoid mononuclear stromal cell;exactmatch
joint effusion;joint effusion;exactmatch
malignant histiocyte-like cell;malignant histiocyte-like cell;exactmatch
skin hemangioma;angioma of skin;exactmatch
metastatic malignant neoplasm in the lymph nodes;metastases to lymph nodes;exactmatch
curvilinear thin-walled vascular pattern;curvilinear thin-walled vascular pattern;exactmatch
vacuolated malignant fibroblast;pseudolipoblast;exactmatch
metastatic malignant neoplasm in the thymus;metastasis to the thymus;exactmatch
malignant epithelioid fibroblast;malignant epithelioid fibroblast;exactmatch
malignant fibroblast;malignant fibroblast;exactmatch
aids-related non-hodgkin lymphoma;aids-related non-hodgkin lymphoma;exactmatch
aids-related malignant cervical neoplasm;aids-related malignant cervical neoplasm;exactmatch
childhood testicular neoplasm;childhood neoplasm of testis;exactmatch
gastric mucosa-associated lymphoid tissue lymphoma;gastric malt lymphoma;exactmatch
metaphysis;long bone metaphysis;exactmatch
skull base meningioma;meningioma of skull base;exactmatch
petrous apex meningioma;meningioma of petrous apex;exactmatch
cerebellar papillary meningioma;cerebellar papillary meningioma;exactmatch
intracerebral cystic meningioma;intracerebral cystic meningioma;exactmatch
cavernous sinus meningioma;cavernous sinus meningioma;exactmatch
falx cerebri meningioma;cerebral falx meningioma;exactmatch
thyroid gland lymphoma;lymphoma of thyroid;exactmatch
metastatic meningioma;metastatic meningioma;exactmatch
bronchial mucosa-associated lymphoid tissue lymphoma;balt lymphoma;exactmatch
childhood acute lymphoblastic leukemia in complete remission;acute lymphoblastic leukemia (all) in complete remission;exactmatch
childhood acute lymphoblastic leukemia in partial remission;acute lymphoblastic leukemia (all) in partial remission;exactmatch
mature gastric teratoma;mature gastric teratoma;exactmatch
gastric teratoma;gastric teratoma;exactmatch
gastric lipoma;gastric lipoma;exactmatch
immature gastric teratoma;immature gastric teratoma;exactmatch
intraventricular meningioma;intraventricular meningioma;exactmatch
multiple intraspinal meningiomas;multiple intraspinal meningiomas;exactmatch
jugular foramen meningioma;jugular foramen meningioma;exactmatch
tuberculum sellae meningioma;meningioma of tuberculum sellae;exactmatch
radiation-induced intracranial meningioma;radiation-induced intracranial meningioma;exactmatch
upper clivus meningioma;meningioma of upper clivus;exactmatch
clivus meningioma;clivus meningioma;exactmatch
lower clivus meningioma;lower clivus meningioma;exactmatch
spinal multifocal clear cell meningioma;multifocal clear cell meningioma of spine;exactmatch
anterior cranial fossa meningioma;anterior cranial fossa meningioma;exactmatch
sphenoorbital meningioma;sphenoorbital meningioma;exactmatch
diaphragma sellae meningioma;diaphragm sellae meningioma;exactmatch
head skin;head skin;exactmatch
posterior foramen magnum meningioma;meningioma of posterior foramen magnum;exactmatch
anterior foramen magnum meningioma;anterior foramen magnum meningioma;exactmatch
foramen magnum meningioma;foramen magnum meningioma;exactmatch
multiple skull base meningiomas;multiple skull base meningiomas;exactmatch
petroclival meningioma;petroclival meningioma;exactmatch
primary cutaneous meningioma;primary cutaneous meningioma;exactmatch
primary lung meningioma;primary lung meningioma;exactmatch
labium;labium;exactmatch
gastric t-cell non-hodgkin lymphoma;gastric t-cell non-hodgkin lymphoma;exactmatch
gastric diffuse large b-cell lymphoma;gastric diffuse large b-cell lymphoma;exactmatch
stage ia ovarian cancer ajcc v6 and v7;ajcc stage ia ovarian cancer;exactmatch
ovarian cystadenocarcinoma;cystadenocarcinoma of ovary;exactmatch
borderline ovarian serous tumor;borderline ovarian serous neoplasm;exactmatch
stage iic ovarian cancer ajcc v6 and v7;ajcc stage iic ovarian cancer;exactmatch
stage iib ovarian cancer ajcc v6 and v7;ajcc stage iib ovarian cancer;exactmatch
stage iia ovarian cancer ajcc v6 and v7;ajcc stage iia ovarian cancer;exactmatch
stage ic ovarian cancer ajcc v6 and v7;ajcc stage ic ovarian cancer;exactmatch
stage ib ovarian cancer ajcc v6 and v7;ajcc stage ib ovarian cancer;exactmatch
benign ovarian thecoma;benign ovarian thecal cell neoplasm;exactmatch
gastric burkitt lymphoma;gastric burkitt lymphoma;exactmatch
breast adenocarcinoma;adenocarcinoma of breast;exactmatch
malignant nipple neoplasm;malignant neoplasm of nipple;exactmatch
nipple neoplasm;neoplasm of nipple;exactmatch
breast epithelioid hemangioma;breast epithelioid hemangioma;exactmatch
breast capillary hemangioma;breast capillary angioma;exactmatch
breast vascular neoplasm;breast vascular neoplasm;exactmatch
breast papillary neoplasm;breast papillary neoplasm;exactmatch
ovarian carcinoid tumor;carcinoid tumor of ovary;exactmatch
ovarian leydig cell tumor;leydig cell neoplasm of ovary;exactmatch
ovarian angiosarcoma;angiosarcoma of ovary;exactmatch
ovarian fibrosarcoma;fibrosarcoma of ovary;exactmatch
gastric signet ring cell adenocarcinoma;gastric signet ring cell adenocarcinoma;exactmatch
gastric mucinous adenocarcinoma;gastric mucinous adenocarcinoma;exactmatch
gastric cardia adenocarcinoma;adenocarcinoma of cardia of stomach;exactmatch
benign ovarian partly luteinized thecoma;benign ovarian partly luteinized thecoma;exactmatch
ovarian myxoma;myxoma of ovary;exactmatch
ovarian soft tissue neoplasm;ovarian soft tissue neoplasm;exactmatch
ovarian mucinous adenocarcinoma;mucinous adenocarcinoma of ovary;exactmatch
ovarian mucinous tumor;mucinous neoplasm of ovary;exactmatch
mixed germ cell-sex cord-stromal tumor;mixed germ cell-sex cord neoplasm;exactmatch
ovarian transitional cell carcinoma;ovarian transitional cell cancer;exactmatch
ovarian large cell neuroendocrine carcinoma;large cell neuroendocrine carcinoma of ovary;exactmatch
ovarian neuroendocrine neoplasm;neuroendocrine neoplasm of ovary;exactmatch
ovarian rhabdomyosarcoma;ovarian rhabdomyosarcoma;exactmatch
ovarian myxoid liposarcoma;myxoid liposarcoma of ovary;exactmatch
ovarian leiomyosarcoma;leiomyosarcoma of ovary;exactmatch
frontal convexity meningioma;frontal convexity meningioma;exactmatch
deletion of the short arm of chromosome 1 (1p) associated meningioma;deletion of short arm of chromosome 1 (1p) associated meningioma;exactmatch
breast intraductal papillomatosis;breast intraductal papillomatosis;exactmatch
cavernous lymphangioma;cavernous lymphangioma;exactmatch
blood vessel endothelium;blood vessel endothelium;exactmatch
small intestinal lipoma;lipoma of small bowel;exactmatch
duodenal villous adenoma;duodenal villous adenoma;exactmatch
small intestinal hodgkin lymphoma;hodgkin's disease of small bowel;exactmatch
small intestinal fibrosarcoma;fibrosarcoma of small bowel;exactmatch
small intestinal sarcoma;sarcoma of small bowel;exactmatch
esophageal leiomyosarcoma;esophageal leiomyosarcoma;exactmatch
collagen bundles formation;collagen bundles formation;exactmatch
malignant epithelioid endothelial cell;malignant epithelioid endothelial cell;exactmatch
neoplastic plump endothelial cell;neoplastic plump endothelial cell;exactmatch
skin red dot;skin red dot;exactmatch
congenital lesion;congenital lesion;exactmatch
acquired lesion;acquired lesion;exactmatch
spontaneous regression;spontaneous regression;exactmatch
epidermal hyperplasia;epidermal hyperplasia;exactmatch
red papular lesion;red papular lesion;exactmatch
small intestinal adenoma;adenoma of small bowel;exactmatch
malignant spindle endothelial cell;malignant spindle endothelial cell;exactmatch
brain stem intraparenchymal clear cell meningioma;brain stem intraparenchymal clear cell meningioma;exactmatch
telangiectatic glomangioma;telangiectatic glomangioma;exactmatch
medullary bone;medullary bone;exactmatch
chicken wire calcification;chicken wire calcification;exactmatch
endocardial neoplasm;endocardial neoplasm;exactmatch
chondroma;chondroma, benign;exactmatch
sign;sign;exactmatch
multiple osteochondromas;multiple osteochondromas;exactmatch
solitary osteochondroma;solitary osteochondroma;exactmatch
cartilaginous differentiation;cartilaginous differentiation;exactmatch
esophageal sarcoma;esophageal sarcoma;exactmatch
osseous differentiation;osseous differentiation;exactmatch
esophageal squamous cell papilloma;esophageal squamous cell papilloma;exactmatch
esophageal mucoepidermoid carcinoma;esophageal mucoepidermoid cancer;exactmatch
esophageal adenoid cystic carcinoma;adenoid cystic carcinoma of esophagus;exactmatch
rarely metastasizing lesion;rarely metastasizing lesion;exactmatch
locally aggressive lesion;locally aggressive lesion;exactmatch
malignant oval endothelial cell;malignant oval endothelial cell;exactmatch
familial paraganglioma;familial paraganglioma;exactmatch
advanced unfavorable non-hodgkin lymphoma;advanced unfavorable non-hodgkin lymphoma;exactmatch
advanced favorable non-hodgkin lymphoma;advanced favorable non-hodgkin lymphoma;exactmatch
bilateral optic nerve meningioma;bilateral meningioma of optic nerve;exactmatch
pituitary stalk meningioma;meningioma of pituitary stalk;exactmatch
epidural spinal canal meningioma;epidural spinal canal meningioma;exactmatch
